caid,association_type,state,total_units,coastal_flag,avg_delinq_rate_12mo,max_delinq_rate_12mo,last_delinq_rate,delinq_trend_3mo,pct_months_serious_12mo,delinq_trend_12mo,delinq_volatility_12mo,avg_late_stage_rate_12mo,collection_ratio_12mo,lien_rate,attorney_referral_rate,rented_pct,vacant_pct,target_delinquency
CA-CO-00000166,CONDO,CO,59,0,2.754,5.085,1.695,0.0,0.0833,-0.343,1.1796,1.2712,0.9875,0.2281,0.1053,0.1695,0.0847,0
CA-FL-00000167,CONDO,FL,79,1,10.5,18.333,8.333,-0.8333,0.75,-0.1515,3.7305,6.6667,0.949,0.3369,0.2139,0.2833,0.0667,1
CA-IL-00000168,HOA,IL,168,0,5.37,10.0,10.0,3.3333,0.3333,0.5278,2.3277,2.4074,0.9549,0.2871,0.1287,0.35,0.0667,1
CA-MA-00000169,HOA,MA,37,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985,0.0,0.0,0.3514,0.0,0
CA-AZ-00000170,HOA,AZ,26,0,3.846,3.846,3.846,-0.0,0.0,0.0,0.0,0.0,0.9931,0.2727,0.0,0.3077,0.0385,0
CA-IL-00000171,HOA,IL,23,0,4.348,4.348,4.348,0.0,0.0,0.0,0.0,0.0,0.9981,0.1667,0.0,0.1304,0.087,0
CA-MA-00000172,PUD,MA,25,0,12.8,24.0,12.0,-2.0,0.6667,0.8242,5.6,6.4,1.0238,0.3333,0.1667,0.32,0.04,1
CA-PA-00000173,HOA,PA,42,1,9.286,11.905,2.381,-2.381,0.75,-0.5916,2.9063,5.2381,1.0086,0.2847,0.1606,0.2857,0.0238,1
CA-TX-00000174,HOA,TX,56,1,2.679,3.571,1.786,-0.8929,0.0,0.0,0.8929,1.7857,1.001,0.5455,0.3636,0.25,0.1071,0
CA-IL-00000175,HOA,IL,54,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9946,0.0,0.0,0.2963,0.0741,0
CA-CA-00000176,MIXED,CA,79,1,1.667,1.667,1.667,-0.0,0.0,-0.0,0.0,1.0,0.9952,0.4167,0.25,0.2667,0.05,0
CA-NV-00000177,HOA,NV,45,0,2.222,2.222,2.222,0.0,0.0,0.0,0.0,1.1111,0.9978,0.1538,0.0769,0.3556,0.0667,0
CA-CO-00000178,HOA,CO,123,0,10.833,16.667,10.0,-1.6667,0.75,0.0909,3.5158,5.5,0.9661,0.2928,0.1486,0.35,0.1,1
CA-NY-00000179,HOA,NY,37,1,2.703,2.703,2.703,-0.0,0.0,-0.0,0.0,1.6216,0.9784,0.2632,0.1579,0.3243,0.027,0
CA-CA-00000180,PUD,CA,300,0,2.5,3.333,1.667,-0.8333,0.0,-0.6667,0.8333,0.8333,0.9894,0.24,0.08,0.2333,0.05,0
CA-GA-00000181,HOA,GA,69,0,1.667,1.667,1.667,-0.0,0.0,0.0,0.0,0.5556,0.9922,0.1364,0.0455,0.35,0.05,0
CA-MA-00000182,HOA,MA,24,1,4.167,4.167,4.167,-0.0,0.0,0.0,0.0,2.7778,1.0026,0.5,0.3333,0.0833,0.0833,0
CA-VA-00000183,HOA,VA,21,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584,0.0,0.0,0.3333,0.0952,0
CA-TX-00000184,CONDO,TX,62,0,2.143,3.333,1.667,-0.8333,0.0,0.0,0.7529,0.9524,1.0016,0.3103,0.1379,0.3,0.0167,0
CA-CA-00000185,MIXED,CA,38,0,4.605,7.895,2.632,-1.3158,0.4167,0.0627,1.7406,2.6316,0.9841,0.2642,0.1509,0.3684,0.1053,0
CA-CA-00000186,HOA,CA,73,0,2.083,3.333,1.667,-0.0,0.0,0.0,0.7217,1.25,0.9938,0.4348,0.2609,0.25,0.05,0
CA-CA-00000187,CONDO,CA,62,0,3.5,6.667,5.0,-0.8333,0.0833,0.1111,1.5723,1.6667,0.9863,0.2333,0.1111,0.3,0.0833,0
CA-CA-00000188,HOA,CA,42,1,3.968,7.143,4.762,-1.1905,0.0833,0.4365,1.5873,1.8519,0.995,0.3061,0.1429,0.1667,0.0476,0
CA-TX-00000189,CONDO,TX,24,1,6.944,12.5,4.167,-2.0833,0.25,0.7143,3.1056,4.1667,0.9897,0.25,0.15,0.2083,0.1667,0
CA-FL-00000190,MIXED,FL,15,0,6.667,6.667,6.667,-0.0,0.5,0.0,0.0,4.4444,0.9867,0.4,0.2667,0.3333,0.0667,1
CA-WA-00000191,HOA,WA,32,0,3.125,3.125,3.125,-0.0,0.0,-0.0,0.0,1.5625,0.9975,0.2857,0.1429,0.2812,0.0,0
CA-CA-00000192,CONDO,CA,81,1,11.833,15.0,13.333,0.8333,0.8333,0.3131,2.2913,6.5,0.9274,0.3272,0.1797,0.2667,0.0167,1
CA-CA-00000193,CONDO,CA,51,0,3.704,5.882,3.922,-0.9804,0.25,0.1634,1.7155,1.9608,0.9793,0.2429,0.1286,0.3529,0.098,0
CA-IL-00000194,HOA,IL,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919,0.0,0.0,0.0556,0.1111,0
CA-AZ-00000195,PUD,AZ,50,0,3.111,6.0,2.0,-1.0,0.0833,0.2667,1.3699,2.0,0.9963,0.2545,0.1636,0.34,0.04,0
CA-NC-00000196,CONDO,NC,58,1,1.724,1.724,1.724,0.0,0.0,-0.0,0.0,1.3793,0.9977,0.4167,0.3333,0.2069,0.1034,0
CA-TX-00000197,HOA,TX,24,1,8.333,12.5,12.5,2.0833,0.25,2.5,3.7268,2.5,0.9698,0.2174,0.0652,0.25,0.1667,0
CA-NY-00000198,CONDO,NY,49,0,8.776,16.327,6.122,0.0,0.75,-0.4329,4.3818,4.6939,0.9578,0.2606,0.1394,0.3265,0.0612,1
CA-FL-00000199,CONDO,FL,46,0,3.043,6.522,2.174,-0.0,0.0833,-0.4348,1.7391,1.3043,0.9972,0.2593,0.1111,0.4565,0.0652,0
CA-CA-00000200,CONDO,CA,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0019,0.0,0.0,0.15,0.05,0
CA-GA-00000201,CONDO,GA,57,0,2.456,5.263,5.263,1.7544,0.0833,0.7018,1.4035,0.3509,0.9837,0.1842,0.0263,0.3333,0.0351,0
CA-CA-00000202,HOA,CA,66,0,1.667,1.667,1.667,0.0,0.0,0.0,0.0,0.0,0.9966,0.1538,0.0,0.2333,0.05,0
CA-OH-00000203,CONDO,OH,95,0,6.833,13.333,8.333,-0.8333,0.4167,0.3333,3.3706,2.3333,0.9685,0.2113,0.0722,0.3167,0.0667,1
CA-FL-00000204,MIXED,FL,93,0,1.667,1.667,1.667,0.0,0.0,0.0,0.0,0.8333,0.9996,0.1429,0.0714,0.4,0.05,0
CA-VA-00000205,HOA,VA,17,1,5.882,5.882,5.882,-0.0,0.4167,0.0,0.0,3.5294,0.9777,0.5556,0.3333,0.4706,0.0588,0
CA-TX-00000206,CONDO,TX,23,1,4.348,4.348,4.348,-0.0,0.0,-0.0,0.0,3.4783,0.9979,0.5556,0.4444,0.2609,0.1304,0
CA-FL-00000207,HOA,FL,64,0,3.333,5.0,1.667,-1.6667,0.0,0.0,1.3608,1.6667,0.9956,0.2727,0.1364,0.2167,0.0833,0
CA-CA-00000208,CONDO,CA,64,1,8.333,15.0,15.0,3.3333,0.6667,0.5253,3.1623,4.0,0.9292,0.237,0.1137,0.4,0.0833,1
CA-CA-00000209,CONDO,CA,64,0,5.333,8.333,6.667,1.6667,0.4167,0.0404,1.7951,3.6667,0.9716,0.3855,0.2651,0.3,0.05,0
CA-NC-00000210,CONDO,NC,663,1,1.905,3.333,1.667,-0.0,0.0,-0.0595,0.5832,0.9524,0.9993,0.2857,0.1429,0.3167,0.0833,0
CA-CA-00000211,CONDO,CA,66,1,2.778,5.0,3.333,0.0,0.0,0.5714,1.2423,1.3889,0.9986,0.3846,0.1923,0.2,0.0833,0
CA-CA-00000212,HOA,CA,98,0,1.667,1.667,1.667,-0.0,0.0,-0.0,0.0,0.8333,0.9992,0.2222,0.1111,0.3333,0.0333,0
CA-TX-00000213,CONDO,TX,87,1,3.667,6.667,6.667,0.8333,0.0833,1.1667,1.9437,1.3333,0.9736,0.1719,0.0625,0.35,0.0833,0
CA-WA-00000214,HOA,WA,70,1,2.5,3.333,1.667,-0.8333,0.0,0.1429,0.8333,1.3889,0.9878,0.3103,0.1724,0.3333,0.0333,0
CA-VA-00000215,HOA,VA,35,0,2.857,2.857,2.857,0.0,0.0,0.0,0.0,1.4286,0.9986,0.1333,0.0667,0.2857,0.0,0
CA-TX-00000216,PUD,TX,76,0,3.148,5.0,3.333,-0.0,0.0,0.1667,0.9443,1.8519,0.9827,0.3953,0.2326,0.2833,0.0667,0
CA-GA-00000217,HOA,GA,26,0,5.769,7.692,7.692,1.9231,0.1667,-0.0,1.9231,0.9615,0.9698,0.1875,0.0312,0.3077,0.0385,1
CA-CA-00000218,HOA,CA,37,0,10.811,16.216,13.514,1.3514,0.6667,0.3218,3.3101,4.7297,0.9616,0.2424,0.1061,0.2973,0.0811,1
CA-FL-00000219,CONDO,FL,31,1,8.71,16.129,9.677,-1.6129,0.5833,0.176,4.3399,4.8387,0.949,0.2872,0.1596,0.2581,0.0968,1
CA-FL-00000220,HOA,FL,47,1,2.432,4.255,2.128,-0.0,0.0,-0.228,0.7445,1.2158,0.9935,0.3333,0.1667,0.2553,0.0851,0
CA-NV-00000221,CONDO,NV,225,0,2.222,3.333,1.667,-0.8333,0.0,-0.1905,0.7857,0.8333,0.9862,0.2286,0.0857,0.3,0.15,0
CA-VA-00000222,HOA,VA,12,0,8.333,8.333,8.333,0.0,0.0833,0.0,0.0,0.0,1.0042,0.125,0.0,0.0833,0.0,0
CA-AZ-00000223,HOA,AZ,72,0,1.667,1.667,1.667,-0.0,0.0,0.0,0.0,0.5556,0.9958,0.1304,0.0435,0.2833,0.05,0
CA-GA-00000224,MIXED,GA,14,0,8.929,14.286,7.143,-3.5714,0.3333,-0.7143,3.0929,1.7857,0.9837,0.1852,0.037,0.3571,0.0,1
CA-GA-00000225,HOA,GA,32,0,4.688,9.375,6.25,1.5625,0.25,0.0744,2.2097,2.3438,1.0013,0.2791,0.1395,0.25,0.125,0
CA-CO-00000226,HOA,CO,95,0,9.833,15.0,11.667,4.1667,0.6667,-0.9192,3.8333,5.0,0.9865,0.2864,0.1456,0.2333,0.05,1
CA-CO-00000227,HOA,CO,46,0,5.28,8.696,8.696,1.087,0.25,0.4658,1.9641,2.4845,0.968,0.2881,0.1356,0.2391,0.0435,0
CA-GA-00000228,CONDO,GA,21,0,8.163,14.286,4.762,-2.381,0.3333,-0.3401,3.3326,5.4422,0.9922,0.4444,0.2963,0.4286,0.0476,0
CA-TX-00000229,CONDO,TX,27,0,3.704,3.704,3.704,0.0,0.0,0.0,0.0,1.8519,0.9853,0.1818,0.0909,0.2963,0.037,0
CA-CA-00000230,CONDO,CA,71,0,3.519,6.667,5.0,0.8333,0.0833,0.2222,1.6563,1.1111,0.986,0.2405,0.0759,0.3333,0.0833,0
CA-FL-00000231,HOA,FL,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0012,0.0,0.0,0.3462,0.0385,0
CA-TX-00000232,HOA,TX,52,1,3.846,5.769,5.769,-0.0,0.25,0.6181,1.7804,1.6484,0.9863,0.28,0.12,0.2308,0.0769,0
CA-TX-00000233,HOA,TX,46,0,2.174,2.174,2.174,0.0,0.0,0.0,0.0,0.0,0.9954,0.25,0.0,0.3043,0.0217,0
CA-AZ-00000234,CONDO,AZ,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0019,0.0,0.0,0.2143,0.1071,0
CA-AZ-00000235,HOA,AZ,200,0,1.667,1.667,1.667,-0.0,0.0,0.0,0.0,0.5556,0.9954,0.15,0.05,0.3167,0.0667,0
CA-CA-00000236,PUD,CA,69,1,9.5,16.667,13.333,-1.6667,0.75,0.9192,3.7305,5.1667,0.9454,0.278,0.1512,0.25,0.0833,1
CA-CA-00000237,PUD,CA,10,1,15.0,20.0,20.0,0.0,0.1667,0.0,5.0,0.0,0.9565,0.2727,0.0,0.3,0.0,0
CA-TX-00000238,CONDO,TX,50,0,2.0,2.0,2.0,-0.0,0.0,-0.0,0.0,1.0,0.9926,0.25,0.125,0.28,0.12,0
CA-CA-00000239,CONDO,CA,28,0,6.696,10.714,3.571,0.0,0.3333,-0.0425,3.3108,4.0179,0.979,0.4054,0.2432,0.25,0.0357,1
CA-CA-00000240,CONDO,CA,81,1,1.875,3.333,1.667,0.0,0.0,0.0992,0.5512,1.25,0.9977,0.3214,0.2143,0.2167,0.05,0
CA-CO-00000241,PUD,CO,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0006,0.0,0.0,0.32,0.0,0
CA-IL-00000242,CONDO,IL,41,1,6.829,9.756,4.878,-2.439,0.5,0.0,1.8252,3.6585,0.9619,0.2373,0.1271,0.2927,0.0732,1
CA-FL-00000243,HOA,FL,63,0,2.857,5.0,5.0,1.6667,0.0,0.1786,1.1664,1.1905,0.9795,0.1967,0.082,0.3,0.1333,0
CA-IL-00000244,CONDO,IL,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9932,0.0,0.0,0.35,0.0667,0
CA-CA-00000245,HOA,CA,19,1,5.263,5.263,5.263,0.0,0.0833,0.0,0.0,0.0,1.0025,0.1667,0.0,0.3158,0.1053,1
CA-CA-00000246,CONDO,CA,35,0,4.571,5.714,2.857,-1.4286,0.25,-0.0,1.3997,2.8571,0.9815,0.2667,0.1667,0.2571,0.0286,0
CA-CA-00000247,HOA,CA,32,0,3.125,3.125,3.125,-0.0,0.0,-0.0,0.0,2.0833,1.0019,0.6,0.4,0.2188,0.0625,0
CA-WA-00000248,HOA,WA,28,0,5.952,10.714,7.143,0.0,0.25,1.2245,2.662,2.9762,0.9807,0.4167,0.2083,0.2857,0.0714,0
CA-FL-00000249,HOA,FL,153,0,2.5,3.333,3.333,0.8333,0.0,-0.0,0.8333,0.8333,1.0001,0.2143,0.0714,0.3667,0.0667,0
CA-TX-00000250,HOA,TX,59,0,2.825,5.085,1.695,-1.6949,0.0833,0.1937,1.2633,1.1299,0.9941,0.1562,0.0625,0.339,0.0508,0
CA-FL-00000251,HOA,FL,18,1,5.556,5.556,5.556,0.0,0.0833,0.0,0.0,0.0,0.9989,0.1,0.0,0.3333,0.1111,1
CA-TX-00000252,HOA,TX,84,0,12.167,21.667,21.667,4.1667,0.8333,0.8788,5.4798,5.8333,0.909,0.308,0.1477,0.2667,0.1,1
CA-FL-00000253,HOA,FL,197,0,8.667,15.0,15.0,1.6667,0.6667,0.4242,3.4801,4.5,0.9351,0.2587,0.1343,0.2833,0.0333,1
CA-AZ-00000254,HOA,AZ,92,0,2.5,5.0,1.667,0.0,0.0,0.0794,1.1785,1.4583,0.9886,0.375,0.2188,0.25,0.0833,0
CA-CA-00000255,HOA,CA,15,0,10.667,20.0,6.667,-6.6667,0.4167,0.6667,5.3333,6.6667,0.9622,0.3478,0.2174,0.2,0.0,0
CA-FL-00000256,CONDO,FL,31,1,6.855,9.677,3.226,-3.2258,0.5,-0.192,2.5181,4.4355,0.9888,0.3953,0.2558,0.129,0.1613,0
CA-VA-00000257,CONDO,VA,108,1,2.292,3.333,1.667,-0.0,0.0,-0.0992,0.8069,0.8333,0.9898,0.2683,0.0976,0.2333,0.0833,0
CA-NY-00000258,CONDO,NY,27,0,3.704,3.704,3.704,-0.0,0.0,-0.0,0.0,0.9259,1.0016,0.4,0.1,0.2963,0.1111,0
CA-TX-00000259,HOA,TX,60,0,1.667,1.667,1.667,-0.0,0.0,0.0,0.0,0.5556,0.9971,0.2,0.0667,0.2667,0.1167,0
CA-OH-00000260,CONDO,OH,76,0,2.667,3.333,3.333,-0.0,0.0,0.5,0.8165,2.0,0.9825,0.381,0.2857,0.35,0.0833,0
CA-IL-00000261,CONDO,IL,23,0,4.348,4.348,4.348,0.0,0.0,0.0,0.0,0.0,0.9842,0.0476,0.0,0.2609,0.0435,1
CA-VA-00000262,CONDO,VA,42,0,2.381,2.381,2.381,-0.0,0.0,-0.0,0.0,1.1905,0.9926,0.2667,0.1333,0.3095,0.0952,0
CA-NC-00000263,PUD,NC,10,1,10.0,10.0,10.0,0.0,0.4167,-0.0,0.0,6.0,0.9711,0.5,0.3,0.2,0.1,0
CA-CA-00000264,CONDO,CA,21,0,8.995,14.286,14.286,2.381,0.4167,0.4762,4.1661,3.7037,0.9318,0.2179,0.0897,0.1905,0.0476,1
CA-FL-00000265,PUD,FL,37,1,11.351,21.622,10.811,-0.0,0.8333,-0.131,4.152,6.4865,0.9265,0.2937,0.1678,0.4054,0.0811,1
CA-WA-00000266,PUD,WA,18,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9972,0.0,0.0,0.3889,0.0,0
CA-NV-00000267,CONDO,NV,140,0,2.381,3.333,1.667,-0.8333,0.0,0.1786,0.8248,1.1905,0.9938,0.1786,0.0893,0.1667,0.1,0
CA-CA-00000268,CONDO,CA,16,0,13.194,18.75,18.75,6.25,0.75,-0.1042,3.541,7.6389,0.9319,0.3065,0.1774,0.375,0.125,1
CA-TX-00000269,CONDO,TX,32,1,3.125,3.125,3.125,0.0,0.0,0.0,0.0,0.0,0.9949,0.1538,0.0,0.2188,0.0938,0
CA-GA-00000270,CONDO,GA,48,0,2.344,4.167,4.167,1.0417,0.0,0.1736,0.689,0.7812,0.9842,0.18,0.06,0.2708,0.0208,0
CA-CO-00000271,HOA,CO,122,0,3.095,5.0,5.0,0.8333,0.0,0.4762,1.0648,1.9048,0.9809,0.4483,0.2759,0.25,0.0833,0
CA-FL-00000272,CONDO,FL,16,1,10.625,18.75,12.5,3.125,0.8333,0.4924,4.002,6.875,0.9233,0.2787,0.1803,0.375,0.0,1
CA-AZ-00000273,CONDO,AZ,100,0,3.167,5.0,1.667,0.0,0.0,-0.3535,1.3844,1.5,0.9856,0.2405,0.1139,0.2833,0.1167,0
CA-NV-00000274,HOA,NV,45,0,10.0,15.556,13.333,-1.1111,0.5833,1.1987,3.8809,5.7778,0.9454,0.2761,0.1595,0.2889,0.0444,1
CA-GA-00000275,HOA,GA,22,1,4.545,4.545,4.545,0.0,0.0,0.0,0.0,0.0,1.0018,0.2857,0.0,0.1818,0.0909,0
CA-AZ-00000276,CONDO,AZ,61,0,1.667,1.667,1.667,-0.0,0.0,0.0,0.0,0.5556,0.9988,0.1667,0.0556,0.2,0.05,0
CA-CA-00000277,HOA,CA,51,1,1.961,1.961,1.961,0.0,0.0,-0.0,0.0,1.1765,1.0001,0.3571,0.2143,0.2353,0.1176,0
CA-VA-00000278,CONDO,VA,29,0,3.448,3.448,3.448,0.0,0.0,0.0,0.0,1.1494,0.9832,0.3,0.1,0.3448,0.0,0
CA-NC-00000279,HOA,NC,46,0,2.174,2.174,2.174,-0.0,0.0,-0.0,0.0,1.087,0.9966,0.2353,0.1176,0.2391,0.1087,0
CA-TX-00000280,CONDO,TX,34,0,2.941,2.941,2.941,-0.0,0.0,0.0,0.0,1.9608,0.9881,0.3333,0.2222,0.2353,0.0,0
CA-OH-00000281,CONDO,OH,48,0,2.083,2.083,2.083,0.0,0.0,0.0,0.0,0.0,0.9978,0.1,0.0,0.1875,0.1458,0
CA-CO-00000282,CONDO,CO,71,1,11.167,16.667,10.0,-3.3333,0.75,0.2323,3.6553,6.0,0.9467,0.3059,0.1644,0.4,0.0833,1
CA-CO-00000283,HOA,CO,135,0,11.333,16.667,10.0,0.0,0.75,0.1818,3.3993,6.1667,0.9604,0.3009,0.1637,0.25,0.0833,0
CA-CA-00000284,PUD,CA,18,0,9.722,16.667,11.111,2.7778,0.3333,2.7778,4.6064,5.5556,0.9503,0.4667,0.2667,0.2222,0.0556,0
CA-NY-00000285,MIXED,NY,198,0,9.333,15.0,5.0,-0.8333,0.75,-0.1414,2.8087,4.8333,0.9698,0.2828,0.1465,0.3,0.0167,0
CA-TX-00000286,HOA,TX,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0012,0.0,0.0,0.3636,0.0,0
CA-IL-00000287,HOA,IL,40,1,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.9913,0.0769,0.0,0.525,0.05,0
CA-IL-00000288,HOA,IL,67,0,3.0,6.667,6.667,2.5,0.0833,1.1667,1.9437,1.0,0.9777,0.36,0.12,0.25,0.0333,0
CA-VA-00000289,HOA,VA,54,1,9.259,14.815,9.259,0.9259,0.6667,-0.5387,4.6849,5.0,0.9448,0.2591,0.1399,0.2037,0.0556,1
CA-FL-00000290,CONDO,FL,28,1,3.571,3.571,3.571,0.0,0.0,0.0,0.0,0.0,0.995,0.12,0.0,0.4643,0.1071,1
CA-VA-00000291,CONDO,VA,38,1,12.632,18.421,10.526,-0.0,0.8333,-0.8931,4.2105,7.3684,0.9546,0.3179,0.1854,0.3158,0.0263,1
CA-FL-00000292,HOA,FL,31,1,4.301,6.452,6.452,-0.0,0.1667,0.553,1.5207,1.6129,0.9757,0.2667,0.1,0.5161,0.0645,0
CA-FL-00000293,CONDO,FL,29,1,6.897,10.345,10.345,3.4483,0.5833,0.0836,2.671,4.1379,0.9635,0.4167,0.25,0.1379,0.069,1
CA-AZ-00000294,CONDO,AZ,81,1,1.667,1.667,1.667,-0.0,0.0,0.0,0.0,0.5556,0.9953,0.15,0.05,0.2333,0.0667,0
CA-FL-00000295,CONDO,FL,57,0,5.789,8.772,7.018,0.8772,0.6667,-0.0106,1.5789,1.7544,0.969,0.1919,0.0581,0.2105,0.0702,1
CA-FL-00000296,CONDO,FL,27,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0008,0.0,0.0,0.2963,0.0,0
CA-FL-00000297,PUD,FL,83,1,4.5,11.667,1.667,-0.8333,0.0833,-0.6162,2.6926,2.5,0.9921,0.3333,0.1852,0.3,0.0333,0
CA-TX-00000298,PUD,TX,55,0,1.818,1.818,1.818,-0.0,0.0,0.0,0.0,0.9091,0.9987,0.3478,0.1739,0.3091,0.1091,0
CA-TX-00000299,CONDO,TX,78,1,1.667,1.667,1.667,-0.0,0.0,-0.0,0.0,0.6667,0.9986,0.2273,0.0909,0.2333,0.0667,0
CA-IL-00000300,MIXED,IL,69,0,6.667,11.667,3.333,-0.8333,0.3333,-0.873,3.118,3.5417,0.9838,0.3516,0.1868,0.3167,0.05,0
