violation_id,caid,unit_id,issue_date,violation_category,cure_deadline,fine_amount,status,resolution_date
VL-VK6NHW0JTIAL,CA-NY-00000055,U-ZLM5VUQ41994,2024-05-11,NOISE,2024-06-10,62.72,CURED,2024-07-02
VL-GP04MT9YL8Y0,CA-NY-00000055,U-U0RKTOC19YQ5,2024-03-01,TRASH,2024-03-31,87.15,CURED,2024-04-11
VL-A0QMW8QA7RYS,CA-NY-00000055,U-OTUX6J1YGSKQ,2025-06-10,TRASH,2025-07-10,173.95,CURED,2025-07-06
VL-NPACSK0KU96Z,CA-NY-00000055,U-1F42Q5IMLX6V,2024-12-19,ARCHITECTURAL,2025-01-18,196.25,DISMISSED,2025-01-07
VL-I94W86WX8O1Q,CA-NV-00000056,U-BUNOQ4GNW8Z4,2025-06-23,ARCHITECTURAL,2025-07-23,59.4,FINED,
VL-XZBVZXPQ1YGK,CA-NV-00000056,U-N55V6J9RUFIV,2024-09-20,PARKING,2024-10-20,96.6,CURED,2024-11-03
VL-RHJN12TIUUQC,CA-NV-00000056,U-MZTNE0V4HU27,2024-09-11,ARCHITECTURAL,2024-10-11,136.09,CURED,2024-10-23
VL-FF7D5YN41LMD,CA-NV-00000056,U-5TNA623BR3D7,2024-08-18,NOISE,2024-09-17,45.91,CURED,2024-10-12
VL-3JPXEES9RIND,CA-NV-00000056,U-NWD7E0L4OL5K,2024-10-10,PARKING,2024-11-09,37.59,CURED,2024-12-09
VL-YZYI8ZMS5PYN,CA-NV-00000056,U-YNHFKUGMMULT,2025-06-22,NOISE,2025-07-22,56.85,CURED,2025-08-03
VL-UYL9MUCX3ZTA,CA-NV-00000056,U-G2MYAXKEAKVO,2024-02-02,OTHER,2024-03-03,316.13,FINED,
VL-9FMDKX5Q4AQ2,CA-NV-00000056,U-VFCMQ0OB1N6Q,2025-05-16,LANDSCAPING,2025-06-15,152.14,DISMISSED,2025-07-01
VL-PI1Q2OVWHTRP,CA-NV-00000056,U-IJWPY51FS1OI,2025-02-10,TRASH,2025-03-12,86.97,HEARING_SCHEDULED,
VL-IJU4D68GT7W0,CA-FL-00000057,U-R7E563025SDI,2024-11-22,PARKING,2024-12-22,179.8,DISMISSED,2025-01-14
VL-BTJMN2IWB46N,CA-FL-00000057,U-2UR3FCR5V730,2024-09-14,LANDSCAPING,2024-10-14,112.29,DISMISSED,2024-11-12
VL-SV5VIJ7MZDNA,CA-FL-00000057,U-T5EOA48QNPAS,2024-01-30,PET,2024-02-29,42.95,ESCALATED,
VL-JQJ05SRB0GJC,CA-FL-00000057,U-SN5QC35AZNP7,2024-10-10,OTHER,2024-11-09,162.54,DISMISSED,2024-11-26
VL-O3ZRGGRY12YS,CA-FL-00000057,U-80YPG2MIRXC5,2024-03-03,PARKING,2024-04-02,63.68,CURED,2024-04-18
VL-ZG6Q0CYXIO8B,CA-FL-00000057,U-2UR3FCR5V730,2025-01-15,PARKING,2025-02-14,206.5,CURED,2025-03-15
VL-ITG87IT2GXTG,CA-CA-00000058,U-7LJQ54BG5C21,2024-06-11,PARKING,2024-07-11,84.94,CURED,2024-08-07
VL-1GEW8D5XUS21,CA-CA-00000058,U-CV84XVDN0A59,2024-03-26,TRASH,2024-04-25,379.01,CURED,2024-05-22
VL-L67LPX85HOBS,CA-CA-00000058,U-WVX12I21IHHQ,2025-01-16,NOISE,2025-02-15,134.92,CURED,2025-02-04
VL-CPEFK1UMA1QC,CA-CA-00000058,U-HBTLVVBA0YPN,2024-01-18,ARCHITECTURAL,2024-02-17,25.75,DISMISSED,2024-02-21
VL-A0IXLKUR3Y4H,CA-CA-00000058,U-GDCOQ93TOPZZ,2024-12-06,TRASH,2025-01-05,139.89,CURED,2024-12-31
VL-F7DQ7GKLJCTE,CA-OH-00000059,U-6153X7S445Y4,2024-10-10,TRASH,2024-11-09,114.97,CURED,2024-11-20
VL-UNPZ9CFA8S62,CA-OH-00000059,U-JKNQWK2UHU4A,2024-01-30,PET,2024-02-29,131.63,DISMISSED,2024-03-03
VL-NZHPVZUE8OF7,CA-OH-00000059,U-5GBOTXXGSH4V,2024-04-08,PARKING,2024-05-08,225.18,FINED,
VL-47HSOAPOR7S6,CA-OH-00000059,U-H0CECI1ZSMH1,2024-07-22,TRASH,2024-08-21,283.81,OPEN,
VL-CK0XCWA5T2CG,CA-OH-00000059,U-7RQCIU4XOA8C,2025-06-23,ARCHITECTURAL,2025-07-23,220.27,CURED,2025-07-25
VL-TCSFVS7PQD0H,CA-OH-00000059,U-ENXXKMLMK4XL,2025-05-20,ARCHITECTURAL,2025-06-19,108.9,DISMISSED,2025-06-25
VL-HBTHNR2WWS9F,CA-OH-00000059,U-DOP6HD7LG1EF,2024-09-12,ARCHITECTURAL,2024-10-12,252.95,CURED,2024-11-08
VL-2WAHULKFW2NR,CA-OH-00000059,U-F2HP4C3FX6LB,2025-04-10,PARKING,2025-05-10,205.54,DISMISSED,2025-05-15
VL-K5JTD0EIALJ1,CA-OH-00000059,U-04STIS5NTT4Z,2024-11-22,ARCHITECTURAL,2024-12-22,88.62,CURED,2025-01-07
VL-14H8T9WR2IWU,CA-OH-00000059,U-LM5TSDPLS9EK,2025-02-13,PARKING,2025-03-15,291.61,CURED,2025-03-04
VL-N455HSUFEXNY,CA-OH-00000059,U-F2HP4C3FX6LB,2024-05-31,ARCHITECTURAL,2024-06-30,58.63,ESCALATED,
VL-P0SL3IB934B0,CA-OH-00000059,U-E80KMCMXZYRJ,2024-09-10,PET,2024-10-10,21.53,CURED,2024-09-28
VL-AXLNDW441V15,CA-OH-00000059,U-TA84DQ6XNVEL,2024-04-09,PARKING,2024-05-09,103.37,CURED,2024-05-31
VL-Y24XOHLU8I01,CA-OH-00000059,U-JKNQWK2UHU4A,2025-02-14,PARKING,2025-03-16,23.09,HEARING_SCHEDULED,
VL-G009H7DMHRXT,CA-OH-00000059,U-3VU58FS9X1E2,2024-09-02,ARCHITECTURAL,2024-10-02,270.24,CURED,2024-10-11
VL-ESAA0ELSGFQ2,CA-NY-00000060,U-1TIA2MCZTQO9,2024-03-08,NOISE,2024-04-07,34.52,DISMISSED,2024-04-07
VL-I1QJ1DI0CYJA,CA-NY-00000060,U-45K5G336WDER,2024-03-02,LANDSCAPING,2024-04-01,29.74,ESCALATED,
VL-CPNHF9VY8RFE,CA-NY-00000060,U-7LDHTIN9Y4TL,2024-03-14,LANDSCAPING,2024-04-13,221.64,CURED,2024-05-05
VL-19RRUZMAHISU,CA-NY-00000060,U-2R27YD6FONM4,2025-04-16,NOISE,2025-05-16,100.18,CURED,2025-05-30
VL-Q44X3A9D0N8M,CA-NY-00000060,U-93F4KZL67VR9,2025-01-25,LANDSCAPING,2025-02-24,154.76,DISMISSED,2025-03-26
VL-OBWCMMN52II6,CA-NY-00000060,U-0WUOWJ09IOGL,2024-05-07,PET,2024-06-06,52.25,CURED,2024-07-03
VL-A89QIZCS6P7M,CA-NY-00000060,U-93F4KZL67VR9,2024-01-14,NOISE,2024-02-13,149.0,FINED,
VL-X3HLUOSRGID4,CA-NY-00000060,U-RK71VXC8ACT4,2025-06-23,NOISE,2025-07-23,48.83,ESCALATED,
VL-215BDQKSJQBJ,CA-NY-00000060,U-Y4WUNOFYR5LD,2024-09-23,ARCHITECTURAL,2024-10-23,80.75,CURED,2024-11-07
VL-LKRBL196HZ0H,CA-NC-00000061,U-PBGGBAXRBI1D,2025-04-11,ARCHITECTURAL,2025-05-11,59.25,DISMISSED,2025-05-07
VL-FLDME81NQ8I7,CA-NC-00000061,U-FZHFEFPQ50O0,2024-06-06,ARCHITECTURAL,2024-07-06,91.42,CURED,2024-06-27
VL-T5Z4M8R75PHP,CA-NC-00000061,U-66JVJ8H9KJSV,2024-02-07,PARKING,2024-03-08,97.64,OPEN,
VL-ZDUQNCVDRWVI,CA-NC-00000061,U-GDAYGRU244U2,2024-07-07,PET,2024-08-06,123.27,HEARING_SCHEDULED,
VL-E7A1COKC55AN,CA-NC-00000061,U-FZHFEFPQ50O0,2024-11-04,NOISE,2024-12-04,35.25,CURED,2024-12-11
VL-J79I3IPWJ2C0,CA-VA-00000062,U-EWZ20D745IBB,2025-05-07,NOISE,2025-06-06,37.12,CURED,2025-07-06
VL-17HZK35B46EF,CA-VA-00000062,U-HDSGC06L8ZG6,2025-03-11,ARCHITECTURAL,2025-04-10,48.63,CURED,2025-04-18
VL-H2N14SQ55DSF,CA-VA-00000062,U-G86DQ8G2K14I,2024-04-10,LANDSCAPING,2024-05-10,139.74,DISMISSED,2024-06-04
VL-7UTCMVFXZJ6J,CA-VA-00000062,U-AW2059ZYGCQW,2024-09-20,PET,2024-10-20,20.47,CURED,2024-11-19
VL-5CKI079HXPAE,CA-VA-00000062,U-2GJT5A1O3ZMR,2024-02-28,PARKING,2024-03-29,58.01,CURED,2024-03-23
VL-34DJG2RHVE46,CA-VA-00000062,U-PI6W380292YQ,2024-01-16,ARCHITECTURAL,2024-02-15,46.86,OPEN,
VL-QF3WEFUNE0YE,CA-VA-00000062,U-PI6W380292YQ,2025-03-04,LANDSCAPING,2025-04-03,74.16,CURED,2025-03-26
VL-3YJQNI3NLA6F,CA-VA-00000062,U-ZHGS50NZJUI7,2024-06-18,PET,2024-07-18,56.75,DISMISSED,2024-08-06
VL-QJW6M8NNUCMK,CA-VA-00000062,U-MM5W7HA7G9E8,2024-07-20,OTHER,2024-08-19,145.37,ESCALATED,
VL-DG9YDUY6VKI6,CA-VA-00000062,U-GWQWVJNBCHUJ,2024-07-30,NOISE,2024-08-29,74.95,CURED,2024-08-23
VL-8RJWG5USDLR0,CA-VA-00000063,U-FKEC1OCHSXC1,2025-03-07,PARKING,2025-04-06,120.05,CURED,2025-04-14
VL-PESJG4IRV1EK,CA-VA-00000063,U-CJX3JERZ5967,2025-05-20,TRASH,2025-06-19,35.63,FINED,
VL-ARMEYOIRK0AV,CA-VA-00000063,U-SARVQXNJGYFJ,2025-01-16,NOISE,2025-02-15,286.86,FINED,
VL-ZVGY2B1MS2Q5,CA-VA-00000063,U-SPEN8ZJ6D553,2024-01-18,NOISE,2024-02-17,101.58,DISMISSED,2024-02-14
VL-XT7QJP8QLRDP,CA-VA-00000063,U-2Z2A3WG1I77G,2024-05-19,PARKING,2024-06-18,204.05,CURED,2024-06-03
VL-D1W5F3Y8CBW9,CA-GA-00000064,U-YB6GCSWIYF9J,2025-05-25,OTHER,2025-06-24,102.41,FINED,
VL-4OEOTUDB5WYW,CA-GA-00000064,U-G9GCFOL6ZTNR,2024-06-23,ARCHITECTURAL,2024-07-23,461.07,ESCALATED,
VL-4JNQJESOJ3YS,CA-GA-00000064,U-YNHP95GN3E9V,2024-12-07,NOISE,2025-01-06,145.99,CURED,2025-01-12
VL-ICEWIRHHE7C3,CA-GA-00000064,U-GP215KRGT5SB,2025-03-18,TRASH,2025-04-17,202.85,CURED,2025-05-11
VL-9ULKYTSC9K07,CA-GA-00000064,U-12PQQXSJAG78,2025-04-06,NOISE,2025-05-06,109.23,OPEN,
VL-VMK49YRYJDC8,CA-VA-00000065,U-LQMHHIOCWUE0,2024-06-16,PARKING,2024-07-16,69.31,OPEN,
VL-ILQHAERFPUTM,CA-VA-00000065,U-G5GON5CDW9PA,2024-09-25,NOISE,2024-10-25,119.7,CURED,2024-11-22
VL-YD1IYBFQT6EW,CA-VA-00000065,U-LZ8H8CE80XK9,2024-03-01,LANDSCAPING,2024-03-31,43.89,DISMISSED,2024-03-15
VL-JBKUCBFDQHEO,CA-VA-00000065,U-Q7KOTKUNURLQ,2024-02-14,ARCHITECTURAL,2024-03-15,69.13,ESCALATED,
VL-H9MJNFL2165E,CA-VA-00000065,U-AB120TSGTNO1,2024-04-02,LANDSCAPING,2024-05-02,39.61,ESCALATED,
VL-HUB0ST9BQ52B,CA-VA-00000065,U-Y58ETB3KW49H,2025-06-14,ARCHITECTURAL,2025-07-14,63.64,CURED,2025-07-19
VL-ZXTQQ84QOZEW,CA-VA-00000065,U-LZ8H8CE80XK9,2024-04-26,ARCHITECTURAL,2024-05-26,85.72,ESCALATED,
VL-VDWDRL70R29T,CA-VA-00000065,U-SBOCU86TKKR2,2024-12-09,PET,2025-01-08,106.12,HEARING_SCHEDULED,
VL-JS93UNPW4Q0S,CA-VA-00000065,U-QVO1PBTVR9SL,2024-03-15,ARCHITECTURAL,2024-04-14,23.42,CURED,2024-04-19
VL-48545BWIRH67,CA-NY-00000066,U-2LDKFTSCZ7Z5,2024-03-21,PARKING,2024-04-20,405.63,CURED,2024-04-24
VL-2KIXH0RB0TQ9,CA-NY-00000066,U-LRJATL77ZVC8,2024-10-04,NOISE,2024-11-03,109.85,DISMISSED,2024-11-09
VL-ZNG20EA6YFYS,CA-NY-00000066,U-NMKTPSO1W63P,2024-09-23,PET,2024-10-23,68.12,CURED,2024-11-01
VL-Y0UU7OG2TW0W,CA-NY-00000066,U-KZP3QCSVXFOR,2025-01-04,LANDSCAPING,2025-02-03,64.95,FINED,
VL-HO2S3NKTQXFV,CA-NY-00000066,U-O4H1IEDOBC5V,2024-09-07,TRASH,2024-10-07,60.85,DISMISSED,2024-10-16
VL-1CDQXQ8I1X3O,CA-NY-00000066,U-AV5OSWRYRC00,2024-12-15,OTHER,2025-01-14,128.55,DISMISSED,2025-01-04
VL-1ONOE2PNXFP4,CA-NY-00000066,U-56ZVBQ5EO9NX,2024-11-05,TRASH,2024-12-05,347.31,CURED,2024-12-01
VL-TJUDJ62S5I0A,CA-NY-00000066,U-L4AGLC32RBS4,2025-01-15,LANDSCAPING,2025-02-14,101.78,CURED,2025-03-13
VL-UQJ4T3P084KS,CA-NY-00000066,U-3H5X4ZTCEX9I,2025-03-14,ARCHITECTURAL,2025-04-13,139.46,DISMISSED,2025-03-29
VL-U90LXVY3UUNJ,CA-NV-00000067,U-4C32080X1AUB,2024-07-08,TRASH,2024-08-07,196.36,CURED,2024-09-05
VL-LT0ZJ0E9SK6C,CA-NV-00000067,U-YM3DI2ZG884B,2024-02-27,TRASH,2024-03-28,31.09,CURED,2024-04-04
VL-H1SXCITCW9QE,CA-NV-00000067,U-YM3DI2ZG884B,2025-01-08,TRASH,2025-02-07,83.33,CURED,2025-02-04
VL-YNCTKUN5N2CO,CA-NV-00000067,U-7G5GVJPKKKJK,2025-06-18,PARKING,2025-07-18,144.35,CURED,2025-07-27
VL-Q4LOMNPL4KJK,CA-NV-00000067,U-6BJNZSO5MGFE,2025-06-04,OTHER,2025-07-04,200.24,ESCALATED,
VL-PU8B72Z0SWIO,CA-NV-00000067,U-XXDZT8779YTG,2025-06-08,ARCHITECTURAL,2025-07-08,25.47,CURED,2025-07-03
VL-GWJUV12ZDJ7D,CA-FL-00000068,U-25DX2JAS0S3A,2025-03-12,NOISE,2025-04-11,98.98,HEARING_SCHEDULED,
VL-X0SGCX4N7L7G,CA-FL-00000068,U-R0DRXDNOPIBB,2024-10-30,OTHER,2024-11-29,240.79,CURED,2024-11-24
VL-HST5VKCXIGR6,CA-FL-00000068,U-ZA3MI7SUFAH4,2024-12-03,LANDSCAPING,2025-01-02,36.89,DISMISSED,2024-12-13
VL-SB3RVP29EHWP,CA-FL-00000068,U-Y3FKXN0396W3,2024-09-11,NOISE,2024-10-11,72.37,CURED,2024-10-11
VL-897RGVYVIN0H,CA-FL-00000068,U-T77YONPXKHHD,2024-05-01,ARCHITECTURAL,2024-05-31,53.74,CURED,2024-05-29
VL-P1S9ONMUXKLY,CA-FL-00000068,U-TKEESSGR09R1,2024-10-27,LANDSCAPING,2024-11-26,94.87,CURED,2024-11-29
VL-R5N2IMXDKFOK,CA-FL-00000068,U-O5NLQGZBMWG9,2024-04-23,NOISE,2024-05-23,42.18,DISMISSED,2024-05-22
VL-COQMGLMPDHAC,CA-FL-00000068,U-NWZABJKEYKUG,2025-06-20,NOISE,2025-07-20,143.5,CURED,2025-08-02
VL-Q6TMLHVG4Q9Y,CA-FL-00000068,U-W5ADAPV3GD0Q,2024-05-07,ARCHITECTURAL,2024-06-06,113.04,ESCALATED,
VL-33XT4P1CIOD7,CA-PA-00000069,U-BKDHYNHY86J5,2024-12-20,PARKING,2025-01-19,28.02,CURED,2025-01-29
VL-LF5CVB8TSNAL,CA-PA-00000069,U-MLSIP064NF6Y,2024-05-20,ARCHITECTURAL,2024-06-19,56.49,CURED,2024-06-22
VL-NNVCV1WSDTT4,CA-PA-00000069,U-WRXPUGWVJJ2X,2024-04-16,NOISE,2024-05-16,357.06,CURED,2024-05-22
VL-9189FLLXTC4W,CA-PA-00000069,U-T408OSLA789J,2024-02-09,PARKING,2024-03-10,159.13,FINED,
VL-8CMIRKX1V49Y,CA-PA-00000069,U-MV8J1A4K0ZAZ,2024-09-04,PET,2024-10-04,114.63,HEARING_SCHEDULED,
VL-DU0GX52CPZ33,CA-PA-00000069,U-2GVN3OOCMP4R,2024-03-08,OTHER,2024-04-07,382.23,CURED,2024-05-07
VL-GF8KLN7AU6FK,CA-PA-00000069,U-HV09AMPTOFUO,2025-03-09,LANDSCAPING,2025-04-08,176.39,OPEN,
VL-RRF83XQX7IXB,CA-PA-00000069,U-WRXPUGWVJJ2X,2025-06-05,NOISE,2025-07-05,53.32,HEARING_SCHEDULED,
VL-9GQY7U4LZU7H,CA-PA-00000069,U-HTYFMTO5J3ZE,2024-09-01,LANDSCAPING,2024-10-01,532.79,CURED,2024-09-27
VL-6Z14YZ8B39BZ,CA-PA-00000069,U-1M4VWRBNVTM3,2025-06-11,OTHER,2025-07-11,350.66,DISMISSED,2025-07-03
VL-HCTG9NY03T74,CA-PA-00000069,U-QKC5M77DNASV,2024-06-04,PARKING,2024-07-04,53.17,CURED,2024-07-09
VL-TFNBKHIJ26JH,CA-PA-00000069,U-0LA5T7WYV3ON,2025-05-10,LANDSCAPING,2025-06-09,214.01,DISMISSED,2025-07-03
VL-SKFV1O4A42RK,CA-PA-00000069,U-D0OLQFDT95B1,2024-12-10,LANDSCAPING,2025-01-09,88.92,CURED,2025-01-25
VL-3KB1W3J9QH8Z,CA-PA-00000069,U-J5GGT8J3AO8D,2024-02-04,ARCHITECTURAL,2024-03-05,47.64,CURED,2024-03-06
VL-STULUDOQP5H9,CA-PA-00000069,U-Y7E4C5PBU6P3,2025-02-02,ARCHITECTURAL,2025-03-04,151.35,CURED,2025-03-25
VL-UGFYQF9078VD,CA-CA-00000070,U-KL4Z29DLBT2L,2024-05-24,PARKING,2024-06-23,140.68,ESCALATED,
VL-RVWXBS6NYYIH,CA-CA-00000070,U-DT4NBE1VJARJ,2024-01-26,ARCHITECTURAL,2024-02-25,66.08,CURED,2024-03-15
VL-QFDIJ3EZ99YS,CA-CA-00000070,U-Q1HXGCFX3ND7,2025-01-25,PARKING,2025-02-24,55.94,DISMISSED,2025-03-07
VL-MJ889HBWGRTE,CA-CA-00000070,U-W0F3CSBUH0SV,2025-01-25,PARKING,2025-02-24,50.0,CURED,2025-02-13
VL-LBWZWGCCQVY7,CA-CA-00000070,U-M1XEOMKPY54A,2024-12-08,LANDSCAPING,2025-01-07,37.19,OPEN,
VL-LBG7D1GQAU65,CA-CA-00000070,U-SXJ2J4I9YMQD,2024-12-26,NOISE,2025-01-25,148.55,CURED,2025-01-27
VL-EBKXA6HMC0Z5,CA-CA-00000070,U-Q1HXGCFX3ND7,2024-07-13,PARKING,2024-08-12,25.04,CURED,2024-09-09
VL-6OJIIFZ28SM5,CA-FL-00000071,U-MZJZBKVSCHV1,2024-11-06,PET,2024-12-06,45.49,CURED,2024-12-08
VL-5PS8TFI4QKFK,CA-FL-00000071,U-D63YECM60DGD,2024-11-15,LANDSCAPING,2024-12-15,79.9,CURED,2024-12-19
VL-LIB0G3SRM1PD,CA-FL-00000071,U-KGIBEZ23D4B1,2025-06-15,TRASH,2025-07-15,87.91,CURED,2025-08-12
VL-2ZYC1QWNEVEO,CA-FL-00000071,U-TPGR68FQO0MP,2025-02-12,PET,2025-03-14,53.06,DISMISSED,2025-04-10
VL-JB3D4A0SMRWO,CA-FL-00000071,U-1G6LLECXPNGW,2024-03-17,LANDSCAPING,2024-04-16,97.79,CURED,2024-04-19
VL-AEO9O9S7EPDK,CA-FL-00000071,U-P8NKAZDP5GFI,2024-05-21,ARCHITECTURAL,2024-06-20,182.02,DISMISSED,2024-06-09
VL-SP3HAN50XSOX,CA-FL-00000071,U-16OAHNMOQDP3,2025-03-07,LANDSCAPING,2025-04-06,90.17,CURED,2025-03-30
VL-HUQ3L68Q63QH,CA-FL-00000071,U-J9UI8NNPVG91,2024-04-26,PET,2024-05-26,57.81,FINED,
VL-7LYEKPCZU3LV,CA-FL-00000071,U-A0CMYZZJOKJL,2024-02-14,NOISE,2024-03-15,60.63,CURED,2024-03-01
VL-E1ZM9WZDVQF4,CA-CA-00000072,U-GJE81DQE8UPI,2024-02-27,ARCHITECTURAL,2024-03-28,56.41,CURED,2024-03-23
VL-K3T0BYPEK1VW,CA-CA-00000072,U-S6RAVAFIVAQ9,2025-01-19,LANDSCAPING,2025-02-18,100.19,FINED,
VL-HEH4DPZ7CZHN,CA-CA-00000072,U-957K4VB2QKH2,2025-06-22,TRASH,2025-07-22,218.52,DISMISSED,2025-07-26
VL-LSBOV4ZSUZXT,CA-CA-00000072,U-BNKJZS92LOBM,2025-05-06,TRASH,2025-06-05,63.91,DISMISSED,2025-06-27
VL-AS6WVA8UJ40G,CA-CA-00000072,U-JH1Y3ME3CB2J,2024-10-19,PARKING,2024-11-18,52.27,ESCALATED,
VL-Q6WII08FJ5O7,CA-CA-00000072,U-EFS17CSO2HBR,2024-08-06,ARCHITECTURAL,2024-09-05,364.16,DISMISSED,2024-09-29
VL-VEXZBXETNEC3,CA-CA-00000072,U-YI60Q75TFLWE,2025-01-04,OTHER,2025-02-03,192.56,CURED,2025-02-08
VL-4TV3TGLGFI0D,CA-CA-00000072,U-ABA6ZCUKPLPM,2024-03-01,PARKING,2024-03-31,14.14,HEARING_SCHEDULED,
VL-D7D5EO9RQKSD,CA-CA-00000072,U-580K5WWCGIG0,2024-06-09,PARKING,2024-07-09,195.31,CURED,2024-08-01
VL-U5MMZUTBIM52,CA-CA-00000072,U-VKC4GSY7VH1Y,2024-06-11,PARKING,2024-07-11,46.13,CURED,2024-07-07
VL-T4Y6X4SBBW0C,CA-CA-00000072,U-G97P4BR2FXV8,2024-12-02,ARCHITECTURAL,2025-01-01,169.67,DISMISSED,2025-01-08
VL-QVENF75UNWJN,CA-CA-00000072,U-DEU7W097SCJ6,2024-07-27,OTHER,2024-08-26,93.11,CURED,2024-09-08
VL-C3QG2MER7QIX,CA-CA-00000072,U-IM2QZZJZ4XEM,2024-07-20,TRASH,2024-08-19,500.25,DISMISSED,2024-09-11
VL-YKPRY9MC42US,CA-CA-00000072,U-TF1WZ4LDHTB7,2024-12-03,PET,2025-01-02,185.73,DISMISSED,2025-01-22
VL-A4D708E2ETLL,CA-CA-00000072,U-1YZ70RDYTQG1,2024-11-21,OTHER,2024-12-21,182.5,CURED,2024-12-13
VL-0MK94Y9Z7SQA,CA-CA-00000072,U-X6TUKXNK47SL,2024-07-05,PARKING,2024-08-04,111.25,CURED,2024-07-16
VL-JZ17YVHT6QDQ,CA-CA-00000072,U-JSRIFVOESCAE,2025-05-14,PARKING,2025-06-13,99.61,FINED,
VL-JSYRBI8LKVUY,CA-CA-00000072,U-RYP7ZZ3F8CG2,2024-12-30,PARKING,2025-01-29,169.35,CURED,2025-01-12
VL-0MHSYVQ8RTWF,CA-CA-00000072,U-GA6RPKI9TO9H,2025-03-26,PARKING,2025-04-25,75.63,DISMISSED,2025-05-05
VL-3GE2DH3KX7IC,CA-CA-00000072,U-HRL06AJS6FT3,2024-11-14,NOISE,2024-12-14,74.86,CURED,2024-12-10
VL-U7XI5UEFIMI6,CA-CA-00000072,U-BNKJZS92LOBM,2024-12-07,OTHER,2025-01-06,79.71,CURED,2024-12-26
VL-7D1PIWGK1YTM,CA-CA-00000072,U-G97P4BR2FXV8,2024-08-20,PARKING,2024-09-19,82.61,CURED,2024-09-23
VL-8A7ZWVKWBNB0,CA-CA-00000072,U-TI909N78P0TW,2024-05-29,LANDSCAPING,2024-06-28,231.25,DISMISSED,2024-07-04
VL-UU33NPYPIAMD,CA-CA-00000072,U-VOX6SO2D0CFI,2024-11-09,LANDSCAPING,2024-12-09,138.7,DISMISSED,2024-12-13
VL-9NRUTGP12YWZ,CA-CA-00000072,U-1YZ70RDYTQG1,2024-08-22,PARKING,2024-09-21,176.23,CURED,2024-10-05
VL-XJ4PP0SXEFMY,CA-CA-00000072,U-91QJHDDXCY5U,2024-07-07,PARKING,2024-08-06,164.9,CURED,2024-07-24
VL-EA2AM2FC2AIH,CA-CA-00000072,U-T4CW8TAQ54NE,2024-11-13,NOISE,2024-12-13,53.92,ESCALATED,
VL-CE0VLTQP7Y7H,CA-CA-00000072,U-KP8IXASGYBJ0,2025-06-19,PARKING,2025-07-19,319.84,CURED,2025-07-18
VL-DH9EKMN87591,CA-CA-00000072,U-9N6CXEFOJHOF,2024-07-02,ARCHITECTURAL,2024-08-01,139.07,DISMISSED,2024-08-21
VL-KWFRLFFLKIMS,CA-FL-00000073,U-0FN17YGFQNR6,2025-06-19,PARKING,2025-07-19,35.85,CURED,2025-07-22
VL-P24ZFCONWFB1,CA-FL-00000073,U-8OO99ZXPARW8,2025-03-10,ARCHITECTURAL,2025-04-09,50.72,CURED,2025-04-06
VL-JE546YL71TUP,CA-FL-00000073,U-G18PN8LCRCM4,2025-03-12,PARKING,2025-04-11,134.0,DISMISSED,2025-05-07
VL-A9GB3EL821T2,CA-FL-00000073,U-3KRA7XZUY84O,2025-06-13,NOISE,2025-07-13,70.85,CURED,2025-07-15
VL-76YEVO0U9C82,CA-FL-00000073,U-W22Z0SD0Z7K6,2025-01-19,LANDSCAPING,2025-02-18,159.76,DISMISSED,2025-03-16
VL-DGWTWYW19EXM,CA-FL-00000073,U-9QEBP9DUTNUJ,2024-10-24,PARKING,2024-11-23,28.47,ESCALATED,
VL-AL2XN71082A7,CA-FL-00000074,U-XRWJK9QZ6O1R,2024-11-25,OTHER,2024-12-25,92.3,DISMISSED,2025-01-21
VL-I7KYNGHA7FXH,CA-FL-00000074,U-HA6F70RTCVYE,2025-03-07,NOISE,2025-04-06,142.07,CURED,2025-05-06
VL-BT3H5J00RWZV,CA-FL-00000074,U-75YJF6J2TQWO,2024-03-07,LANDSCAPING,2024-04-06,64.34,DISMISSED,2024-04-29
VL-FHP7QJIZ8MVU,CA-FL-00000074,U-5THPGCYZO648,2024-04-04,ARCHITECTURAL,2024-05-04,50.88,CURED,2024-05-23
VL-R9KRACHWRVWF,CA-FL-00000074,U-R0UPP3FLC0ZO,2024-03-03,LANDSCAPING,2024-04-02,189.99,DISMISSED,2024-05-02
VL-6TFHTL8DAQM3,CA-FL-00000074,U-QYCVF7JMYIRM,2024-10-03,NOISE,2024-11-02,78.72,DISMISSED,2024-12-02
VL-4SJME5UMKZ8E,CA-FL-00000074,U-ZBBGB2Q40WED,2025-06-19,LANDSCAPING,2025-07-19,221.66,DISMISSED,2025-07-25
VL-4VD5ZG0LMVZX,CA-FL-00000074,U-FS3WAP6XXP5I,2025-03-01,PARKING,2025-03-31,139.41,DISMISSED,2025-03-19
VL-CKNPYN04KRED,CA-FL-00000074,U-01ZLZWDGBHDC,2024-06-08,ARCHITECTURAL,2024-07-08,73.94,CURED,2024-07-02
VL-0Z0C45T15YT7,CA-CA-00000075,U-05WDNLD6ARW4,2024-10-30,TRASH,2024-11-29,105.79,CURED,2024-12-18
VL-SOY2PSTCI0MS,CA-CA-00000075,U-JDO7P4HI8MC0,2024-04-17,TRASH,2024-05-17,118.89,CURED,2024-04-28
