work_order_id,caid,unit_id,created_date,category,priority,status,estimated_cost,actual_cost,completion_date,deferred_days
WO-X0A6UWS4A672,CA-FL-00000040,,2024-02-26,LANDSCAPING,MEDIUM,COMPLETED,377.1,682.37,2024-03-16,19
WO-Y6KSBQEVASJD,CA-FL-00000040,,2024-03-26,HVAC,MEDIUM,DEFERRED,4754.88,,,102
WO-GOVLA86TSQZ8,CA-FL-00000040,,2024-05-04,STRUCTURAL,MEDIUM,COMPLETED,8935.38,8484.88,2024-05-21,17
WO-OUL6O95ETOQU,CA-FL-00000040,,2024-06-14,HVAC,HIGH,COMPLETED,12537.81,7578.96,2024-07-03,19
WO-UME4M9GRK8PW,CA-FL-00000040,,2024-07-28,STRUCTURAL,MEDIUM,DEFERRED,3801.39,,,28
WO-7VCC46L3U9P4,CA-FL-00000040,,2024-08-17,LANDSCAPING,EMERGENCY,DEFERRED,1753.57,,,73
WO-042LDUSEJ40I,CA-FL-00000040,,2024-09-02,GENERAL,LOW,COMPLETED,361.98,7110.74,2024-09-19,17
WO-PL2Q37XYH46F,CA-FL-00000040,,2024-11-17,GENERAL,LOW,COMPLETED,12615.09,3776.43,2024-12-03,16
WO-QKQFH33MUXZU,CA-FL-00000040,,2024-12-13,HVAC,LOW,COMPLETED,10980.96,3711.54,2024-12-14,1
WO-VHY95V0BK1Y0,CA-FL-00000040,,2024-12-24,LANDSCAPING,MEDIUM,COMPLETED,4410.05,3881.88,2025-01-07,14
WO-0EPEJ31LG2AD,CA-FL-00000040,,2025-03-22,ROOFING,LOW,COMPLETED,7829.91,3107.35,2025-04-02,11
WO-KI1IW5LDNQIW,CA-FL-00000040,,2025-04-10,HVAC,MEDIUM,COMPLETED,4839.82,8650.36,2025-04-19,9
WO-G7M50JKIJ8S0,CA-FL-00000040,,2025-05-26,GENERAL,MEDIUM,COMPLETED,1151.8,3973.73,2025-06-09,14
WO-543RKMSQDDLF,CA-FL-00000040,,2025-05-25,ROOFING,LOW,COMPLETED,1154.12,9855.43,2025-05-27,2
WO-QZIHF0C8CCC1,CA-CA-00000041,,2024-01-22,GENERAL,MEDIUM,COMPLETED,5372.58,4755.01,2024-02-03,12
WO-D7ZN0VAYKH2T,CA-CA-00000041,,2024-01-04,PLUMBING,LOW,OPEN,6154.86,,,87
WO-QU1AGX7OYP8H,CA-CA-00000041,,2024-01-15,ROOFING,MEDIUM,DEFERRED,4006.8,,,48
WO-ZG4VUL9GNG4S,CA-CA-00000041,,2024-01-17,PLUMBING,HIGH,COMPLETED,2363.82,9008.12,2024-01-19,2
WO-8L4MPUSL79UA,CA-CA-00000041,,2024-01-02,ROOFING,MEDIUM,DEFERRED,9252.18,,,71
WO-1BU10CC21ZBO,CA-CA-00000041,,2024-01-04,HVAC,HIGH,DEFERRED,3460.08,,,124
WO-2HEFE7MW1D9B,CA-CA-00000041,,2024-01-04,HVAC,MEDIUM,OPEN,6063.53,,,109
WO-PIREDCVQZTR0,CA-CA-00000041,,2024-02-06,LANDSCAPING,LOW,OPEN,5298.23,,,105
WO-I6BHV69PL93F,CA-CA-00000041,,2024-02-04,ROOFING,EMERGENCY,DEFERRED,12631.95,,,51
WO-QB9XYHD35BK8,CA-CA-00000041,,2024-03-28,ELECTRICAL,HIGH,COMPLETED,13058.23,4620.16,2024-04-14,17
WO-I5S96R8LTMD7,CA-CA-00000041,,2024-03-03,PLUMBING,LOW,OPEN,6838.51,,,57
WO-4I55FLG7KS2U,CA-CA-00000041,,2024-03-07,STRUCTURAL,HIGH,OPEN,9948.43,,,48
WO-AVNPOCOSIWL6,CA-CA-00000041,,2024-03-25,PLUMBING,HIGH,DEFERRED,10409.84,,,141
WO-AEH97KHNRJD5,CA-CA-00000041,,2024-03-13,PLUMBING,HIGH,DEFERRED,8356.25,,,51
WO-8KJ03KLNJNR0,CA-CA-00000041,,2024-04-08,LANDSCAPING,HIGH,OPEN,11599.59,,,39
WO-BM6F3ZEGBYNJ,CA-CA-00000041,,2024-04-22,LANDSCAPING,MEDIUM,OPEN,3897.0,,,62
WO-GTQ9URJP2BV5,CA-CA-00000041,,2024-04-17,ROOFING,MEDIUM,DEFERRED,3583.58,,,145
WO-OMOYXJM96V1A,CA-CA-00000041,,2024-05-10,GENERAL,LOW,DEFERRED,13832.65,,,27
WO-GTD2C06DGPE5,CA-CA-00000041,,2024-05-22,GENERAL,LOW,DEFERRED,14666.37,,,398
WO-UFVRW1064FPR,CA-CA-00000041,,2024-05-22,PLUMBING,MEDIUM,COMPLETED,8227.07,2753.6,2024-06-10,19
WO-VX8ME6OVDJFP,CA-CA-00000041,,2024-05-11,ELECTRICAL,MEDIUM,COMPLETED,8116.5,6646.79,2024-05-15,4
WO-R8PXQPJC3I4L,CA-CA-00000041,,2024-05-16,ELECTRICAL,HIGH,COMPLETED,11701.71,8042.3,2024-06-06,21
WO-HIHZEQ2E986J,CA-CA-00000041,,2024-05-18,ELEVATOR,LOW,OPEN,12826.99,,,67
WO-2882T7V3MD45,CA-CA-00000041,,2024-06-01,GENERAL,MEDIUM,COMPLETED,14156.93,5981.31,2024-06-10,9
WO-MVPB033K0XE7,CA-CA-00000041,,2024-06-25,LANDSCAPING,MEDIUM,COMPLETED,10558.74,1559.22,2024-07-07,12
WO-DBYA69CJQ6ZL,CA-CA-00000041,,2024-06-13,ELECTRICAL,MEDIUM,DEFERRED,357.34,,,48
WO-ZG7MCEOFTWO5,CA-CA-00000041,,2024-06-23,ROOFING,LOW,COMPLETED,4785.31,8145.51,2024-07-07,14
WO-C2JUIFRPLY3I,CA-CA-00000041,,2024-06-09,PLUMBING,MEDIUM,COMPLETED,13992.81,961.35,2024-06-14,5
WO-RVRK9ZTWWLT5,CA-CA-00000041,,2024-06-05,LANDSCAPING,HIGH,DEFERRED,13358.1,,,83
WO-195HVYLPCNP3,CA-CA-00000041,,2024-06-23,PLUMBING,MEDIUM,COMPLETED,5698.03,5640.24,2024-06-30,7
WO-E8TNYE6Q4I53,CA-CA-00000041,,2024-06-03,PLUMBING,LOW,DEFERRED,1816.29,,,106
WO-H5LHXEFHL5ZZ,CA-CA-00000041,,2024-07-11,GENERAL,MEDIUM,DEFERRED,3922.43,,,127
WO-JZP47JKWYLRV,CA-CA-00000041,,2024-07-05,PLUMBING,LOW,DEFERRED,12586.35,,,109
WO-SXGOMOCXL9V1,CA-CA-00000041,,2024-07-11,PLUMBING,EMERGENCY,OPEN,1323.36,,,42
WO-10PLLSWYPEE5,CA-CA-00000041,,2024-07-13,HVAC,EMERGENCY,DEFERRED,891.72,,,34
WO-JYMO4769XXUV,CA-CA-00000041,,2024-07-28,ELEVATOR,HIGH,OPEN,5753.14,,,71
WO-IQZ0CF6SAYWX,CA-CA-00000041,,2024-07-15,GENERAL,MEDIUM,OPEN,3579.66,,,115
WO-G5LORRO66LM6,CA-CA-00000041,,2024-07-13,ELECTRICAL,HIGH,COMPLETED,3483.75,6978.16,2024-07-14,1
WO-D1JCWCB1VDV1,CA-CA-00000041,,2024-07-18,PLUMBING,LOW,COMPLETED,12470.81,1014.0,2024-07-28,10
WO-T79RPX2V7FN5,CA-CA-00000041,,2024-08-12,HVAC,MEDIUM,COMPLETED,4827.13,8733.97,2024-08-16,4
WO-HOJ6KK3DCD8G,CA-CA-00000041,,2024-08-14,PLUMBING,EMERGENCY,COMPLETED,8441.64,10385.13,2024-08-16,2
WO-5NKS2TQAGRO3,CA-CA-00000041,,2024-08-21,PLUMBING,HIGH,OPEN,478.13,,,128
WO-TZHM3559RPGV,CA-CA-00000041,,2024-08-03,HVAC,LOW,OPEN,1183.43,,,174
WO-KGE3NRSTPR6P,CA-CA-00000041,,2024-08-07,GENERAL,MEDIUM,COMPLETED,6690.62,6046.8,2024-08-19,12
WO-QW96KJB4P5YF,CA-CA-00000041,,2024-09-03,ROOFING,LOW,COMPLETED,5068.2,2164.32,2024-09-11,8
WO-BIAFUN5FH7WK,CA-CA-00000041,,2024-09-15,PLUMBING,LOW,DEFERRED,14282.82,,,27
WO-DD94PQZ27U5X,CA-CA-00000041,,2024-09-13,PLUMBING,MEDIUM,DEFERRED,2664.16,,,48
WO-S1FIUCSZMC4K,CA-CA-00000041,,2024-10-11,STRUCTURAL,LOW,COMPLETED,10669.48,11402.06,2024-10-16,5
WO-0TS9VSWBTRPD,CA-CA-00000041,,2024-10-03,HVAC,MEDIUM,COMPLETED,11407.03,5210.98,2024-10-14,11
WO-XY5LCDHCFB4H,CA-CA-00000041,,2024-10-17,ELECTRICAL,EMERGENCY,OPEN,7440.13,,,35
WO-M79GGPR00ONX,CA-CA-00000041,,2024-10-21,GENERAL,MEDIUM,DEFERRED,13672.94,,,161
WO-XDGEBQLHAINC,CA-CA-00000041,,2024-10-14,HVAC,MEDIUM,COMPLETED,2741.58,3978.51,2024-10-24,10
WO-USA0PMGKJX8Y,CA-CA-00000041,,2024-10-15,PLUMBING,LOW,DEFERRED,12426.24,,,76
WO-BP7XXL21K7TS,CA-CA-00000041,,2024-11-17,ROOFING,LOW,OPEN,14948.03,,,17
WO-DQHXFNRAW9NY,CA-CA-00000041,,2024-11-15,STRUCTURAL,HIGH,OPEN,4419.58,,,19
WO-JN8B3T3FFBHE,CA-CA-00000041,,2024-11-21,ROOFING,MEDIUM,COMPLETED,4388.66,267.58,2024-12-04,13
WO-EVUK3C26JNYC,CA-CA-00000041,,2024-11-15,LANDSCAPING,HIGH,OPEN,13140.16,,,68
WO-Y3LNT2ZEHZIG,CA-CA-00000041,,2024-11-10,HVAC,MEDIUM,DEFERRED,7103.65,,,9
WO-VWB8O80PQJ1T,CA-CA-00000041,,2024-12-01,ELEVATOR,MEDIUM,COMPLETED,11146.31,10008.26,2024-12-11,10
WO-C0QMG00FLA2P,CA-CA-00000041,,2024-12-07,LANDSCAPING,MEDIUM,COMPLETED,2634.82,9099.89,2024-12-22,15
WO-QXUBL4OWY0RA,CA-CA-00000041,,2024-12-08,STRUCTURAL,MEDIUM,OPEN,527.28,,,48
WO-BWRT9WAKQY9K,CA-CA-00000041,,2024-12-11,LANDSCAPING,MEDIUM,COMPLETED,7040.61,2616.7,2024-12-23,12
WO-DT2MXN02JWK0,CA-CA-00000041,,2024-12-16,LANDSCAPING,MEDIUM,COMPLETED,6671.5,11932.13,2024-12-30,14
WO-PGFR8AGZ1K8G,CA-CA-00000041,,2024-12-26,STRUCTURAL,LOW,DEFERRED,4297.69,,,731
WO-9RXHI9EJKNX4,CA-CA-00000041,,2024-12-10,STRUCTURAL,MEDIUM,OPEN,6754.33,,,345
WO-A9SOXRAOI9XE,CA-CA-00000041,,2025-01-04,GENERAL,MEDIUM,OPEN,6880.06,,,50
WO-DWV9J7U0B02V,CA-CA-00000041,,2025-01-09,LANDSCAPING,HIGH,COMPLETED,2184.6,11460.3,2025-01-21,12
WO-WC4FOPQWP9DQ,CA-CA-00000041,,2025-01-26,HVAC,LOW,COMPLETED,858.74,4602.32,2025-02-11,16
WO-WA0NAMX6JAW9,CA-CA-00000041,,2025-01-13,STRUCTURAL,MEDIUM,OPEN,8002.02,,,121
WO-DBJEKNE2KH74,CA-CA-00000041,,2025-01-20,ELEVATOR,HIGH,COMPLETED,8487.66,6550.29,2025-01-25,5
WO-NDGWWS7WXWHI,CA-CA-00000041,,2025-02-05,STRUCTURAL,HIGH,COMPLETED,11734.93,5361.17,2025-02-11,6
WO-Z412FQ0T8YQY,CA-CA-00000041,,2025-02-09,ELEVATOR,MEDIUM,COMPLETED,305.43,413.86,2025-02-23,14
WO-UV03GNP53ANA,CA-CA-00000041,,2025-02-16,HVAC,MEDIUM,DEFERRED,11472.87,,,14
WO-QKCN1WG71YQI,CA-CA-00000041,,2025-02-10,PLUMBING,HIGH,OPEN,8694.01,,,13
WO-8DG3IQUA7WQA,CA-CA-00000041,,2025-02-16,ELECTRICAL,HIGH,DEFERRED,14615.85,,,33
WO-O9IJ09AAEY96,CA-CA-00000041,,2025-02-22,STRUCTURAL,LOW,COMPLETED,2967.67,1898.04,2025-02-26,4
WO-FQ2EV451LSMA,CA-CA-00000041,,2025-02-28,LANDSCAPING,HIGH,COMPLETED,12764.21,2550.35,2025-03-19,19
WO-TVVPNNNQH65S,CA-CA-00000041,,2025-02-18,PLUMBING,EMERGENCY,DEFERRED,11909.89,,,87
WO-WO5UC0KMNI5N,CA-CA-00000041,,2025-02-11,HVAC,HIGH,DEFERRED,9356.49,,,81
WO-VEAJR3IKKV9O,CA-CA-00000041,,2025-03-22,HVAC,LOW,OPEN,14440.86,,,20
WO-4NQ2Q8D8QDB1,CA-CA-00000041,,2025-03-27,HVAC,HIGH,OPEN,1132.16,,,8
WO-VJ3UDAG1ZK45,CA-CA-00000041,,2025-03-05,ELECTRICAL,HIGH,DEFERRED,4127.3,,,108
WO-TD5TP2W0BGAO,CA-CA-00000041,,2025-03-09,HVAC,MEDIUM,DEFERRED,11824.51,,,28
WO-BCOS21YUN1FU,CA-CA-00000041,,2025-03-26,STRUCTURAL,HIGH,OPEN,2633.86,,,10
WO-CU1640K01TBD,CA-CA-00000041,,2025-03-19,STRUCTURAL,EMERGENCY,COMPLETED,9349.08,7284.65,2025-04-01,13
WO-27F1JBVUOE8W,CA-CA-00000041,,2025-03-16,ELECTRICAL,LOW,DEFERRED,4291.91,,,61
WO-NB9XNQG4NH83,CA-CA-00000041,,2025-04-07,LANDSCAPING,LOW,COMPLETED,4223.93,7101.95,2025-04-10,3
WO-MGLU54RJWTO7,CA-CA-00000041,,2025-04-19,HVAC,MEDIUM,COMPLETED,2542.61,1830.45,2025-05-06,17
WO-35SWWW0SYZYF,CA-CA-00000041,,2025-04-06,STRUCTURAL,LOW,COMPLETED,4248.49,8160.22,2025-04-23,17
WO-Y70S40NP643A,CA-CA-00000041,,2025-04-24,ELECTRICAL,LOW,OPEN,2874.16,,,49
WO-P3F6GE0BJBBO,CA-CA-00000041,,2025-04-20,ELECTRICAL,LOW,COMPLETED,1916.98,6801.29,2025-05-07,17
WO-4KYB04TC9HIR,CA-CA-00000041,,2025-04-03,ROOFING,HIGH,COMPLETED,2848.05,5080.54,2025-04-10,7
WO-8ZGTEQFVC85Y,CA-CA-00000041,,2025-04-02,PLUMBING,MEDIUM,COMPLETED,7539.81,3358.36,2025-04-12,10
WO-7NY1DOA1W5HI,CA-CA-00000041,,2025-05-06,ROOFING,LOW,OPEN,6075.92,,,48
WO-ROENCSGD5XDB,CA-CA-00000041,,2025-05-06,HVAC,MEDIUM,OPEN,12688.69,,,40
WO-U7VEN9SZFD97,CA-CA-00000041,,2025-05-12,STRUCTURAL,LOW,OPEN,13101.97,,,18
WO-ZA4BBSTPCAHP,CA-CA-00000041,,2025-05-12,STRUCTURAL,MEDIUM,COMPLETED,10629.64,532.2,2025-06-01,20
WO-VYCW7RU9P17C,CA-CA-00000041,,2025-06-09,HVAC,LOW,COMPLETED,5882.64,7122.11,2025-06-11,2
WO-GZ39FUGM89UK,CA-CA-00000041,,2025-06-18,ELECTRICAL,LOW,COMPLETED,10158.71,5622.2,2025-06-22,4
WO-XZ7VCO8DDBL1,CA-CA-00000041,,2025-06-28,PLUMBING,LOW,OPEN,6207.23,,,82
WO-LFAA57I63VJA,CA-NY-00000042,,2024-01-13,HVAC,EMERGENCY,COMPLETED,7805.74,7094.57,2024-01-21,8
WO-9RKMTV3T6ED4,CA-NY-00000042,,2024-02-23,PLUMBING,MEDIUM,COMPLETED,2139.45,5673.72,2024-03-06,12
WO-NOHIULBS91KG,CA-NY-00000042,,2024-04-27,ELEVATOR,LOW,COMPLETED,8118.04,8468.18,2024-04-29,2
WO-047TNEITC7LS,CA-NY-00000042,,2024-06-08,GENERAL,MEDIUM,COMPLETED,3265.03,2399.03,2024-06-29,21
WO-OU5X21755FQK,CA-NY-00000042,,2024-07-20,GENERAL,MEDIUM,COMPLETED,3454.08,5788.62,2024-07-27,7
WO-9CXVDIFJJWBO,CA-NY-00000042,,2024-07-16,GENERAL,LOW,COMPLETED,9826.5,9891.12,2024-07-28,12
WO-U81YY220XAVZ,CA-NY-00000042,,2024-10-18,ELECTRICAL,HIGH,COMPLETED,9822.33,9171.26,2024-10-31,13
WO-ZRA921UV9YOC,CA-NY-00000042,,2024-11-22,HVAC,HIGH,COMPLETED,9036.11,1201.59,2024-12-09,17
WO-6QSS2P99WWGX,CA-NY-00000042,,2024-11-04,LANDSCAPING,MEDIUM,COMPLETED,10239.4,11631.51,2024-11-14,10
WO-53FEI3XR911Z,CA-NY-00000042,,2025-03-06,GENERAL,MEDIUM,COMPLETED,9876.91,4516.73,2025-03-09,3
WO-8G7Q2MCY2ONH,CA-NY-00000042,,2025-04-21,LANDSCAPING,MEDIUM,OPEN,13214.31,,,68
WO-21O814GL696T,CA-NY-00000042,,2025-04-13,GENERAL,LOW,COMPLETED,8257.42,1002.96,2025-04-26,13
WO-SPWJSSD6TVEK,CA-NY-00000042,,2025-05-04,HVAC,HIGH,COMPLETED,14395.35,7861.0,2025-05-08,4
WO-OBX688I9G7VQ,CA-NY-00000042,,2025-06-27,STRUCTURAL,LOW,COMPLETED,2078.96,7135.11,2025-07-17,20
WO-1JSGY6TV4AJR,CA-NC-00000043,,2024-01-22,LANDSCAPING,MEDIUM,COMPLETED,12366.13,5950.54,2024-01-29,7
WO-8523VC67FWVD,CA-NC-00000043,,2024-01-13,STRUCTURAL,LOW,COMPLETED,1166.15,2371.73,2024-02-02,20
WO-K9V416BVYY7H,CA-NC-00000043,,2024-02-12,PLUMBING,LOW,COMPLETED,9505.25,9628.17,2024-02-17,5
WO-UH2CDBGBXM1R,CA-NC-00000043,,2024-03-16,ROOFING,MEDIUM,DEFERRED,12035.75,,,65
WO-0CKXY5EKRND1,CA-NC-00000043,,2024-03-04,PLUMBING,MEDIUM,COMPLETED,3108.27,660.06,2024-03-18,14
WO-R3M2HL9L2IYD,CA-NC-00000043,,2024-03-06,LANDSCAPING,MEDIUM,COMPLETED,2796.67,1808.08,2024-03-20,14
WO-JG0VJ1AFR6JS,CA-NC-00000043,,2024-04-08,ELEVATOR,LOW,DEFERRED,13266.96,,,25
WO-W2G0OWRDUZQL,CA-NC-00000043,,2024-04-15,ROOFING,LOW,COMPLETED,14729.31,8751.45,2024-04-24,9
WO-6VLL4PVHZ7IT,CA-NC-00000043,,2024-05-21,ROOFING,HIGH,COMPLETED,8308.46,4433.37,2024-06-06,16
WO-CWYEYS4E7AZE,CA-NC-00000043,,2024-05-06,GENERAL,LOW,DEFERRED,8193.35,,,92
WO-W26HD66PFQTV,CA-NC-00000043,,2024-05-01,ROOFING,LOW,DEFERRED,14589.65,,,35
WO-S39N1DRZ2QHG,CA-NC-00000043,,2024-05-05,LANDSCAPING,HIGH,COMPLETED,11845.94,8314.69,2024-05-14,9
WO-RLAZRAD7J4GI,CA-NC-00000043,,2024-06-09,ELECTRICAL,MEDIUM,COMPLETED,2806.55,9610.75,2024-06-15,6
WO-Z4TP5PS9ZBGF,CA-NC-00000043,,2024-06-23,ROOFING,EMERGENCY,COMPLETED,5387.2,2837.43,2024-07-03,10
WO-KZ9THJ69TL04,CA-NC-00000043,,2024-06-26,LANDSCAPING,MEDIUM,COMPLETED,273.25,10407.93,2024-07-15,19
WO-ZVQKYK3NNTRJ,CA-NC-00000043,,2024-06-02,LANDSCAPING,MEDIUM,COMPLETED,8322.84,9196.81,2024-06-09,7
WO-PMLIRFI2J0ED,CA-NC-00000043,,2024-07-05,LANDSCAPING,HIGH,COMPLETED,200.04,10283.74,2024-07-09,4
WO-XQ20WMS1495U,CA-NC-00000043,,2024-07-09,ELECTRICAL,LOW,DEFERRED,14721.61,,,29
WO-9ES6U74E0335,CA-NC-00000043,,2024-08-24,ELEVATOR,HIGH,COMPLETED,7080.54,5184.34,2024-09-04,11
WO-VO7RI0EI9GG2,CA-NC-00000043,,2024-10-09,GENERAL,HIGH,COMPLETED,11092.96,11246.96,2024-10-30,21
WO-U38VSYCIFDEW,CA-NC-00000043,,2024-10-25,STRUCTURAL,HIGH,COMPLETED,8163.62,2609.49,2024-11-11,17
WO-VG0D5UE8PNN5,CA-NC-00000043,,2024-10-03,ROOFING,MEDIUM,COMPLETED,12021.3,6390.76,2024-10-13,10
WO-O2VI1DGB4VD8,CA-NC-00000043,,2024-12-17,LANDSCAPING,LOW,COMPLETED,6812.6,4952.32,2024-12-25,8
WO-9U1EK42OIK4I,CA-NC-00000043,,2025-02-12,HVAC,HIGH,OPEN,14626.77,,,48
WO-5XACYBLA8Y4P,CA-NC-00000043,,2025-02-27,PLUMBING,LOW,DEFERRED,13384.4,,,42
WO-PYD4ZJACPCT1,CA-NC-00000043,,2025-03-28,LANDSCAPING,LOW,COMPLETED,9358.37,9611.87,2025-04-18,21
WO-9UK5RY1IRMBH,CA-NC-00000043,,2025-04-15,PLUMBING,LOW,COMPLETED,10252.16,2292.1,2025-04-18,3
WO-ZGANTWV06B7B,CA-NC-00000043,,2025-05-11,ELECTRICAL,LOW,COMPLETED,2322.56,5630.18,2025-05-21,10
WO-VOY50D7QHYW7,CA-NC-00000043,,2025-05-20,LANDSCAPING,LOW,COMPLETED,9956.78,1127.16,2025-05-22,2
WO-V62DAMQEW7L3,CA-NC-00000043,,2025-05-10,PLUMBING,EMERGENCY,COMPLETED,6389.27,2657.4,2025-05-29,19
WO-GP3P46XHODAZ,CA-NC-00000043,,2025-06-21,STRUCTURAL,MEDIUM,COMPLETED,1111.76,5965.8,2025-07-09,18
WO-CFP22J9CG6I2,CA-NC-00000043,,2025-06-05,STRUCTURAL,HIGH,COMPLETED,4149.25,2342.1,2025-06-17,12
WO-DBYZ9WZMN8T5,CA-FL-00000044,,2024-01-16,LANDSCAPING,MEDIUM,COMPLETED,3123.2,10755.37,2024-01-18,2
WO-RJEPUGBRFVO8,CA-FL-00000044,,2024-01-14,GENERAL,HIGH,DEFERRED,6209.85,,,26
WO-WREGJTJ544E4,CA-FL-00000044,,2024-01-17,GENERAL,LOW,COMPLETED,917.77,9458.83,2024-01-29,12
WO-BJ49QLJDJVKD,CA-FL-00000044,,2024-01-23,PLUMBING,LOW,COMPLETED,3954.51,5839.31,2024-01-25,2
WO-6OU569LRVVCX,CA-FL-00000044,,2024-01-14,PLUMBING,MEDIUM,COMPLETED,12690.0,1652.65,2024-01-31,17
WO-P4WROW3UW9GB,CA-FL-00000044,,2024-01-10,PLUMBING,HIGH,OPEN,951.64,,,63
WO-ZN0Y12SD5AWF,CA-FL-00000044,,2024-02-09,GENERAL,LOW,OPEN,3731.56,,,87
WO-1FDO48JETF1B,CA-FL-00000044,,2024-02-25,GENERAL,LOW,DEFERRED,9120.91,,,39
WO-2V2271BEE4YW,CA-FL-00000044,,2024-02-26,LANDSCAPING,MEDIUM,DEFERRED,2987.35,,,67
WO-X1KXLFBOQH5P,CA-FL-00000044,,2024-02-02,HVAC,HIGH,COMPLETED,1498.48,10361.04,2024-02-06,4
WO-1RTYB056AAZO,CA-FL-00000044,,2024-02-10,ELEVATOR,MEDIUM,DEFERRED,3883.86,,,45
WO-LNG4Q9KGIC7R,CA-FL-00000044,,2024-02-07,ROOFING,LOW,DEFERRED,13356.63,,,54
WO-OV1AWGSC6TXQ,CA-FL-00000044,,2024-02-13,GENERAL,MEDIUM,DEFERRED,8247.97,,,42
WO-E1HTMZLKXW2B,CA-FL-00000044,,2024-02-15,ELECTRICAL,LOW,COMPLETED,12007.5,10453.95,2024-02-29,14
WO-7QT0LTIDMXPI,CA-FL-00000044,,2024-03-27,GENERAL,LOW,COMPLETED,14341.7,8620.63,2024-04-04,8
WO-6B4TJQ13AN4W,CA-FL-00000044,,2024-03-09,ELECTRICAL,MEDIUM,COMPLETED,4150.73,10477.08,2024-03-12,3
WO-IPOMD9GWYF6L,CA-FL-00000044,,2024-03-06,HVAC,MEDIUM,COMPLETED,9796.49,6142.78,2024-03-26,20
WO-83ETLXVITQDO,CA-FL-00000044,,2024-03-11,PLUMBING,LOW,COMPLETED,14802.44,5807.52,2024-03-17,6
WO-TII9SIRR2CDL,CA-FL-00000044,,2024-03-08,HVAC,HIGH,COMPLETED,13042.26,853.0,2024-03-23,15
WO-4NTE6JPNQ78H,CA-FL-00000044,,2024-04-11,STRUCTURAL,MEDIUM,OPEN,298.29,,,24
WO-ZKKIWS0CE9OL,CA-FL-00000044,,2024-04-04,GENERAL,MEDIUM,COMPLETED,14692.87,1372.27,2024-04-08,4
WO-I1UULA4NOJ0U,CA-FL-00000044,,2024-04-13,ROOFING,MEDIUM,COMPLETED,5653.7,1370.02,2024-04-18,5
WO-5MFEE6IHF9EP,CA-FL-00000044,,2024-04-22,LANDSCAPING,MEDIUM,DEFERRED,2298.52,,,24
WO-2R8PA0386J38,CA-FL-00000044,,2024-04-28,LANDSCAPING,HIGH,DEFERRED,1281.38,,,17
WO-CEFF2YWJNHBC,CA-FL-00000044,,2024-05-26,ELECTRICAL,MEDIUM,COMPLETED,4485.3,3691.74,2024-06-03,8
WO-M93BC7C5KYWO,CA-FL-00000044,,2024-06-19,PLUMBING,LOW,COMPLETED,3792.06,816.56,2024-07-08,19
WO-YBR8JC4E6LK8,CA-FL-00000044,,2024-06-04,ROOFING,MEDIUM,OPEN,2647.88,,,62
WO-CYNKD5WISQOT,CA-FL-00000044,,2024-07-14,LANDSCAPING,MEDIUM,COMPLETED,5855.27,1879.68,2024-07-18,4
WO-SJQ7RUAAZPFM,CA-FL-00000044,,2024-07-07,STRUCTURAL,MEDIUM,COMPLETED,10358.16,2367.78,2024-07-28,21
WO-ZVH3CTMTA2KB,CA-FL-00000044,,2024-07-14,LANDSCAPING,MEDIUM,DEFERRED,8792.16,,,82
WO-U74GP6CVSNX4,CA-FL-00000044,,2024-08-05,STRUCTURAL,LOW,OPEN,14062.85,,,11
WO-TSF25YCXNH80,CA-FL-00000044,,2024-08-11,ELEVATOR,HIGH,OPEN,6048.24,,,92
WO-BJEOQ64K0A2X,CA-FL-00000044,,2024-08-03,GENERAL,LOW,DEFERRED,11723.73,,,104
WO-JPBFGASZRT3O,CA-FL-00000044,,2024-08-21,ROOFING,MEDIUM,COMPLETED,1264.43,7401.98,2024-08-29,8
WO-XO6SQY3T9519,CA-FL-00000044,,2024-08-16,GENERAL,HIGH,COMPLETED,5159.61,11367.38,2024-08-23,7
WO-69GM5R857P7D,CA-FL-00000044,,2024-09-23,PLUMBING,HIGH,COMPLETED,4317.48,2904.55,2024-09-26,3
WO-B929FPXO1Z3C,CA-FL-00000044,,2024-09-16,LANDSCAPING,LOW,OPEN,13814.71,,,76
WO-3PLXCLAVVPVO,CA-FL-00000044,,2024-09-06,PLUMBING,EMERGENCY,COMPLETED,12962.36,6030.56,2024-09-27,21
WO-TBR9BPS6U9LX,CA-FL-00000044,,2024-10-09,PLUMBING,MEDIUM,COMPLETED,12419.48,662.62,2024-10-15,6
WO-GDIJ0F5GWMVQ,CA-FL-00000044,,2024-10-22,ELEVATOR,MEDIUM,OPEN,2698.2,,,59
WO-846M9YFJDZ19,CA-FL-00000044,,2024-10-04,PLUMBING,LOW,COMPLETED,10646.26,11758.35,2024-10-20,16
WO-N3S4K01YJUSO,CA-FL-00000044,,2024-11-05,HVAC,LOW,OPEN,10423.46,,,13
WO-7XMF40KDDOC3,CA-FL-00000044,,2024-11-20,GENERAL,LOW,COMPLETED,1443.15,7756.38,2024-11-21,1
WO-6OMUC3VO7ULM,CA-FL-00000044,,2024-12-07,HVAC,LOW,OPEN,10909.26,,,49
WO-TWIAORF7PVKZ,CA-FL-00000044,,2024-12-15,LANDSCAPING,MEDIUM,OPEN,8679.73,,,39
WO-D6C8J7IETSTX,CA-FL-00000044,,2024-12-17,ELEVATOR,HIGH,OPEN,4594.67,,,21
