caid,legal_name,association_type,state,city,zip,registration_date,status,total_units,year_built,building_count,coastal_flag
CA-TX-00000216,Herrera Towers Community Association,PUD,TX,Brookhaven,90120,2023-10-17,ACTIVE,76,1995.0,1,False
CA-GA-00000217,Castillo Pointe Condominium Association,HOA,GA,Brookhaven,64321,2023-05-16,ACTIVE,26,1968.0,1,False
CA-CA-00000218,Underwood Park Community Association,HOA,CA,Palmetto,35485,2022-08-18,ACTIVE,37,2022.0,1,False
CA-FL-00000219,Whitfield Community HOA,CONDO,FL,Harbor Springs,60328,2023-09-17,ACTIVE,31,1997.0,6,True
CA-FL-00000220,Pruitt Park Owners Association,HOA,FL,Maplewood,41979,2023-10-02,ACTIVE,47,1967.0,1,True
CA-NV-00000221,Everett Commons HOA,CONDO,NV,Cypress Grove,10726,2023-11-15,ACTIVE,225,2007.0,5,False
CA-VA-00000222,Delgado Estates HOA,HOA,VA,Eagle Point,65724,2023-08-26,ACTIVE,12,1996.0,1,False
CA-AZ-00000223,Herrera Towers Community Association,HOA,AZ,Riverton,77889,2022-08-19,ACTIVE,72,2004.0,1,False
CA-GA-00000224,Ortega Villas Community Association,MIXED,GA,Lakeside,83060,2022-11-09,ACTIVE,14,1982.0,4,False
CA-GA-00000225,Herrera Towers HOA,HOA,GA,Westhaven,25906,2022-06-10,ACTIVE,32,1965.0,1,False
CA-CO-00000226,Ortega Pointe HOA,HOA,CO,Riverton,70901,2023-06-02,ACTIVE,95,2022.0,1,False
CA-CO-00000227,Vasquez Villas Owners Association,HOA,CO,Stonebridge,83259,2023-06-19,ACTIVE,46,2017.0,1,False
CA-GA-00000228,Trujillo Villas Owners Association,CONDO,GA,Crestwood,68008,2023-10-09,ACTIVE,21,2023.0,1,False
CA-TX-00000229,Trujillo Community Owners Association,CONDO,TX,Westhaven,76162,2022-08-28,ACTIVE,27,1999.0,4,False
CA-CA-00000230,Navarro Ridge Owners Association,CONDO,CA,Westhaven,81810,2023-03-25,ACTIVE,71,1985.0,6,False
CA-FL-00000231,Ortega Community Owners Association,HOA,FL,Riverton,72216,2022-09-03,ACTIVE,26,1984.0,1,False
CA-TX-00000232,Ortega Villas HOA,HOA,TX,Summerfield,42406,2023-09-02,ACTIVE,52,1965.0,1,True
CA-TX-00000233,Underwood Villas Condominium Association,HOA,TX,Summerfield,78327,2022-04-26,ACTIVE,46,2005.0,1,False
CA-AZ-00000234,Pruitt Commons Owners Association,CONDO,AZ,Cypress Grove,41358,2022-09-27,ACTIVE,28,1988.0,3,False
CA-AZ-00000235,Ibarra Park HOA,HOA,AZ,Brookhaven,20155,2023-07-17,ACTIVE,200,1987.0,1,False
CA-CA-00000236,Whitfield Commons Condominium Association,PUD,CA,Summerfield,40735,2023-01-29,ACTIVE,69,1999.0,1,True
CA-CA-00000237,Ibarra Park Condominium Association,PUD,CA,Crestwood,51904,2023-01-03,ACTIVE,10,1990.0,1,True
CA-TX-00000238,Ramsey Estates HOA,CONDO,TX,Fairview,28136,2022-08-17,ACTIVE,50,1983.0,6,False
CA-CA-00000239,Everett Park Condominium Association,CONDO,CA,Oakdale,60205,2022-02-22,ACTIVE,28,2016.0,3,False
CA-CA-00000240,Whitfield Ridge Community Association,CONDO,CA,Riverton,38043,2022-06-03,ACTIVE,81,2012.0,5,True
CA-CO-00000241,Castillo Place HOA,PUD,CO,Maplewood,63424,2023-08-13,ACTIVE,25,1981.0,1,False
CA-IL-00000242,Kowalski Commons Owners Association,CONDO,IL,Stonebridge,71069,2022-09-18,ACTIVE,41,1999.0,1,True
CA-FL-00000243,Navarro Towers Community Association,HOA,FL,Lakeside,37110,2022-08-15,ACTIVE,63,2008.0,1,False
CA-IL-00000244,Navarro Villas HOA,CONDO,IL,Maplewood,86556,2023-07-10,ACTIVE,81,2005.0,3,False
CA-CA-00000245,Whitfield Park Owners Association,HOA,CA,Lakeside,85456,2023-09-25,ACTIVE,19,1995.0,1,True
CA-CA-00000246,Mendez Gardens Condominium Association,CONDO,CA,Brookhaven,10772,2022-05-16,ACTIVE,35,1970.0,2,False
CA-CA-00000247,Lozano Commons HOA,HOA,CA,Summerfield,61116,2022-03-14,ACTIVE,32,1992.0,1,False
CA-WA-00000248,Navarro Villas HOA,HOA,WA,Stonebridge,81582,2022-06-01,ACTIVE,28,1980.0,1,False
CA-FL-00000249,Trujillo Towers Community Association,HOA,FL,Oakdale,73993,2022-03-17,ACTIVE,153,1988.0,1,False
CA-TX-00000250,Herrera Pointe HOA,HOA,TX,Summerfield,67125,2022-01-13,ACTIVE,59,1994.0,1,False
CA-FL-00000251,Pruitt Ridge Condominium Association,HOA,FL,Lakeside,60968,2022-04-23,ACTIVE,18,1985.0,1,True
CA-TX-00000252,Kowalski Estates Community Association,HOA,TX,Cypress Grove,99016,2023-02-10,ACTIVE,84,2011.0,1,False
CA-FL-00000253,Mendez Gardens Community Association,HOA,FL,Harbor Springs,31632,2022-05-06,ACTIVE,197,1981.0,1,False
CA-AZ-00000254,Ortega Ridge HOA,HOA,AZ,Riverton,91560,2023-04-21,ACTIVE,92,2006.0,1,False
CA-CA-00000255,Ramsey Park HOA,HOA,CA,Lakeside,61645,2022-04-25,ACTIVE,15,2002.0,1,False
CA-FL-00000256,Santos Park Condominium Association,CONDO,FL,Palmetto,96900,2022-09-23,ACTIVE,31,2020.0,1,True
CA-VA-00000257,Alvarez Park HOA,CONDO,VA,Fairview,94246,2023-04-04,ACTIVE,108,1981.0,2,True
CA-NY-00000258,Navarro Gardens Condominium Association,CONDO,NY,Riverton,70515,2023-10-03,ACTIVE,27,1999.0,5,False
CA-TX-00000259,Fuentes Place HOA,HOA,TX,Lakeside,44099,2023-07-17,ACTIVE,60,2005.0,1,False
CA-OH-00000260,Mendez Gardens Condominium Association,CONDO,OH,Crestwood,37742,2023-01-07,ACTIVE,76,2019.0,2,False
CA-IL-00000261,Ortega Villas HOA,CONDO,IL,Crestwood,54236,2022-10-16,ACTIVE,23,1998.0,5,False
CA-VA-00000262,Mendez Villas Community Association,CONDO,VA,Summerfield,65255,2022-02-20,ACTIVE,42,,6,False
CA-NC-00000263,Ibarra Pointe Owners Association,PUD,NC,Westhaven,20735,2023-02-15,ACTIVE,10,2006.0,1,True
CA-CA-00000264,Pruitt Community HOA,CONDO,CA,Lakeside,80702,2022-03-01,ACTIVE,21,2007.0,4,False
CA-FL-00000265,Brooks Estates Owners Association,PUD,FL,Crestwood,39389,2023-06-23,ACTIVE,37,1994.0,1,True
CA-WA-00000266,Underwood Estates HOA,PUD,WA,Fairview,95426,2022-10-23,ACTIVE,18,1971.0,1,True
CA-NV-00000267,Brooks Park HOA,CONDO,NV,Eagle Point,14067,2023-07-20,ACTIVE,140,,5,False
CA-CA-00000268,Herrera Estates Community Association,CONDO,CA,Oakdale,12671,2023-09-21,ACTIVE,16,1970.0,2,False
CA-TX-00000269,Trujillo Estates Condominium Association,CONDO,TX,Riverton,41266,2023-09-23,ACTIVE,32,1970.0,5,True
CA-GA-00000270,Everett Commons Community Association,CONDO,GA,Brookhaven,97747,2023-04-24,ACTIVE,48,1991.0,1,False
CA-CO-00000271,Delgado Gardens Owners Association,HOA,CO,Palmetto,38569,2022-02-10,ACTIVE,122,1972.0,1,False
CA-FL-00000272,Ortega Pointe Condominium Association,CONDO,FL,Harbor Springs,43586,2022-06-20,ACTIVE,16,,5,True
CA-AZ-00000273,Lozano Commons HOA,CONDO,AZ,Riverton,89415,2023-03-31,ACTIVE,100,1981.0,4,False
CA-NV-00000274,Trujillo Ridge Community Association,HOA,NV,Harbor Springs,25012,2022-11-23,ACTIVE,45,2015.0,1,False
CA-GA-00000275,Fuentes Community HOA,HOA,GA,Summerfield,24168,2022-10-21,ACTIVE,22,1982.0,1,True
CA-AZ-00000276,Santos Place Condominium Association,CONDO,AZ,Lakeside,50888,2023-02-21,ACTIVE,61,2006.0,1,False
CA-CA-00000277,Santos Villas Owners Association,HOA,CA,Cypress Grove,59192,2022-09-11,ACTIVE,51,1984.0,1,True
CA-VA-00000278,Mendez Community Owners Association,CONDO,VA,Harbor Springs,35995,2022-01-19,ACTIVE,29,1962.0,6,False
CA-NC-00000279,Castillo Place Owners Association,HOA,NC,Palmetto,92213,2023-06-15,ACTIVE,46,1964.0,1,False
CA-TX-00000280,Herrera Pointe HOA,CONDO,TX,Fairview,49529,2023-03-08,ACTIVE,34,2016.0,6,False
CA-OH-00000281,Vasquez Towers Condominium Association,CONDO,OH,Palmetto,25866,2023-03-16,ACTIVE,48,1996.0,1,False
CA-CO-00000282,Santos Community Community Association,CONDO,CO,Eagle Point,15383,2022-11-25,ACTIVE,71,,4,True
CA-CO-00000283,Lozano Commons Condominium Association,HOA,CO,Stonebridge,66148,2023-01-07,ACTIVE,135,2015.0,1,False
CA-CA-00000284,Vasquez Community Condominium Association,PUD,CA,Crestwood,19038,2023-04-18,ACTIVE,18,1982.0,1,False
CA-NY-00000285,Quintero Pointe Owners Association,MIXED,NY,Cypress Grove,54725,2023-09-05,ACTIVE,198,2016.0,5,False
CA-TX-00000286,Alvarez Park Condominium Association,HOA,TX,Westhaven,65057,2022-05-22,ACTIVE,11,1989.0,1,False
CA-IL-00000287,Pruitt Community Owners Association,HOA,IL,Fairview,66822,2023-12-01,ACTIVE,40,1973.0,1,True
CA-IL-00000288,Lozano Park HOA,HOA,IL,Cypress Grove,70258,2023-07-10,ACTIVE,67,2004.0,1,False
CA-VA-00000289,Whitfield Villas HOA,HOA,VA,Riverton,67080,2022-07-03,ACTIVE,54,2023.0,1,True
CA-FL-00000290,Fuentes Pointe Owners Association,CONDO,FL,Harbor Springs,78386,2023-01-14,ACTIVE,28,1978.0,4,True
CA-VA-00000291,Underwood Ridge HOA,CONDO,VA,Summerfield,90728,2023-06-26,ACTIVE,38,1988.0,1,True
CA-FL-00000292,Ramsey Park Owners Association,HOA,FL,Eagle Point,73372,2023-08-02,ACTIVE,31,1997.0,1,True
CA-FL-00000293,Ortega Villas Condominium Association,CONDO,FL,Maplewood,87656,2022-12-03,ACTIVE,29,1999.0,4,True
CA-AZ-00000294,Ibarra Place Condominium Association,CONDO,AZ,Crestwood,42177,2023-08-28,ACTIVE,81,1985.0,4,True
CA-FL-00000295,Castillo Commons Owners Association,CONDO,FL,Summerfield,69087,2022-02-25,ACTIVE,57,1961.0,6,False
CA-FL-00000296,Herrera Park Condominium Association,CONDO,FL,Eagle Point,70910,2023-08-30,ACTIVE,27,2016.0,3,True
CA-FL-00000297,Santos Commons Community Association,PUD,FL,Palmetto,97580,2023-06-09,ACTIVE,83,1978.0,1,True
CA-TX-00000298,Mendez Gardens Owners Association,PUD,TX,Crestwood,13761,2022-07-10,ACTIVE,55,1994.0,1,False
CA-TX-00000299,Pruitt Place Condominium Association,CONDO,TX,Westhaven,52600,2022-02-25,ACTIVE,78,1968.0,5,True
CA-IL-00000300,Fuentes Ridge Owners Association,MIXED,IL,Brookhaven,37802,2022-10-31,ACTIVE,69,2005.0,3,False
