delinquency_id,caid,snapshot_date,unit_id,days_delinquent,amount_owed,aging_bucket,lien_filed,attorney_referred
DL-W1FKHRK5NGZIE2SI,CA-CA-00000048,2025-03-01,U-OXC0VVKLQ0XJ,30,183.33,DAYS_1_30,False,False
DL-RZPU4KDS0HS9ARNH,CA-CA-00000048,2025-03-01,U-W8ZW7NHPGJX1,120,733.32,DAYS_91_120,True,True
DL-DVBLUINQTZ0DCAP3,CA-CA-00000048,2025-03-01,U-3KJDYVY96QZU,90,549.99,DAYS_61_90,True,False
DL-CW2P1U3D0XGCXYP6,CA-CA-00000048,2025-03-01,U-X3LNC304NWF2,60,366.66,DAYS_31_60,False,False
DL-9KGXAXEGT6H0B6GZ,CA-CA-00000048,2025-03-01,U-CAEELSX52GWA,30,183.33,DAYS_1_30,False,False
DL-01AT7CYLB7SJI2QS,CA-CA-00000048,2025-04-01,U-GX49JMZ43D3Z,30,183.33,DAYS_1_30,False,False
DL-HG95RZU16YMC6H3T,CA-CA-00000048,2025-04-01,U-7ZUL867WC8RV,60,366.66,DAYS_31_60,False,False
DL-GYX21ODE836ZF7JL,CA-CA-00000048,2025-04-01,U-4JS6NLM4GL51,30,183.33,DAYS_1_30,False,False
DL-CZMMJKCCQ3PAJURH,CA-CA-00000048,2025-04-01,U-9NPTPR2PRYVF,90,549.99,DAYS_61_90,True,False
DL-87YW2DDK8VL09Z95,CA-CA-00000048,2025-04-01,U-YW1V49TDYF12,60,366.66,DAYS_31_60,False,False
DL-OGJOT0KPST01WG4S,CA-CA-00000048,2025-04-01,U-CZLXOZV4W5NU,90,549.99,DAYS_61_90,True,False
DL-PX1D5BKHL63A0RSI,CA-CA-00000048,2025-04-01,U-QVB3LTIJARTA,30,183.33,DAYS_1_30,False,False
DL-70NFUMM9ZY3MF8F0,CA-CA-00000048,2025-04-01,U-6EW7LRKHT1TG,90,549.99,DAYS_61_90,True,False
DL-7ULTMKIGP2VFDGSH,CA-CA-00000048,2025-04-01,U-YS1DUAFA0XRJ,180,1099.98,DAYS_OVER_120,True,True
DL-UFVGMOFFBH2SO4IO,CA-CA-00000048,2025-04-01,U-HXCK1FFINXB0,90,549.99,DAYS_61_90,True,False
DL-J1OIGMLVYNXCD41H,CA-CA-00000048,2025-04-01,U-OG996JLULYM7,150,916.65,DAYS_OVER_120,True,True
DL-YHTHX7UF9XI2Y9ME,CA-CA-00000048,2025-04-01,U-C9ASZ5G46TZM,30,183.33,DAYS_1_30,False,False
DL-XG06GSJV8R7G8W6Z,CA-CA-00000048,2025-04-01,U-Y5F2T271B5O7,90,549.99,DAYS_61_90,True,False
DL-2AJH7UA9XISP4KN7,CA-CA-00000048,2025-04-01,U-K1I19VLYS86Y,90,549.99,DAYS_61_90,True,False
DL-2PCH8Q0ML7ZK0WV2,CA-CA-00000048,2025-04-01,U-Z6R222H1D2OW,30,183.33,DAYS_1_30,False,False
DL-FGCSC2DH00B39PR9,CA-CA-00000048,2025-04-01,U-UINJESPS8Q18,30,183.33,DAYS_1_30,False,False
DL-592RQS1TCSTXM512,CA-CA-00000048,2025-04-01,U-CAEELSX52GWA,60,366.66,DAYS_31_60,False,False
DL-1M3ZTFL9DMSGFYOB,CA-CA-00000048,2025-05-01,U-D5KGF39WF58Y,30,183.33,DAYS_1_30,False,False
DL-RY13P3PNPSWA3V6S,CA-CA-00000048,2025-05-01,U-GX49JMZ43D3Z,60,366.66,DAYS_31_60,False,False
DL-PGV906M3KCFIXQ3Q,CA-CA-00000048,2025-05-01,U-50F1DEU3DB8A,30,183.33,DAYS_1_30,False,False
DL-L54NP5BFWCUY48ON,CA-CA-00000048,2025-05-01,U-O0N85J0DK90W,30,183.33,DAYS_1_30,False,False
DL-OA1YKPWYHZUFR89O,CA-CA-00000048,2025-05-01,U-4C3IYX95OJW9,30,183.33,DAYS_1_30,False,False
DL-VFFPCSLIVEF9BTIT,CA-CA-00000048,2025-05-01,U-9NPTPR2PRYVF,120,733.32,DAYS_91_120,True,True
DL-5KRL3IKDZFOUHWAP,CA-CA-00000048,2025-05-01,U-YW1V49TDYF12,90,549.99,DAYS_61_90,True,False
DL-ALJOATB2HXOJZAJW,CA-CA-00000048,2025-05-01,U-QVB3LTIJARTA,60,366.66,DAYS_31_60,False,False
DL-EPC8O2WXVPM0ELHJ,CA-CA-00000048,2025-05-01,U-LGNFTC46ELJC,30,183.33,DAYS_1_30,False,False
DL-X32TJEAEN66ODT15,CA-CA-00000048,2025-05-01,U-Q3XN0QRSPPOB,30,183.33,DAYS_1_30,False,False
DL-26CX5DXDFW481SMX,CA-CA-00000048,2025-05-01,U-UTJ0W6M0JTQU,30,183.33,DAYS_1_30,False,False
DL-HOV0SARXR7HKZDR6,CA-CA-00000048,2025-05-01,U-HXCK1FFINXB0,120,733.32,DAYS_91_120,True,True
DL-G5O2AHS1FPM4DZC7,CA-CA-00000048,2025-05-01,U-OG996JLULYM7,180,1099.98,DAYS_OVER_120,True,True
DL-MD8BRH9U42QL5WYR,CA-CA-00000048,2025-05-01,U-C9ASZ5G46TZM,60,366.66,DAYS_31_60,False,False
DL-RYDYPQXRX1Z919V9,CA-CA-00000048,2025-05-01,U-Y5F2T271B5O7,120,733.32,DAYS_91_120,True,True
DL-L1HDUVGMIHPT65Q9,CA-CA-00000048,2025-05-01,U-K1I19VLYS86Y,120,733.32,DAYS_91_120,True,True
DL-S28KHHMBLG4SV3X2,CA-CA-00000048,2025-05-01,U-QUD130IYMN8X,30,183.33,DAYS_1_30,False,False
DL-U4NHF1490K0AGFD1,CA-CA-00000048,2025-05-01,U-OXC0VVKLQ0XJ,30,183.33,DAYS_1_30,False,False
DL-STO6IG0OOYIWEB3U,CA-CA-00000048,2025-05-01,U-CDCOWDXCJ19S,30,183.33,DAYS_1_30,False,False
DL-SYJ8WRG4JB2C3I0W,CA-CA-00000048,2025-05-01,U-3KJDYVY96QZU,30,183.33,DAYS_1_30,False,False
DL-1GF7YXJ8WJ20VTWQ,CA-CA-00000048,2025-05-01,U-CAEELSX52GWA,90,549.99,DAYS_61_90,True,False
DL-96FIG503OOJ8WKOZ,CA-CA-00000048,2025-05-01,U-Z7RY21G6YRGC,30,183.33,DAYS_1_30,False,False
DL-EZJN7ZKCWZLC1LV7,CA-CA-00000048,2025-05-01,U-TAU731QX4Q7X,30,183.33,DAYS_1_30,False,False
DL-MGTUACR47RW7PCBV,CA-CA-00000048,2025-06-01,U-50F1DEU3DB8A,60,366.66,DAYS_31_60,False,False
DL-DKSE8B7F91C67684,CA-CA-00000048,2025-06-01,U-O0N85J0DK90W,60,366.66,DAYS_31_60,False,False
DL-IDU4TV1PC790GKDK,CA-CA-00000048,2025-06-01,U-9NPTPR2PRYVF,150,916.65,DAYS_OVER_120,True,True
DL-ZX3PUJ7VIORNPXPT,CA-CA-00000048,2025-06-01,U-YW1V49TDYF12,120,733.32,DAYS_91_120,True,True
DL-BFZ9I77K1P58T2E6,CA-CA-00000048,2025-06-01,U-3WG5M296NJWU,30,183.33,DAYS_1_30,False,False
DL-ZDE1K8FTG282SQ6V,CA-CA-00000048,2025-06-01,U-E9WY5WDA03DA,30,183.33,DAYS_1_30,False,False
DL-0GGCY5BJW9OGIYMU,CA-CA-00000048,2025-06-01,U-PV4H1RZF1U6V,30,183.33,DAYS_1_30,False,False
DL-2OJ0ZCBFXEXR35H2,CA-CA-00000048,2025-06-01,U-UTJ0W6M0JTQU,60,366.66,DAYS_31_60,False,False
DL-TPY9H7OH5S4DEA8J,CA-CA-00000048,2025-06-01,U-R8DWPZKG84YN,30,183.33,DAYS_1_30,False,False
DL-878CP06B11ASW5MS,CA-CA-00000048,2025-06-01,U-RTQ0BXWOET37,30,183.33,DAYS_1_30,False,False
DL-G7OS3HX0D0D6BM8G,CA-CA-00000048,2025-06-01,U-VB6DBDO4VLML,30,183.33,DAYS_1_30,False,False
DL-D73IAF1XQWH2U6FW,CA-CA-00000048,2025-06-01,U-05XF36L3EXTS,30,183.33,DAYS_1_30,False,False
DL-YGSVSMFYGR0M1CZO,CA-CA-00000048,2025-06-01,U-OG996JLULYM7,210,1283.31,DAYS_OVER_120,True,True
DL-BSATGIVW6UTW3YW9,CA-CA-00000048,2025-06-01,U-C9ASZ5G46TZM,90,549.99,DAYS_61_90,True,False
DL-QUX1PY603ICP3NJG,CA-CA-00000048,2025-06-01,U-Y5F2T271B5O7,150,916.65,DAYS_OVER_120,True,True
DL-D8ESSNZF3BLL90EH,CA-CA-00000048,2025-06-01,U-UINJESPS8Q18,30,183.33,DAYS_1_30,False,False
DL-0MX9WQKUNTKFIDLW,CA-CA-00000048,2025-06-01,U-QUD130IYMN8X,60,366.66,DAYS_31_60,False,False
DL-0QJSFVWYDFSJ8K8C,CA-CA-00000048,2025-06-01,U-OXC0VVKLQ0XJ,60,366.66,DAYS_31_60,False,False
DL-AQ6ZTSH7CN0P5JRY,CA-CA-00000048,2025-06-01,U-CDCOWDXCJ19S,60,366.66,DAYS_31_60,False,False
DL-CA6Q2KX5Y1A1HV71,CA-CA-00000048,2025-06-01,U-W8ZW7NHPGJX1,30,183.33,DAYS_1_30,False,False
DL-TLL5YRDJ6F6JCH2P,CA-CA-00000048,2025-06-01,U-3KJDYVY96QZU,60,366.66,DAYS_31_60,False,False
DL-AUDT3D7VZVENWFPI,CA-CA-00000048,2025-06-01,U-2ML0LRK4T0RD,30,183.33,DAYS_1_30,False,False
DL-RSF4Y6MI25Q3E5YH,CA-CA-00000048,2025-06-01,U-Z7RY21G6YRGC,60,366.66,DAYS_31_60,False,False
DL-4BL90DOWDMQV9YLB,CA-CA-00000048,2025-06-01,U-TAU731QX4Q7X,60,366.66,DAYS_31_60,False,False
DL-G086L905WPN5TR35,CA-NC-00000049,2024-05-01,U-MCKUM88BW69Z,30,470.68,DAYS_1_30,False,False
DL-Z74S3TJPISCXIT4U,CA-NC-00000049,2024-06-01,U-X33EIC2CKXX2,30,470.68,DAYS_1_30,False,False
DL-VPG77EBJOFMD0J9P,CA-NC-00000049,2024-06-01,U-MCKUM88BW69Z,60,941.36,DAYS_31_60,False,False
DL-I048JBUOK8PIWGD8,CA-NC-00000049,2024-07-01,U-X33EIC2CKXX2,60,941.36,DAYS_31_60,False,False
DL-D6NVYQV1WUG9E92P,CA-NC-00000049,2024-07-01,U-MCKUM88BW69Z,90,1412.04,DAYS_61_90,True,False
DL-VICWLDBWRSM6C4GB,CA-NC-00000049,2024-08-01,U-X33EIC2CKXX2,90,1412.04,DAYS_61_90,True,False
DL-M407CEQFNJBAFAMS,CA-NC-00000049,2024-08-01,U-AHIAPJY1ZB62,30,470.68,DAYS_1_30,False,False
DL-P7NEQSFTU1A3OHR6,CA-NC-00000049,2024-09-01,U-X33EIC2CKXX2,120,1882.72,DAYS_91_120,True,True
DL-XDUNT6032LAEH12R,CA-NC-00000049,2024-09-01,U-14TZP0D99VRS,30,470.68,DAYS_1_30,False,False
DL-68QMVEXA5PDK4REN,CA-NC-00000049,2024-09-01,U-X213Y2EU0ESQ,30,470.68,DAYS_1_30,False,False
DL-CJ0E43OGYPHID3L0,CA-NC-00000049,2024-10-01,U-X33EIC2CKXX2,150,2353.4,DAYS_OVER_120,True,True
DL-8S7H98YED40YF4D8,CA-NC-00000049,2024-10-01,U-2IXW2LYNHX2O,30,470.68,DAYS_1_30,False,False
DL-D2WX7YKLC2AU4X4Q,CA-NC-00000049,2024-10-01,U-X213Y2EU0ESQ,60,941.36,DAYS_31_60,False,False
DL-UDQHJRMI7EHVKTAT,CA-NC-00000049,2024-10-01,U-RHVV5AA2KOYR,30,470.68,DAYS_1_30,False,False
DL-7XMPVCWGZFQPV3BV,CA-NC-00000049,2024-10-01,U-17L2OPL6WUGO,30,470.68,DAYS_1_30,False,False
DL-2B4H14KRCAKSXLP9,CA-NC-00000049,2024-11-01,U-X213Y2EU0ESQ,90,1412.04,DAYS_61_90,True,False
DL-DCW4J4XV47LDDGFS,CA-NC-00000049,2024-11-01,U-RHVV5AA2KOYR,60,941.36,DAYS_31_60,False,False
DL-ITNENHALUX2SCK6P,CA-NC-00000049,2024-11-01,U-17L2OPL6WUGO,60,941.36,DAYS_31_60,False,False
DL-P3WAU6ULMUWZPLYE,CA-NC-00000049,2024-12-01,U-RHVV5AA2KOYR,90,1412.04,DAYS_61_90,True,False
DL-K819FXSZIE6SBM7J,CA-NC-00000049,2024-12-01,U-N9QB1JFEGH1V,30,470.68,DAYS_1_30,False,False
DL-SEOOMW506IVGD1LT,CA-NC-00000049,2024-12-01,U-17L2OPL6WUGO,90,1412.04,DAYS_61_90,True,False
DL-GUMWX8CL3NXLHGPF,CA-NC-00000049,2025-01-01,U-RHVV5AA2KOYR,120,1882.72,DAYS_91_120,True,True
DL-WSDKAU9U86SW96PS,CA-NC-00000049,2025-01-01,U-N9QB1JFEGH1V,60,941.36,DAYS_31_60,False,False
DL-DN5WE86YXMSWFAWZ,CA-NC-00000049,2025-02-01,U-B7NBQW35F5SA,30,470.68,DAYS_1_30,False,False
DL-X9BNZ2QQF60H8UY0,CA-NC-00000049,2025-02-01,U-QVVGFLK7PXDJ,30,470.68,DAYS_1_30,False,False
DL-OQMFWM7O30GK1MZR,CA-NC-00000049,2025-02-01,U-RHVV5AA2KOYR,150,2353.4,DAYS_OVER_120,True,True
DL-L0Y6SHW1LJYD5ZGT,CA-NC-00000049,2025-03-01,U-B7NBQW35F5SA,60,941.36,DAYS_31_60,False,False
DL-FBXU4OIMA6T0E7S9,CA-NC-00000049,2025-03-01,U-RHVV5AA2KOYR,180,2824.08,DAYS_OVER_120,True,True
DL-2RH2F82OLSSJN27A,CA-NC-00000049,2025-04-01,U-B7NBQW35F5SA,90,1412.04,DAYS_61_90,True,False
DL-9KL7Y609U1SZ9UVU,CA-NC-00000049,2025-04-01,U-FHZCOQ4CN4WQ,30,470.68,DAYS_1_30,False,False
DL-5XAPURYN7SX6COT5,CA-NC-00000049,2025-04-01,U-17L2OPL6WUGO,30,470.68,DAYS_1_30,False,False
DL-7FI69GTBQZ878CSZ,CA-NC-00000049,2025-05-01,U-FHZCOQ4CN4WQ,60,941.36,DAYS_31_60,False,False
DL-UCSA4YHNZ33L2IJ7,CA-NC-00000049,2025-05-01,U-17L2OPL6WUGO,60,941.36,DAYS_31_60,False,False
DL-7DQN80UNR5VEGLYN,CA-NC-00000049,2025-06-01,U-17L2OPL6WUGO,90,1412.04,DAYS_61_90,True,False
DL-E22NQE10CMC1Q0PQ,CA-FL-00000050,2024-06-01,U-HQXUZRH22QOZ,30,230.06,DAYS_1_30,False,False
DL-RPYW8TD1GLNM6YCJ,CA-FL-00000050,2024-08-01,U-9J94U9JP95F9,30,230.06,DAYS_1_30,False,False
DL-ZROSRMG23CIZ6GU9,CA-FL-00000050,2024-08-01,U-15NKJLG3OXF9,30,230.06,DAYS_1_30,False,False
DL-TA0ZRZ3DZYRI61UX,CA-FL-00000050,2024-09-01,U-9J94U9JP95F9,60,460.12,DAYS_31_60,False,False
DL-FCQGTR6YETUNR8FO,CA-FL-00000050,2024-09-01,U-15NKJLG3OXF9,60,460.12,DAYS_31_60,False,False
DL-JZ6UGUGIEAZDB5PJ,CA-FL-00000050,2024-10-01,U-U9TD57REZW32,30,230.06,DAYS_1_30,False,False
DL-5UV8UMHLZ0NJDNPQ,CA-FL-00000050,2024-10-01,U-9J94U9JP95F9,90,690.18,DAYS_61_90,True,False
DL-JHEPSQ85D6B38WXG,CA-FL-00000050,2024-11-01,U-U9TD57REZW32,60,460.12,DAYS_31_60,False,False
DL-MSQGRRIO3LTM5HK5,CA-FL-00000050,2024-12-01,U-U9TD57REZW32,90,690.18,DAYS_61_90,True,False
DL-7JJN0GBBNTVA4CJ1,CA-FL-00000050,2025-01-01,U-U9TD57REZW32,120,920.24,DAYS_91_120,True,True
DL-IY5JIC31MBOCCKCD,CA-FL-00000050,2025-01-01,U-15NKJLG3OXF9,30,230.06,DAYS_1_30,False,False
DL-IS2GRP1T39QPBHC4,CA-FL-00000050,2025-02-01,U-U9TD57REZW32,150,1150.3,DAYS_OVER_120,True,True
DL-GYHNP6RJ13SCHG7H,CA-FL-00000050,2025-03-01,U-GKSDYM2Y21IB,30,230.06,DAYS_1_30,False,False
DL-AUT78HACM0WJHLPE,CA-FL-00000050,2025-04-01,U-OYJSAZIDRCTY,30,230.06,DAYS_1_30,False,False
DL-IE876AQ7IDD5OY0W,CA-FL-00000050,2025-05-01,U-OYJSAZIDRCTY,60,460.12,DAYS_31_60,False,False
DL-0DOSTYWDBRRH8XSD,CA-FL-00000050,2025-06-01,U-OYJSAZIDRCTY,90,690.18,DAYS_61_90,True,False
DL-0F3XDXY7OR41SRUR,CA-CA-00000051,2024-01-01,U-TMD4F9HG3SD2,30,337.98,DAYS_1_30,False,False
DL-94SZPXYDIAJBLF6W,CA-CA-00000051,2024-01-01,U-0BJ05MXCPXCX,30,337.98,DAYS_1_30,False,False
DL-IMXXCAT5JJHZ4RR9,CA-CA-00000051,2024-01-01,U-OLSY7RW78IRK,30,337.98,DAYS_1_30,False,False
DL-UGQ8DCWVZE3IWRA2,CA-CA-00000051,2024-01-01,U-V1L0BZIPL3XT,30,337.98,DAYS_1_30,False,False
DL-AFMO6J26EP701BVD,CA-CA-00000051,2024-02-01,U-DY61AA0C5HDF,30,337.98,DAYS_1_30,False,False
DL-2BQ3Y6BU9Z39PR27,CA-CA-00000051,2024-02-01,U-TMD4F9HG3SD2,60,675.96,DAYS_31_60,False,False
DL-2QYQF0Q6IWZ9P0ZO,CA-CA-00000051,2024-02-01,U-T939A6SPZD1S,30,337.98,DAYS_1_30,False,False
DL-WM0L75NATGIMGZZJ,CA-CA-00000051,2024-02-01,U-DQZSATD9XQOP,30,337.98,DAYS_1_30,False,False
DL-GUB6GXO1BACBLOKR,CA-CA-00000051,2024-02-01,U-0BJ05MXCPXCX,60,675.96,DAYS_31_60,False,False
DL-EYKQWR0IGNXV7MEG,CA-CA-00000051,2024-02-01,U-V1L0BZIPL3XT,60,675.96,DAYS_31_60,False,False
DL-SGL2UD665HIG1RQA,CA-CA-00000051,2024-03-01,U-TMD4F9HG3SD2,90,1013.94,DAYS_61_90,True,False
DL-XRF5DTFOM6FAPC8O,CA-CA-00000051,2024-03-01,U-DQZSATD9XQOP,60,675.96,DAYS_31_60,False,False
DL-08N0P66OHGXKOZ0B,CA-CA-00000051,2024-03-01,U-YFTLXBWLWM5J,30,337.98,DAYS_1_30,False,False
DL-TSOYRI3BWS8NLSZ5,CA-CA-00000051,2024-03-01,U-V1L0BZIPL3XT,90,1013.94,DAYS_61_90,True,False
DL-Y8BYS3CGC8UVR7OU,CA-CA-00000051,2024-04-01,U-MY7TWY6H7TNV,30,337.98,DAYS_1_30,False,False
DL-IWLEY5B5S4Y3IQ2C,CA-CA-00000051,2024-04-01,U-WW76CW9OPR9R,30,337.98,DAYS_1_30,False,False
DL-8MLUDC1I2QOLCP99,CA-CA-00000051,2024-04-01,U-TMD4F9HG3SD2,120,1351.92,DAYS_91_120,True,True
DL-L259963TC0O73LKW,CA-CA-00000051,2024-04-01,U-MSFFRHD7MDY8,30,337.98,DAYS_1_30,False,False
DL-K6W57OL6X8B5JWV9,CA-CA-00000051,2024-04-01,U-YFTLXBWLWM5J,60,675.96,DAYS_31_60,False,False
DL-M0REIY7UQE7DX150,CA-CA-00000051,2024-05-01,U-MY7TWY6H7TNV,60,675.96,DAYS_31_60,False,False
DL-BQKM2W8DWDHRAE2V,CA-CA-00000051,2024-05-01,U-KVON3UQ1IK82,30,337.98,DAYS_1_30,False,False
DL-IAW8KZ1VFHGR4MSZ,CA-CA-00000051,2024-05-01,U-DM78UI5MGAB1,30,337.98,DAYS_1_30,False,False
DL-DB8NXGHLA2CUFXEE,CA-CA-00000051,2024-05-01,U-WW76CW9OPR9R,60,675.96,DAYS_31_60,False,False
DL-Q62RZHBFMTZ2E8VZ,CA-CA-00000051,2024-05-01,U-DY61AA0C5HDF,30,337.98,DAYS_1_30,False,False
DL-WVHQKAQQ7SOKDK0M,CA-CA-00000051,2024-05-01,U-TMD4F9HG3SD2,150,1689.9,DAYS_OVER_120,True,True
DL-UQFK1STVB6GGIMXF,CA-CA-00000051,2024-05-01,U-XRRMVCDWX9MY,30,337.98,DAYS_1_30,False,False
DL-9IUPW5I9U69EKKD0,CA-CA-00000051,2024-06-01,U-1COO004OOIIU,30,337.98,DAYS_1_30,False,False
DL-GUKATVGXTG1BF0OD,CA-CA-00000051,2024-06-01,U-KVON3UQ1IK82,60,675.96,DAYS_31_60,False,False
DL-6SO6V0KAYY0CJNED,CA-CA-00000051,2024-06-01,U-AZT8YBM71PME,30,337.98,DAYS_1_30,False,False
DL-F7DTFSQ88YZUH14M,CA-CA-00000051,2024-06-01,U-SA4UU3WV1SO2,30,337.98,DAYS_1_30,False,False
DL-P9LI28KTIXIV8FXQ,CA-CA-00000051,2024-06-01,U-DY61AA0C5HDF,60,675.96,DAYS_31_60,False,False
DL-KBC8O6HNME3V0AW2,CA-CA-00000051,2024-06-01,U-TMD4F9HG3SD2,180,2027.88,DAYS_OVER_120,True,True
DL-1NK2TNILRP3J939I,CA-CA-00000051,2024-07-01,U-1COO004OOIIU,60,675.96,DAYS_31_60,False,False
DL-COMYBUUE6W6LH22B,CA-CA-00000051,2024-07-01,U-KVON3UQ1IK82,90,1013.94,DAYS_61_90,True,False
DL-EB890IJ30TIA246W,CA-CA-00000051,2024-07-01,U-3XR9D129KZ24,30,337.98,DAYS_1_30,False,False
DL-9VTCVHTAC787UGEV,CA-CA-00000051,2024-07-01,U-HPL2ILJL8VJ6,30,337.98,DAYS_1_30,False,False
DL-31RZPTXMOXW8MVE0,CA-CA-00000051,2024-07-01,U-SA4UU3WV1SO2,60,675.96,DAYS_31_60,False,False
DL-OTEGT0YO9R121BI7,CA-CA-00000051,2024-07-01,U-DY61AA0C5HDF,90,1013.94,DAYS_61_90,True,False
DL-XRRQ27DCGPRBZ388,CA-CA-00000051,2024-07-01,U-TMD4F9HG3SD2,210,2365.86,DAYS_OVER_120,True,True
DL-8GFVUSCPGUD57LNO,CA-CA-00000051,2024-07-01,U-EA17TSPP0LK5,30,337.98,DAYS_1_30,False,False
DL-QV6FEMESB3H33XOJ,CA-CA-00000051,2024-07-01,U-OLSY7RW78IRK,30,337.98,DAYS_1_30,False,False
DL-1PSTBEU72I5JKGQW,CA-CA-00000051,2024-08-01,U-4VUVA1SI69KT,30,337.98,DAYS_1_30,False,False
DL-824ESF761LJXUUEC,CA-CA-00000051,2024-08-01,U-1COO004OOIIU,90,1013.94,DAYS_61_90,True,False
DL-X0FI4VQE5YTF6FCM,CA-CA-00000051,2024-08-01,U-KVON3UQ1IK82,120,1351.92,DAYS_91_120,True,True
DL-10SFYO5HA9B1I646,CA-CA-00000051,2024-08-01,U-HPL2ILJL8VJ6,60,675.96,DAYS_31_60,False,False
DL-ORNIVNBI1Z4UKRPE,CA-CA-00000051,2024-08-01,U-SA4UU3WV1SO2,90,1013.94,DAYS_61_90,True,False
DL-3Q8EILSXM4Z2ITQS,CA-CA-00000051,2024-08-01,U-EA17TSPP0LK5,60,675.96,DAYS_31_60,False,False
DL-9D5VTOHPJTDLSTEN,CA-CA-00000051,2024-09-01,U-2NG1GAG5T3LZ,30,337.98,DAYS_1_30,False,False
DL-AA072I4S0XRAEZ0P,CA-CA-00000051,2024-09-01,U-MY7TWY6H7TNV,30,337.98,DAYS_1_30,False,False
DL-31EKHWRUQKBENXZ3,CA-CA-00000051,2024-09-01,U-KVON3UQ1IK82,150,1689.9,DAYS_OVER_120,True,True
DL-BJNGC9A81BXEH8ZM,CA-CA-00000051,2024-09-01,U-HPL2ILJL8VJ6,90,1013.94,DAYS_61_90,True,False
DL-GGK8TR41K9ZXA76I,CA-CA-00000051,2024-09-01,U-EA17TSPP0LK5,90,1013.94,DAYS_61_90,True,False
DL-OE1HDRGEBAWRYL8S,CA-CA-00000051,2024-09-01,U-XRRMVCDWX9MY,30,337.98,DAYS_1_30,False,False
DL-8FIDUZ4AMEOIC1PG,CA-CA-00000051,2024-09-01,U-9BAAUA551SAI,30,337.98,DAYS_1_30,False,False
DL-21IJTS7KQOLK0F7C,CA-CA-00000051,2024-10-01,U-2NG1GAG5T3LZ,60,675.96,DAYS_31_60,False,False
DL-ZRXT5W81QHTZHY82,CA-CA-00000051,2024-10-01,U-KVON3UQ1IK82,180,2027.88,DAYS_OVER_120,True,True
DL-J7D6AP0L8PWT5PC3,CA-CA-00000051,2024-10-01,U-EA17TSPP0LK5,120,1351.92,DAYS_91_120,True,True
DL-HEF1LCIRJ4KZB0YB,CA-CA-00000051,2024-10-01,U-H4AVYKR6J6AG,30,337.98,DAYS_1_30,False,False
DL-XU1Q9TAIUF0ZF2H9,CA-CA-00000051,2024-11-01,U-EINHPQSHZXN8,30,337.98,DAYS_1_30,False,False
DL-EC50VPUTVAMSK4P6,CA-CA-00000051,2024-11-01,U-KVON3UQ1IK82,210,2365.86,DAYS_OVER_120,True,True
DL-W4IQ2KTS8LC9224G,CA-CA-00000051,2024-11-01,U-WW76CW9OPR9R,30,337.98,DAYS_1_30,False,False
DL-5KTYRIA1Q4DQDLAW,CA-CA-00000051,2024-11-01,U-EA17TSPP0LK5,150,1689.9,DAYS_OVER_120,True,True
DL-6Y8RZDD6RQMLG21V,CA-CA-00000051,2024-12-01,U-EINHPQSHZXN8,60,675.96,DAYS_31_60,False,False
DL-P5459BR3YYJEAZ9N,CA-CA-00000051,2024-12-01,U-OLSY7RW78IRK,30,337.98,DAYS_1_30,False,False
DL-SYU7I2EAUY64JW9R,CA-CA-00000051,2024-12-01,U-W3SX7LJU6ADQ,30,337.98,DAYS_1_30,False,False
DL-SZ3UYZXRP60Z9CN3,CA-CA-00000051,2025-01-01,U-EINHPQSHZXN8,90,1013.94,DAYS_61_90,True,False
DL-VS6C33FDGQVUE47I,CA-CA-00000051,2025-01-01,U-1COO004OOIIU,30,337.98,DAYS_1_30,False,False
DL-4YVW3IHCTFB3HKIE,CA-CA-00000051,2025-01-01,U-WNFJ9N6NPC32,30,337.98,DAYS_1_30,False,False
DL-ZNOHT6V383IRRBNV,CA-CA-00000051,2025-01-01,U-3XR9D129KZ24,30,337.98,DAYS_1_30,False,False
DL-CNN5XA6EI49K344U,CA-CA-00000051,2025-01-01,U-HBYCTS1TTG57,30,337.98,DAYS_1_30,False,False
DL-BJTF5XWC7LLQ45TA,CA-CA-00000051,2025-01-01,U-YNQ66Q73SMQL,30,337.98,DAYS_1_30,False,False
DL-5I85OP1YPYWETD3C,CA-CA-00000051,2025-01-01,U-OLSY7RW78IRK,60,675.96,DAYS_31_60,False,False
DL-BBHO3Y8161UNQEH2,CA-CA-00000051,2025-01-01,U-MSFFRHD7MDY8,30,337.98,DAYS_1_30,False,False
DL-BV3Y0N0OWF3TCQJI,CA-CA-00000051,2025-02-01,U-GCNAYKYNQVSK,30,337.98,DAYS_1_30,False,False
DL-FIUUFBRCLS1JICM8,CA-CA-00000051,2025-02-01,U-2NG1GAG5T3LZ,30,337.98,DAYS_1_30,False,False
DL-6DH4I02QQIEVR4MU,CA-CA-00000051,2025-02-01,U-5VYK7CF2J4L3,30,337.98,DAYS_1_30,False,False
DL-8TYDGD123P73ANJI,CA-CA-00000051,2025-02-01,U-EINHPQSHZXN8,120,1351.92,DAYS_91_120,True,True
DL-9IQW776E0CCBYU49,CA-CA-00000051,2025-02-01,U-3XR9D129KZ24,60,675.96,DAYS_31_60,False,False
DL-2J7R7TQ17XYQHGTM,CA-CA-00000051,2025-02-01,U-SA4UU3WV1SO2,30,337.98,DAYS_1_30,False,False
DL-LO2Z94ZV8IERIKVS,CA-CA-00000051,2025-02-01,U-YNQ66Q73SMQL,60,675.96,DAYS_31_60,False,False
