reserve_id,caid,snapshot_date,current_balance,fully_funded_target,percent_funded,annual_contribution,last_study_date,study_type
RF-WUV897DQ2R9H,CA-NY-00000036,2024-07-01,1909595.02,2520824.17,75.75,141129.36,2021-08-07,STANDARD
RF-6W9MOO1G11CA,CA-NY-00000036,2024-10-01,1923714.53,2520824.17,76.31,150184.18,2021-08-22,INFORMAL
RF-4UL4E1UE7VHX,CA-NY-00000036,2025-01-01,1930313.66,2520824.17,76.57,198850.49,2021-09-12,STANDARD
RF-TLEQM8WHXRTL,CA-NY-00000036,2025-04-01,1942955.47,2520824.17,77.08,183933.91,2023-06-30,STANDARD
RF-9AID2BTG0DNN,CA-AZ-00000037,2024-01-01,394910.62,615750.15,64.13,25285.5,2021-08-07,STANDARD
RF-NILP6YEX7PZA,CA-AZ-00000037,2024-04-01,399511.69,615750.15,64.88,45880.15,2020-11-04,INFORMAL
RF-AG9W2SRQ4T5J,CA-AZ-00000037,2024-07-01,383583.0,615750.15,62.3,35240.44,2021-11-17,INFORMAL
RF-RDM3QT52MN4L,CA-AZ-00000037,2024-10-01,383629.71,615750.15,62.3,42076.9,2021-02-19,STANDARD
RF-AJNESMAKDTI7,CA-AZ-00000037,2025-01-01,398134.67,615750.15,64.66,36974.18,2023-11-19,INFORMAL
RF-E9I96P6LZ5U8,CA-AZ-00000037,2025-04-01,391143.09,615750.15,63.52,19008.98,2023-07-20,INFORMAL
RF-IYHJT8NEAUTR,CA-GA-00000038,2024-01-01,2372049.02,3045009.27,77.9,150653.11,,INFORMAL
RF-78KZMF09IYUI,CA-GA-00000038,2024-04-01,2305728.69,3045009.27,75.72,181083.9,,INFORMAL
RF-6OEN2AIYLKU7,CA-GA-00000038,2024-07-01,2457823.07,3045009.27,80.72,93963.58,2022-10-08,STANDARD
RF-298HPED9RBJ1,CA-GA-00000038,2024-10-01,2481347.55,3045009.27,81.49,209100.84,2022-01-27,STANDARD
RF-CQ1H2XNMCKMV,CA-GA-00000038,2025-01-01,2383511.42,3045009.27,78.28,189392.58,2022-05-13,INFORMAL
RF-TMGM7L47JVWA,CA-GA-00000038,2025-04-01,2405972.34,3045009.27,79.01,233865.26,2023-06-24,STANDARD
RF-ZR8OF6CAT522,CA-FL-00000039,2024-01-01,1610922.95,3709063.26,43.43,122857.02,2022-08-29,STANDARD
RF-CR31BUCV2DP7,CA-FL-00000039,2024-04-01,1617826.67,3709063.26,43.62,265357.15,2021-03-06,INFORMAL
RF-BJEEK7NHXQXG,CA-FL-00000039,2024-07-01,1681900.38,3709063.26,45.35,242034.27,2023-01-16,STANDARD
RF-AN1CF1EIJORG,CA-FL-00000039,2024-10-01,1549088.93,3709063.26,41.76,171380.34,2021-11-27,INFORMAL
RF-EY3F3TD119SQ,CA-FL-00000039,2025-01-01,1503392.34,3709063.26,40.53,241875.03,,STANDARD
RF-84DRB6J831KS,CA-FL-00000039,2025-04-01,1459939.44,3709063.26,39.36,284544.06,2021-12-18,STANDARD
RF-1IN9R1BAUUK4,CA-FL-00000040,2024-01-01,2990829.55,4888641.95,61.18,153833.87,2020-06-15,SIRS
RF-EYDM54M6UTWI,CA-FL-00000040,2024-04-01,3144407.56,4888641.95,64.32,172927.06,2022-02-03,SIRS
RF-LASKW80SLF00,CA-FL-00000040,2024-07-01,2994411.63,4888641.95,61.25,319347.39,2023-10-31,SIRS
RF-F2NMO8O3HPDC,CA-FL-00000040,2024-10-01,3068332.73,4888641.95,62.76,219371.93,2021-05-13,SIRS
RF-8V3B67A77CVD,CA-FL-00000040,2025-01-01,3070272.72,4888641.95,62.8,376919.4,2023-09-10,SIRS
RF-JR9VO5QTNO8B,CA-FL-00000040,2025-04-01,3178176.01,4888641.95,65.01,190254.62,2022-07-20,SIRS
RF-2BBAU1Z20KLW,CA-CA-00000041,2024-01-01,1375449.83,3776720.75,36.42,122319.87,2020-05-20,INFORMAL
RF-S3T1ANPCB6Z8,CA-CA-00000041,2024-04-01,1336252.91,3776720.75,35.38,231541.91,2022-07-27,STANDARD
RF-YAUJO60BKC1T,CA-CA-00000041,2024-07-01,1381588.68,3776720.75,36.58,152187.11,2022-04-11,STANDARD
RF-FNDJNWN0AQ88,CA-CA-00000041,2024-10-01,1319521.9,3776720.75,34.94,270004.15,2022-07-17,STANDARD
RF-B6NHZHPN5IH1,CA-CA-00000041,2025-01-01,1343965.73,3776720.75,35.59,280798.39,2024-01-03,INFORMAL
RF-8AVKDZOKFNOF,CA-CA-00000041,2025-04-01,1230884.34,3776720.75,32.59,281681.83,2024-01-25,INFORMAL
RF-5LMXZRZND865,CA-NY-00000042,2024-01-01,2016047.24,3028258.46,66.57,102339.45,2020-11-22,INFORMAL
RF-WLATHS2XOSPY,CA-NY-00000042,2024-04-01,2051692.05,3028258.46,67.75,223080.71,2021-07-05,INFORMAL
RF-ZQS80ZMJ89S7,CA-NY-00000042,2024-07-01,2050712.95,3028258.46,67.72,208382.01,2020-11-29,STANDARD
RF-PA7D0QGLGHS1,CA-NY-00000042,2024-10-01,2048598.86,3028258.46,67.65,102461.91,2022-01-12,STANDARD
RF-D03MFC3R3ZK2,CA-NY-00000042,2025-01-01,2086122.04,3028258.46,68.89,130287.81,2021-06-18,STANDARD
RF-EJ7YQE83NZJZ,CA-NY-00000042,2025-04-01,2102896.51,3028258.46,69.44,94978.5,2024-07-29,STANDARD
RF-18ZE2XPYCIPB,CA-NC-00000043,2024-01-01,1024188.23,1794964.37,57.06,68638.67,2022-01-25,STANDARD
RF-UVYSXV7N5D0O,CA-NC-00000043,2024-04-01,996837.61,1794964.37,55.54,61344.98,2021-04-26,STANDARD
RF-RDJ2QL1DECGA,CA-NC-00000043,2024-07-01,999902.46,1794964.37,55.71,132931.59,2022-08-08,STANDARD
RF-PSQEWTOD8KGN,CA-NC-00000043,2024-10-01,1023051.99,1794964.37,57.0,124563.12,2021-03-19,INFORMAL
RF-D9TERXUOX1JW,CA-NC-00000043,2025-01-01,963186.93,1794964.37,53.66,91569.46,2023-04-05,STANDARD
RF-SLGWCKH3NIT8,CA-NC-00000043,2025-04-01,989723.93,1794964.37,55.14,78636.09,2022-08-31,STANDARD
RF-LP1ISGAYR35H,CA-FL-00000044,2024-01-01,420289.94,3024450.45,13.9,184061.69,2021-04-30,STANDARD
RF-EP1H1Z4IX4X2,CA-FL-00000044,2024-04-01,443716.14,3024450.45,14.67,219825.8,2020-09-13,STANDARD
RF-IQP8ORTW4EPL,CA-FL-00000044,2024-07-01,361117.51,3024450.45,11.94,182389.75,,INFORMAL
RF-LBLACNKPQX84,CA-FL-00000044,2024-10-01,321285.69,3024450.45,10.62,222333.31,2021-11-06,STANDARD
RF-5SQ21RHG2Q00,CA-FL-00000044,2025-01-01,224217.79,3024450.45,7.41,145500.28,2024-01-15,INFORMAL
RF-G995U54OUNUZ,CA-FL-00000044,2025-04-01,286496.21,3024450.45,9.47,158006.59,2022-12-05,STANDARD
RF-XM3BTCGKUS31,CA-CA-00000045,2024-01-01,3400224.07,4198289.92,80.99,324159.9,,STANDARD
RF-N2K1GKQQPU0H,CA-CA-00000045,2024-04-01,3261405.54,4198289.92,77.68,306095.64,2020-06-21,INFORMAL
RF-MXPC84YJKGYA,CA-CA-00000045,2024-07-01,3311381.68,4198289.92,78.87,315668.79,,STANDARD
RF-IEOTXO2H07TK,CA-CA-00000045,2024-10-01,3330078.77,4198289.92,79.32,270398.79,2022-06-28,INFORMAL
RF-O4RB5B4ALI6Q,CA-CA-00000045,2025-01-01,3430506.24,4198289.92,81.71,242506.19,2021-09-03,INFORMAL
RF-HT8PT4WJITH5,CA-CA-00000045,2025-04-01,3341959.14,4198289.92,79.6,243711.28,2021-04-22,STANDARD
RF-POSCZLZ9YUH9,CA-CA-00000046,2024-01-01,533664.11,2649243.73,20.14,160600.71,2021-08-06,STANDARD
RF-NZ0GVOC756TJ,CA-CA-00000046,2024-04-01,487781.03,2649243.73,18.41,187494.04,,INFORMAL
RF-5LEXGHE42JEI,CA-CA-00000046,2024-07-01,433483.08,2649243.73,16.36,140325.6,2021-07-24,INFORMAL
RF-0VJ5BVMRLMKE,CA-CA-00000046,2024-10-01,429794.95,2649243.73,16.22,135765.72,2023-05-01,STANDARD
RF-YEWP9DP7S7A8,CA-CA-00000046,2025-01-01,435605.07,2649243.73,16.44,81895.68,2022-02-17,STANDARD
RF-8BVFFJ48HLET,CA-CA-00000046,2025-04-01,323006.37,2649243.73,12.19,142853.37,2023-12-10,STANDARD
RF-X9WHKC7U3AJD,CA-CO-00000047,2024-01-01,1921980.34,4799496.83,40.05,268814.49,2022-05-13,STANDARD
RF-6PW9ID08STX1,CA-CO-00000047,2024-04-01,2044019.6,4799496.83,42.59,332160.08,2023-01-05,INFORMAL
RF-4XPPUVNQO9V2,CA-CO-00000047,2024-07-01,1833928.81,4799496.83,38.21,158298.7,2023-01-27,INFORMAL
RF-MLRBNCQL34HH,CA-CO-00000047,2024-10-01,1888950.13,4799496.83,39.36,196826.23,2021-03-08,INFORMAL
RF-9B10EBMWJG34,CA-CO-00000047,2025-01-01,1941946.2,4799496.83,40.46,308401.36,,INFORMAL
RF-CBB99MP19VVC,CA-CO-00000047,2025-04-01,2013097.21,4799496.83,41.94,157986.97,2022-01-02,STANDARD
RF-P2TGPGT7M3QA,CA-CA-00000048,2024-01-01,260602.69,1666129.94,15.64,55060.98,,INFORMAL
RF-7KX1RWAZBYHO,CA-CA-00000048,2024-04-01,303164.56,1666129.94,18.2,124664.04,2023-05-12,INFORMAL
RF-YVNFMLWUKDJZ,CA-CA-00000048,2024-07-01,201634.66,1666129.94,12.1,57174.3,2021-02-10,INFORMAL
RF-Y0TLNI3G75WM,CA-CA-00000048,2024-10-01,164543.48,1666129.94,9.88,125488.15,2021-01-24,INFORMAL
RF-468FT5EF1RWG,CA-CA-00000048,2025-01-01,212165.31,1666129.94,12.73,118157.32,2024-06-12,STANDARD
RF-QTX3D3XW0A5A,CA-CA-00000048,2025-04-01,170293.75,1666129.94,10.22,103794.36,2022-03-05,STANDARD
RF-ZF9E0GPO7B52,CA-NC-00000049,2024-01-01,2275383.15,3869189.86,58.81,229032.87,2020-07-19,STANDARD
RF-ZR4I8ENVN3BQ,CA-NC-00000049,2024-04-01,2263898.09,3869189.86,58.51,238673.97,2021-01-03,INFORMAL
RF-P3OSMF2RYMZM,CA-NC-00000049,2024-07-01,2232487.27,3869189.86,57.7,232393.16,2023-12-03,INFORMAL
RF-KPVU420WA8AK,CA-NC-00000049,2024-10-01,2206395.83,3869189.86,57.02,215053.22,2021-07-16,INFORMAL
RF-2HDBB0K692MR,CA-NC-00000049,2025-01-01,2346814.25,3869189.86,60.65,206168.23,2023-01-07,INFORMAL
RF-MLK2XG0VRGCA,CA-NC-00000049,2025-04-01,2349391.74,3869189.86,60.72,222661.47,2024-03-05,INFORMAL
RF-ZQ7FMQT63AFK,CA-FL-00000050,2024-01-01,1190862.17,1663683.63,71.58,129908.9,2022-08-22,INFORMAL
RF-AWMEJTSU9V8L,CA-FL-00000050,2024-04-01,1124729.37,1663683.63,67.6,73419.96,2022-04-01,STANDARD
RF-57LY8YEPVSW9,CA-FL-00000050,2024-07-01,1120018.47,1663683.63,67.32,69856.82,2023-04-02,STANDARD
RF-GW0D1J4G1M2V,CA-FL-00000050,2024-10-01,1147476.33,1663683.63,68.97,79943.69,2023-12-16,INFORMAL
RF-T2S5A6XEJUNS,CA-FL-00000050,2025-01-01,1170260.2,1663683.63,70.34,131593.62,2022-11-12,INFORMAL
RF-1N451CPXYZ9C,CA-FL-00000050,2025-04-01,1184125.14,1663683.63,71.17,56020.48,2021-07-09,INFORMAL
RF-IQ0H6HP4VJTX,CA-CA-00000051,2024-01-01,1189129.69,3202331.28,37.13,240704.59,2020-01-02,INFORMAL
RF-38M0XYKK65FU,CA-CA-00000051,2024-04-01,1102494.07,3202331.28,34.43,181608.67,2022-11-03,INFORMAL
RF-FJXKPDGF74A1,CA-CA-00000051,2024-07-01,1222355.92,3202331.28,38.17,148326.13,,STANDARD
RF-2FIOWX80P341,CA-CA-00000051,2024-10-01,1139451.61,3202331.28,35.58,209523.79,,STANDARD
RF-JOZJY3P6B4KQ,CA-CA-00000051,2025-01-01,1187460.02,3202331.28,37.08,212492.32,2022-02-23,STANDARD
RF-7J3Q298QC9AV,CA-CA-00000051,2025-04-01,1140646.55,3202331.28,35.62,109349.31,2023-05-01,INFORMAL
RF-RA5QJL4FHAMB,CA-AZ-00000052,2024-01-01,1900720.85,4146814.12,45.84,275619.57,,INFORMAL
RF-4CKNRJBKXKHJ,CA-AZ-00000052,2024-04-01,1880688.08,4146814.12,45.35,300626.96,2021-07-24,STANDARD
RF-EB9UQZNGXBUK,CA-AZ-00000052,2024-07-01,1880377.95,4146814.12,45.35,161817.57,2022-08-22,STANDARD
RF-AA0H92A0R4Q7,CA-AZ-00000052,2024-10-01,1910634.96,4146814.12,46.07,237114.4,2022-11-16,INFORMAL
RF-X5EV40FBL2YX,CA-AZ-00000052,2025-01-01,1827742.34,4146814.12,44.08,129108.51,2022-12-21,STANDARD
RF-E5I59RRX9OQF,CA-AZ-00000052,2025-04-01,1847179.45,4146814.12,44.54,236008.47,,STANDARD
RF-6Q59QC70P8KD,CA-CA-00000053,2024-01-01,3003521.91,4225352.37,71.08,228573.77,2021-02-12,STANDARD
RF-ACI4YTINJGAQ,CA-CA-00000053,2024-04-01,2886278.34,4225352.37,68.31,132356.75,2021-07-11,STANDARD
RF-37X61VC0024H,CA-CA-00000053,2024-07-01,3060193.81,4225352.37,72.42,156672.82,2021-03-05,INFORMAL
RF-FRFG5SGCUACP,CA-CA-00000053,2024-10-01,2960405.87,4225352.37,70.06,314409.27,2023-04-26,STANDARD
RF-9Q06XMOA7MZS,CA-CA-00000053,2025-01-01,2889169.57,4225352.37,68.38,301740.18,2024-02-28,STANDARD
RF-OY90Q1X8DL6D,CA-CA-00000053,2025-04-01,3004873.21,4225352.37,71.12,243573.75,2024-09-09,INFORMAL
RF-ZN46VEGTNF25,CA-AZ-00000054,2024-01-01,3013946.23,4777342.33,63.09,348319.98,2021-07-05,INFORMAL
RF-CAMZLAMUYHKU,CA-AZ-00000054,2024-04-01,2926047.85,4777342.33,61.25,309550.18,2023-03-21,STANDARD
RF-CFNHWECW1HDU,CA-AZ-00000054,2024-07-01,2959950.78,4777342.33,61.96,309588.55,2022-04-08,INFORMAL
RF-356V1GP5RALG,CA-AZ-00000054,2024-10-01,2875628.97,4777342.33,60.19,328625.27,2021-02-07,INFORMAL
RF-XLN95AZSAHQY,CA-AZ-00000054,2025-01-01,2997730.75,4777342.33,62.75,258991.56,,STANDARD
RF-R3T1EI05HSL6,CA-AZ-00000054,2025-04-01,2875556.93,4777342.33,60.19,309374.51,2021-08-28,INFORMAL
RF-199IYKFV01FR,CA-NY-00000055,2024-01-01,129755.9,599783.52,21.63,24101.46,2021-02-02,INFORMAL
RF-BJ0GEHRV3J21,CA-NY-00000055,2024-04-01,128184.93,599783.52,21.37,39061.2,2020-05-10,INFORMAL
RF-WFGT2H5L6B3E,CA-NY-00000055,2024-07-01,123143.67,599783.52,20.53,19341.13,,INFORMAL
RF-FW4ZELNYYRYV,CA-NY-00000055,2024-10-01,108816.94,599783.52,18.14,33346.02,2021-06-27,INFORMAL
RF-3GMXZ9KPFDI4,CA-NY-00000055,2025-01-01,115287.98,599783.52,19.22,38931.58,2023-10-28,INFORMAL
RF-OZ2K508XSNIP,CA-NY-00000055,2025-04-01,113885.47,599783.52,18.99,29383.91,2021-10-14,INFORMAL
RF-XFI1JK7XNAY1,CA-NV-00000056,2024-01-01,1037157.13,1777332.0,58.35,118851.96,2022-06-21,STANDARD
RF-UWHWYGWYZEGI,CA-NV-00000056,2024-04-01,1027576.35,1777332.0,57.82,96702.74,2023-03-25,INFORMAL
RF-759V36T5RCIN,CA-NV-00000056,2024-07-01,1005404.32,1777332.0,56.57,106570.73,2021-11-26,STANDARD
RF-OMS3WT27UP8O,CA-NV-00000056,2024-10-01,1019121.32,1777332.0,57.34,75332.11,2022-02-28,STANDARD
RF-572C457X6PSE,CA-NV-00000056,2025-01-01,1031069.36,1777332.0,58.01,74313.11,2024-03-03,STANDARD
RF-QLJQSPLFZI6L,CA-NV-00000056,2025-04-01,978190.59,1777332.0,55.04,115020.2,,INFORMAL
RF-LAFGBNK3YL1P,CA-FL-00000057,2024-01-01,447830.84,1261108.3,35.51,72202.99,2020-03-07,SIRS
RF-23L51NFXQH22,CA-FL-00000057,2024-04-01,438001.09,1261108.3,34.73,61627.1,2023-03-22,SIRS
RF-A8UFZUMWUH8O,CA-FL-00000057,2024-07-01,447847.57,1261108.3,35.51,62739.54,2023-01-20,SIRS
RF-YI4HMD02PH97,CA-FL-00000057,2024-10-01,483387.87,1261108.3,38.33,79132.73,2021-08-13,SIRS
RF-WLIWHV8H3OKM,CA-FL-00000057,2025-01-01,457720.97,1261108.3,36.3,86334.08,2023-09-18,SIRS
RF-0XXZS9HP1WGG,CA-FL-00000057,2025-04-01,431010.28,1261108.3,34.18,99654.78,2022-03-17,SIRS
RF-DMV09WSRFORI,CA-CA-00000058,2024-01-01,3906179.2,4946407.35,78.97,225246.83,2020-09-23,INFORMAL
RF-MGV4IS5N3PLW,CA-CA-00000058,2024-04-01,3890742.32,4946407.35,78.66,371147.21,2022-03-02,STANDARD
RF-5ZLDB1ASKLRU,CA-CA-00000058,2024-07-01,3846348.07,4946407.35,77.76,306836.45,2023-06-06,INFORMAL
RF-IAF44GSNB0M8,CA-CA-00000058,2024-10-01,3813709.16,4946407.35,77.1,333530.49,2021-12-18,STANDARD
RF-FGQUKEQG14NV,CA-CA-00000058,2025-01-01,3933300.44,4946407.35,79.52,196536.71,2023-06-19,INFORMAL
RF-5Y8GQ7Y2XR0H,CA-CA-00000058,2025-04-01,3930475.7,4946407.35,79.46,388444.55,2022-04-03,STANDARD
RF-A6T54VT1BTIU,CA-OH-00000059,2024-01-01,687267.98,1342449.37,51.2,67631.18,2020-05-12,STANDARD
RF-Z71U2FW1VWSA,CA-OH-00000059,2024-04-01,691584.91,1342449.37,51.52,104632.47,2021-04-28,INFORMAL
RF-L4VVJ7ZVJ1L5,CA-OH-00000059,2024-07-01,655645.1,1342449.37,48.84,105880.49,2022-04-18,INFORMAL
RF-8TB07DOI9RDL,CA-OH-00000059,2024-10-01,688923.67,1342449.37,51.32,78609.57,2022-12-15,INFORMAL
RF-AT6FC0PBLPZY,CA-OH-00000059,2025-01-01,662347.31,1342449.37,49.34,102308.11,2022-09-17,INFORMAL
RF-XKYYPNVAN8JF,CA-OH-00000059,2025-04-01,696129.94,1342449.37,51.86,48905.12,2022-01-17,STANDARD
RF-UQRWJ7GG27U1,CA-NY-00000060,2024-01-01,2961039.27,4602626.07,64.33,340881.13,2023-02-18,STANDARD
RF-BRTY7HNHRG5P,CA-NY-00000060,2024-04-01,2873263.54,4602626.07,62.43,259932.03,2021-01-05,STANDARD
RF-C0VSQ8PDXNYB,CA-NY-00000060,2024-07-01,2833036.9,4602626.07,61.55,207843.75,2022-02-23,INFORMAL
RF-ORQKPJGRJ2WD,CA-NY-00000060,2024-10-01,2863013.72,4602626.07,62.2,155784.58,2023-11-15,INFORMAL
RF-UAXXUVTIVGTF,CA-NY-00000060,2025-01-01,2892714.82,4602626.07,62.85,189942.26,2022-08-04,STANDARD
RF-M86DUQWH5BWD,CA-NY-00000060,2025-04-01,2962526.07,4602626.07,64.37,144716.44,2021-04-07,STANDARD
RF-SM5H1UZSTXAM,CA-NC-00000061,2024-01-01,1652781.62,2191626.37,75.41,90654.74,,STANDARD
RF-BRPMZS1V2BIJ,CA-NC-00000061,2024-04-01,1679607.53,2191626.37,76.64,116997.43,2020-06-27,STANDARD
RF-4V45RYURQ7UF,CA-NC-00000061,2024-07-01,1759600.52,2191626.37,80.29,103543.68,2020-11-18,STANDARD
RF-8GOUDK3JYCCO,CA-NC-00000061,2024-10-01,1754733.12,2191626.37,80.07,101591.0,2021-10-07,STANDARD
RF-FT127KLR7TDP,CA-NC-00000061,2025-01-01,1721051.56,2191626.37,78.53,71752.65,2024-05-11,INFORMAL
RF-WQ3YJWMHM3QQ,CA-NC-00000061,2025-04-01,1716723.53,2191626.37,78.33,154862.56,2021-08-13,INFORMAL
RF-5ADEG5LL2EBK,CA-VA-00000062,2024-01-01,1945252.18,4646970.48,41.86,353977.73,,STANDARD
RF-NUMSH2I6N9TQ,CA-VA-00000062,2024-04-01,1817252.97,4646970.48,39.11,354027.09,2022-12-09,STANDARD
RF-HALL9MDT8VUB,CA-VA-00000062,2024-07-01,1856665.04,4646970.48,39.95,198810.11,2021-12-23,INFORMAL
RF-M1KAXHARSQYU,CA-VA-00000062,2024-10-01,1744356.54,4646970.48,37.54,269885.75,2023-11-25,INFORMAL
RF-XCTGTM7C4IAC,CA-VA-00000062,2025-01-01,1874551.21,4646970.48,40.34,223732.04,2022-06-08,INFORMAL
RF-I8TYO0XBR9ZB,CA-VA-00000062,2025-04-01,1877895.13,4646970.48,40.41,193590.19,2023-09-08,STANDARD
RF-9VWPHR7KGXL1,CA-VA-00000063,2024-01-01,1508486.42,4182949.81,36.06,168329.72,2022-10-12,STANDARD
RF-EL476DUJNU9M,CA-VA-00000063,2024-04-01,1320269.22,4182949.81,31.56,142882.91,2023-03-04,STANDARD
RF-T0DTILWBK2QR,CA-VA-00000063,2024-07-01,1292749.01,4182949.81,30.91,198224.65,2022-01-16,STANDARD
RF-SHSNJFW7FQKC,CA-VA-00000063,2024-10-01,1386164.32,4182949.81,33.14,174442.98,2023-10-23,INFORMAL
RF-UN26UI6MO6L6,CA-VA-00000063,2025-01-01,1425231.81,4182949.81,34.07,302887.71,2023-06-08,INFORMAL
RF-BEHFXDGBU2T6,CA-VA-00000063,2025-04-01,1452640.34,4182949.81,34.73,241609.5,,INFORMAL
RF-0L6386CJTLNN,CA-GA-00000064,2024-01-01,1534191.18,4308144.99,35.61,180313.67,2021-04-03,INFORMAL
RF-F5AKG45ILJL7,CA-GA-00000064,2024-04-01,1449071.54,4308144.99,33.64,335202.78,2022-09-20,STANDARD
RF-OOZ5J3YJLU5N,CA-GA-00000064,2024-07-01,1427480.06,4308144.99,33.13,239196.77,2020-08-04,STANDARD
RF-AWL6EJFX0RCS,CA-GA-00000064,2024-10-01,1482815.2,4308144.99,34.42,209683.38,2023-10-31,STANDARD
RF-QOTBM0L5443V,CA-GA-00000064,2025-01-01,1454941.26,4308144.99,33.77,131867.78,2022-06-27,INFORMAL
RF-BPW7COXQ5I1B,CA-GA-00000064,2025-04-01,1297992.41,4308144.99,30.13,299962.74,2022-04-21,INFORMAL
RF-HE27KBM61BGK,CA-VA-00000065,2024-01-01,2205905.93,2456776.71,89.79,75608.09,2020-02-15,INFORMAL
RF-LHNBR6ET5SNA,CA-VA-00000065,2024-04-01,2141821.38,2456776.71,87.18,96282.93,2022-07-13,STANDARD
RF-5PER8LK5E2AF,CA-VA-00000065,2024-07-01,2189287.52,2456776.71,89.11,87768.4,2022-04-09,STANDARD
RF-MYVYIBHJZ9GP,CA-VA-00000065,2024-10-01,2202734.44,2456776.71,89.66,107517.49,2020-12-29,INFORMAL
RF-UN2HQ9ITBQ4Y,CA-VA-00000065,2025-01-01,2203961.98,2456776.71,89.71,164885.51,2021-10-13,INFORMAL
RF-06GK8C2CITFJ,CA-VA-00000065,2025-04-01,2183903.17,2456776.71,88.89,135874.89,2024-01-09,STANDARD
RF-2NWBWPAY79RZ,CA-NY-00000066,2024-01-01,1184447.66,1913418.07,61.9,127620.45,2021-06-19,STANDARD
RF-WCYXRD9RTPN6,CA-NY-00000066,2024-04-01,1226493.58,1913418.07,64.1,99088.75,2022-08-21,INFORMAL
RF-SKDJ7AJDQN7C,CA-NY-00000066,2024-07-01,1216090.45,1913418.07,63.56,91185.05,2023-03-16,INFORMAL
RF-A61ZBIK0TAYO,CA-NY-00000066,2024-10-01,1197505.01,1913418.07,62.58,76322.24,2022-09-20,STANDARD
RF-IPMGRAHVFEL0,CA-NY-00000066,2025-01-01,1237944.52,1913418.07,64.7,80430.86,2023-06-14,STANDARD
RF-DG6ES7G1ZLWW,CA-NY-00000066,2025-04-01,1141692.66,1913418.07,59.67,145184.96,2022-05-04,INFORMAL
RF-Z9HUDM7L981C,CA-NV-00000067,2024-01-01,2359369.34,2906500.01,81.18,224801.46,2020-03-05,INFORMAL
RF-NGK1ALHMD3L7,CA-NV-00000067,2024-04-01,2431040.99,2906500.01,83.64,191902.37,2021-11-22,STANDARD
RF-LY94IHLH7NJZ,CA-NV-00000067,2024-07-01,2409653.7,2906500.01,82.91,110155.88,2021-11-26,STANDARD
RF-9I7ZHYZPE8SN,CA-NV-00000067,2024-10-01,2413649.63,2906500.01,83.04,158507.87,,STANDARD
RF-TPZDC0DA1YHG,CA-NV-00000067,2025-01-01,2532329.66,2906500.01,87.13,210431.91,2021-08-04,INFORMAL
RF-CFBK8ZXPO8DW,CA-NV-00000067,2025-04-01,2472955.91,2906500.01,85.08,148298.76,2023-09-20,INFORMAL
RF-O7VXI45O9CAP,CA-FL-00000068,2024-01-01,3684630.85,4973339.1,74.09,180819.96,2022-07-18,INFORMAL
RF-HMTYU2UVT5I8,CA-FL-00000068,2024-04-01,3743611.77,4973339.1,75.27,342580.31,2023-06-19,INFORMAL
RF-N489ZZ025HQB,CA-FL-00000068,2024-07-01,3733648.76,4973339.1,75.07,317433.28,2021-06-29,STANDARD
RF-P8BQ4P1M94QF,CA-FL-00000068,2024-10-01,3652099.86,4973339.1,73.43,182613.17,2022-06-13,INFORMAL
RF-06U90JUTL3VS,CA-FL-00000068,2025-01-01,3842026.14,4973339.1,77.25,394156.24,2024-06-08,STANDARD
RF-RO6N7AAIJJY9,CA-FL-00000068,2025-04-01,3750763.62,4973339.1,75.42,210025.08,,INFORMAL
RF-I636WR0V32OH,CA-PA-00000069,2024-01-01,921581.54,4567067.98,20.18,317525.29,2021-05-28,INFORMAL
RF-PMZ2OZDDL35I,CA-PA-00000069,2024-04-01,1040019.89,4567067.98,22.77,206936.89,2022-04-20,INFORMAL
RF-PG3Q0590PN3B,CA-PA-00000069,2024-07-01,981752.91,4567067.98,21.5,165630.2,2023-10-19,STANDARD
RF-HAEAF0I40AJR,CA-PA-00000069,2024-10-01,885921.63,4567067.98,19.4,252510.9,2023-08-04,STANDARD
RF-NPYAG19MPJ3S,CA-PA-00000069,2025-01-01,872178.94,4567067.98,19.1,184169.28,2023-03-13,INFORMAL
RF-OS8UZDRZPS32,CA-PA-00000069,2025-04-01,860370.05,4567067.98,18.84,148167.96,2023-12-02,STANDARD
RF-T334HSRKDRUZ,CA-CA-00000070,2024-01-01,1426580.25,2194945.55,64.99,161250.99,,INFORMAL
RF-GDCNCBQ9MA34,CA-CA-00000070,2024-04-01,1421579.27,2194945.55,64.77,152853.31,2023-07-27,STANDARD
RF-MYJP1RE1XGUJ,CA-CA-00000070,2024-07-01,1434756.91,2194945.55,65.37,163489.3,2022-07-07,INFORMAL
RF-I1SYAJ00BM03,CA-CA-00000070,2024-10-01,1402112.77,2194945.55,63.88,82390.55,,STANDARD
RF-VZVTLIG7A9RP,CA-CA-00000070,2025-01-01,1379137.24,2194945.55,62.83,90989.81,2022-06-01,INFORMAL
RF-ZAWPAPACP3V6,CA-CA-00000070,2025-04-01,1374616.5,2194945.55,62.63,88766.14,2023-08-18,STANDARD
RF-D7M8B1TCLZ16,CA-FL-00000071,2024-01-01,819604.22,1186371.56,69.08,56494.27,,STANDARD
RF-A5WHNLRKHP46,CA-FL-00000071,2024-04-01,837960.68,1186371.56,70.63,70122.83,2021-06-27,INFORMAL
RF-6JCK8LNFUUJE,CA-FL-00000071,2024-07-01,830681.99,1186371.56,70.02,48161.24,2023-02-22,INFORMAL
