unit_id,caid,unit_number,unit_type,square_footage,bedrooms,occupancy_status,parcel_id
U-5X53LRZMO3DX,CA-CA-00000051,151,TOWNHOME,1097.0,1,OWNER_OCCUPIED,69-4643-681
U-W3SX7LJU6ADQ,CA-CA-00000051,152,SINGLE_FAMILY,,4,VACANT,51-7310-762
U-H4AVYKR6J6AG,CA-CA-00000051,153,TOWNHOME,2853.0,3,OWNER_OCCUPIED,15-7592-367
U-V1L0BZIPL3XT,CA-CA-00000051,154,SINGLE_FAMILY,2799.0,1,OWNER_OCCUPIED,59-6246-529
U-9BAAUA551SAI,CA-CA-00000051,155,SINGLE_FAMILY,,4,OWNER_OCCUPIED,60-9583-853
U-RF04F69AC9T6,CA-AZ-00000052,100,TOWNHOME,1346.0,4,OWNER_OCCUPIED,69-7200-763
U-OEJM9CUUQ4YE,CA-AZ-00000052,101,TOWNHOME,3188.0,3,RENTED,49-3534-778
U-UHT4LG5HU63R,CA-AZ-00000052,102,TOWNHOME,3172.0,2,OWNER_OCCUPIED,28-4763-345
U-M4SQ86XJXX3D,CA-AZ-00000052,103,TOWNHOME,3107.0,1,OWNER_OCCUPIED,72-6991-312
U-AWVDZV19547K,CA-AZ-00000052,104,TOWNHOME,2969.0,2,RENTED,33-8605-710
U-2SYYJ47CC88R,CA-AZ-00000052,105,TOWNHOME,1795.0,2,OWNER_OCCUPIED,71-5431-700
U-J4UGG6SO049R,CA-AZ-00000052,106,TOWNHOME,737.0,4,OWNER_OCCUPIED,55-8484-921
U-AUR58X9QYXWL,CA-AZ-00000052,107,TOWNHOME,2180.0,4,OWNER_OCCUPIED,
U-YJ30AMXE2NFZ,CA-AZ-00000052,108,TOWNHOME,1819.0,3,RENTED,
U-9MUB6QFY2B73,CA-AZ-00000052,109,TOWNHOME,2634.0,4,RENTED,72-5732-569
U-N887TLETBW4Y,CA-AZ-00000052,110,TOWNHOME,,3,OWNER_OCCUPIED,68-6036-742
U-1CAJ1BFHL5RM,CA-AZ-00000052,111,TOWNHOME,2422.0,5,RENTED,74-8867-487
U-MQ0MLOLNTA81,CA-AZ-00000052,112,TOWNHOME,2701.0,3,OWNER_OCCUPIED,75-8749-214
U-IBGMOJ4IQSEJ,CA-AZ-00000052,113,TOWNHOME,2733.0,2,OWNER_OCCUPIED,25-6101-480
U-BXN1RP6X4SVX,CA-AZ-00000052,114,TOWNHOME,2455.0,4,OWNER_OCCUPIED,51-5577-267
U-GSDG5XKWW46Z,CA-AZ-00000052,115,TOWNHOME,673.0,4,RENTED,99-8549-401
U-7GBJWAVLFDJY,CA-AZ-00000052,116,TOWNHOME,1761.0,3,VACANT,91-6009-894
U-RZSUZPO0ZSRQ,CA-AZ-00000052,117,TOWNHOME,1945.0,3,OWNER_OCCUPIED,20-7787-749
U-L06QUB24GC9A,CA-AZ-00000052,118,TOWNHOME,2657.0,2,OWNER_OCCUPIED,78-5947-444
U-WT8PUN5DGSIR,CA-AZ-00000052,119,TOWNHOME,1508.0,2,OWNER_OCCUPIED,54-6030-211
U-GI0JUGGNS8GM,CA-AZ-00000052,120,TOWNHOME,967.0,4,RENTED,99-8622-376
U-1L6KE3HRBHQW,CA-AZ-00000052,121,TOWNHOME,1181.0,3,OWNER_OCCUPIED,10-8939-497
U-IKHKOG95N8IN,CA-AZ-00000052,122,TOWNHOME,2302.0,3,OWNER_OCCUPIED,73-1618-931
U-GFMZDY8IM5RX,CA-AZ-00000052,123,TOWNHOME,2728.0,2,OWNER_OCCUPIED,94-6111-648
U-NNW139MXFGBL,CA-AZ-00000052,124,TOWNHOME,2125.0,4,RENTED,61-2259-218
U-9WANTVR4FJSB,CA-AZ-00000052,125,TOWNHOME,2953.0,3,VACANT,38-6479-474
U-8OSVC1U5W2K2,CA-AZ-00000052,126,TOWNHOME,823.0,1,OWNER_OCCUPIED,36-4316-637
U-AW0EWAYAJ5ND,CA-AZ-00000052,127,TOWNHOME,713.0,2,RENTED,51-9451-709
U-1W0XL75R2ZEH,CA-AZ-00000052,128,TOWNHOME,822.0,2,OWNER_OCCUPIED,98-2049-687
U-DBPU4D4NIV12,CA-AZ-00000052,129,TOWNHOME,1883.0,5,OWNER_OCCUPIED,29-9971-507
U-D3HTY61JZEKL,CA-AZ-00000052,130,TOWNHOME,1720.0,3,OWNER_OCCUPIED,12-3435-336
U-Y1CAGQ7GXFXL,CA-AZ-00000052,131,TOWNHOME,2650.0,3,RENTED,39-3650-718
U-LNWROV6ZJ02K,CA-AZ-00000052,132,TOWNHOME,2851.0,3,RENTED,68-8509-693
U-7HCJTAQVO6IB,CA-AZ-00000052,133,TOWNHOME,1418.0,4,RENTED,70-3684-531
U-R72PVK3YUZ5H,CA-CA-00000053,100,SINGLE_FAMILY,1396.0,3,OWNER_OCCUPIED,18-5577-542
U-VF984HZCS7GF,CA-CA-00000053,101,SINGLE_FAMILY,764.0,2,OWNER_OCCUPIED,
U-73BZDKCL7G9J,CA-CA-00000053,102,TOWNHOME,2463.0,3,OWNER_OCCUPIED,82-4612-689
U-6ZMK6YWGXQE7,CA-CA-00000053,103,SINGLE_FAMILY,2914.0,4,RENTED,39-4395-832
U-S7NW03VM1U0M,CA-CA-00000053,104,TOWNHOME,2986.0,2,OWNER_OCCUPIED,54-8815-232
U-GZGAAP5UVK3O,CA-CA-00000053,105,SINGLE_FAMILY,2560.0,3,RENTED,89-2605-375
U-08NNU1UXF45X,CA-CA-00000053,106,SINGLE_FAMILY,2013.0,4,RENTED,91-5328-740
U-20C1N0GKCPOP,CA-CA-00000053,107,SINGLE_FAMILY,757.0,3,VACANT,16-6129-682
U-KBH3GK119FPJ,CA-CA-00000053,108,TOWNHOME,1571.0,2,OWNER_OCCUPIED,38-5888-989
U-Z649HCF4J2BC,CA-CA-00000053,109,SINGLE_FAMILY,2334.0,3,RENTED,
U-I8C9FN01JPPQ,CA-CA-00000053,110,TOWNHOME,2211.0,2,OWNER_OCCUPIED,39-1606-577
U-QCBCBE98SAOX,CA-CA-00000053,111,SINGLE_FAMILY,1079.0,2,OWNER_OCCUPIED,85-1323-126
U-JCB80PZY037G,CA-CA-00000053,112,TOWNHOME,,3,OWNER_OCCUPIED,63-5737-157
U-DCQYJ8C2NAD0,CA-CA-00000053,113,TOWNHOME,2901.0,2,OWNER_OCCUPIED,
U-Q3XJJI7LAMJE,CA-CA-00000053,114,TOWNHOME,861.0,3,OWNER_OCCUPIED,79-7361-217
U-8ECZG04J1WJB,CA-CA-00000053,115,SINGLE_FAMILY,2377.0,5,OWNER_OCCUPIED,99-9174-291
U-MEZRRCFPLBXL,CA-CA-00000053,116,TOWNHOME,1374.0,2,OWNER_OCCUPIED,14-8020-790
U-L83ODA70WIC5,CA-CA-00000053,117,SINGLE_FAMILY,1751.0,3,OWNER_OCCUPIED,97-9275-217
U-45QZ9VX4XSQ6,CA-CA-00000053,118,SINGLE_FAMILY,2023.0,3,RENTED,29-6831-371
U-KLBOJGI7PVOP,CA-CA-00000053,119,SINGLE_FAMILY,906.0,4,OWNER_OCCUPIED,31-3222-815
U-FJAPQWINQCRS,CA-CA-00000053,120,TOWNHOME,1679.0,5,OWNER_OCCUPIED,91-6873-185
U-G19QGUY2N3NF,CA-CA-00000053,121,SINGLE_FAMILY,1268.0,3,VACANT,96-3300-490
U-CY6PV194AJYW,CA-CA-00000053,122,TOWNHOME,1389.0,3,RENTED,60-8920-321
U-ATI2HUXMOZXR,CA-CA-00000053,123,TOWNHOME,,3,OWNER_OCCUPIED,13-1604-447
U-YBHOWMYVSB98,CA-CA-00000053,124,SINGLE_FAMILY,1858.0,2,OWNER_OCCUPIED,46-2106-964
U-JPONZV1V8PDE,CA-CA-00000053,125,SINGLE_FAMILY,1098.0,3,RENTED,78-4448-522
U-SVI4DPU8DERP,CA-CA-00000053,126,TOWNHOME,816.0,2,RENTED,35-2723-440
U-3M746WBT3O68,CA-AZ-00000054,4D,CONDO_UNIT,1842.0,3,OWNER_OCCUPIED,60-8732-476
U-41LCLJZ9KVEA,CA-AZ-00000054,7C,CONDO_UNIT,,3,RENTED,36-9070-652
U-DAAW2AFI63OV,CA-AZ-00000054,40A,CONDO_UNIT,2073.0,3,OWNER_OCCUPIED,55-2864-510
U-OUROL6BIV0Z5,CA-AZ-00000054,5G,CONDO_UNIT,1228.0,2,OWNER_OCCUPIED,66-3166-541
U-DM228GN0GX4O,CA-AZ-00000054,22C,CONDO_UNIT,2822.0,3,OWNER_OCCUPIED,61-5098-994
U-9UHGV9M58TGT,CA-AZ-00000054,36H,CONDO_UNIT,1894.0,2,OWNER_OCCUPIED,38-8228-337
U-NXB8CLM2QLOH,CA-AZ-00000054,34D,CONDO_UNIT,1386.0,3,OWNER_OCCUPIED,85-3718-757
U-R7M4K0XL26F1,CA-AZ-00000054,28H,CONDO_UNIT,668.0,4,VACANT,21-1323-487
U-8PL5QYZENPT1,CA-AZ-00000054,14F,CONDO_UNIT,820.0,3,OWNER_OCCUPIED,53-1291-805
U-IUOS60N8O1S9,CA-AZ-00000054,19G,CONDO_UNIT,1212.0,3,OWNER_OCCUPIED,38-4003-803
U-U65M7AA62DBK,CA-AZ-00000054,34H,CONDO_UNIT,743.0,1,OWNER_OCCUPIED,91-4701-344
U-7JLGTVXJJDH2,CA-AZ-00000054,36B,CONDO_UNIT,2662.0,3,RENTED,54-1387-568
U-2LSE3V3CZBSQ,CA-AZ-00000054,22F,CONDO_UNIT,,3,OWNER_OCCUPIED,71-7287-830
U-CH4H9CGJK91D,CA-AZ-00000054,28D,CONDO_UNIT,1944.0,2,RENTED,75-3560-816
U-JIKMPFQNRH1C,CA-AZ-00000054,26A,CONDO_UNIT,1694.0,3,OWNER_OCCUPIED,17-2006-945
U-0FOSH4LV73QI,CA-AZ-00000054,36H,CONDO_UNIT,2216.0,2,OWNER_OCCUPIED,70-2989-389
U-M5QXAEXF32XP,CA-AZ-00000054,22C,CONDO_UNIT,2191.0,3,OWNER_OCCUPIED,42-6587-790
U-3A2V818IQWLO,CA-AZ-00000054,20C,CONDO_UNIT,851.0,4,OWNER_OCCUPIED,
U-JJ5M5ZV9Z8CU,CA-AZ-00000054,30G,CONDO_UNIT,3134.0,2,OWNER_OCCUPIED,40-9379-653
U-L05SC51SJ92I,CA-AZ-00000054,9H,CONDO_UNIT,1633.0,3,OWNER_OCCUPIED,32-5592-162
U-F613TAZSN0WZ,CA-AZ-00000054,36A,CONDO_UNIT,2498.0,2,RENTED,94-3852-599
U-FPQEQQR7D6E5,CA-AZ-00000054,11B,CONDO_UNIT,1516.0,2,OWNER_OCCUPIED,77-9114-302
U-CAXHCYEP5ZPL,CA-AZ-00000054,26G,CONDO_UNIT,2260.0,2,RENTED,33-6112-575
U-UWGJO97PBYD4,CA-AZ-00000054,6E,CONDO_UNIT,2987.0,2,OWNER_OCCUPIED,78-7071-808
U-G89VB92G1IPJ,CA-AZ-00000054,18C,CONDO_UNIT,2609.0,4,RENTED,18-6666-996
U-L948U3LQ28QA,CA-AZ-00000054,30H,CONDO_UNIT,3131.0,2,RENTED,60-5878-420
U-IHOKM948IY00,CA-AZ-00000054,12B,CONDO_UNIT,,2,VACANT,67-6365-887
U-4CUYMU4QBD2A,CA-AZ-00000054,28C,CONDO_UNIT,1453.0,2,OWNER_OCCUPIED,37-6402-413
U-N2525WS29PPP,CA-AZ-00000054,20E,CONDO_UNIT,3023.0,3,OWNER_OCCUPIED,34-3167-902
U-OQGFA32J5UFV,CA-AZ-00000054,9B,CONDO_UNIT,1366.0,2,OWNER_OCCUPIED,90-6590-151
U-PXTGU0SEEEAS,CA-AZ-00000054,38D,CONDO_UNIT,3090.0,4,RENTED,10-7021-736
U-MK9CU109S8B0,CA-AZ-00000054,2A,CONDO_UNIT,1988.0,3,RENTED,76-1277-181
U-21E5J7O6RHD5,CA-AZ-00000054,8F,CONDO_UNIT,2011.0,3,RENTED,26-2343-876
U-YV8V49WXVCNC,CA-AZ-00000054,27F,CONDO_UNIT,2980.0,2,RENTED,83-5958-655
U-W2AUA5C3A1M9,CA-AZ-00000054,14G,CONDO_UNIT,,2,OWNER_OCCUPIED,90-4204-770
U-JVHC4O8NM292,CA-AZ-00000054,23D,CONDO_UNIT,2058.0,5,RENTED,96-9958-859
U-4XY8A29RJJ5L,CA-AZ-00000054,23B,CONDO_UNIT,2985.0,3,OWNER_OCCUPIED,52-8380-874
U-28KCXHHDAS1C,CA-AZ-00000054,26G,CONDO_UNIT,758.0,3,RENTED,19-9312-952
U-LS9TZJ9VFA9S,CA-AZ-00000054,34C,CONDO_UNIT,2861.0,4,OWNER_OCCUPIED,35-9918-146
U-GAQHCB82OXLM,CA-AZ-00000054,4H,CONDO_UNIT,2529.0,4,OWNER_OCCUPIED,12-6719-807
U-X7ACCDZZC5A8,CA-AZ-00000054,33F,CONDO_UNIT,1097.0,3,RENTED,97-4150-781
U-J7A0KLL5ZNLN,CA-AZ-00000054,6E,CONDO_UNIT,1286.0,3,RENTED,82-9881-556
U-C6CGELVD3DD4,CA-AZ-00000054,33D,CONDO_UNIT,804.0,3,RENTED,27-7739-932
U-CE3OZKDZWACZ,CA-AZ-00000054,15A,CONDO_UNIT,2512.0,3,OWNER_OCCUPIED,90-7392-766
U-QIH029NLKLOG,CA-AZ-00000054,33A,CONDO_UNIT,1730.0,3,OWNER_OCCUPIED,35-9395-790
U-902A0NW60JSC,CA-AZ-00000054,35D,CONDO_UNIT,2007.0,5,OWNER_OCCUPIED,99-9223-602
U-GK783NC8MQ5S,CA-AZ-00000054,6F,CONDO_UNIT,1023.0,3,OWNER_OCCUPIED,57-3743-737
U-PILEREKJS7YU,CA-AZ-00000054,4C,CONDO_UNIT,,2,OWNER_OCCUPIED,32-7290-421
U-1XIJBW4SE9DN,CA-AZ-00000054,25C,CONDO_UNIT,1580.0,1,OWNER_OCCUPIED,18-4598-116
U-AECP3GKQRYY8,CA-AZ-00000054,24F,CONDO_UNIT,3177.0,2,OWNER_OCCUPIED,70-1385-776
U-EBLQWXW0SQGO,CA-AZ-00000054,38G,CONDO_UNIT,1902.0,1,OWNER_OCCUPIED,
U-QPKWQZZGUS8P,CA-AZ-00000054,7E,CONDO_UNIT,845.0,3,RENTED,26-1745-197
U-C52R3AKEZ70I,CA-AZ-00000054,9D,CONDO_UNIT,1001.0,4,OWNER_OCCUPIED,19-8067-515
U-0WXLL5UBEVSZ,CA-AZ-00000054,22B,CONDO_UNIT,1132.0,2,OWNER_OCCUPIED,40-1983-301
U-RLN7OGKH50K2,CA-AZ-00000054,35E,CONDO_UNIT,3028.0,4,OWNER_OCCUPIED,69-9140-454
U-5SAXQC63RJLB,CA-AZ-00000054,10H,CONDO_UNIT,2734.0,3,OWNER_OCCUPIED,39-8234-722
U-3OPBL120ETCC,CA-AZ-00000054,11H,CONDO_UNIT,1552.0,2,OWNER_OCCUPIED,63-8178-630
U-0NE6YIWDS2SL,CA-AZ-00000054,32F,CONDO_UNIT,1145.0,4,RENTED,91-6765-451
U-XVWBQ2C6X3WN,CA-AZ-00000054,14A,CONDO_UNIT,941.0,3,OWNER_OCCUPIED,23-3479-582
U-GMGWUTNYJNMX,CA-AZ-00000054,11F,CONDO_UNIT,1078.0,3,OWNER_OCCUPIED,65-6254-259
U-7O610HLSEFGB,CA-NY-00000055,5A,CONDO_UNIT,2988.0,2,OWNER_OCCUPIED,30-2010-948
U-5DKQBO8PNBIF,CA-NY-00000055,8F,CONDO_UNIT,3198.0,2,OWNER_OCCUPIED,10-7921-845
U-MOU6EZ96SJMH,CA-NY-00000055,17E,CONDO_UNIT,,4,OWNER_OCCUPIED,
U-5GTNOBC2F8DN,CA-NY-00000055,30F,CONDO_UNIT,2191.0,3,RENTED,62-1449-445
U-SMCJ2JGB36H2,CA-NY-00000055,3H,CONDO_UNIT,1329.0,2,OWNER_OCCUPIED,86-6447-618
U-U0RKTOC19YQ5,CA-NY-00000055,29D,CONDO_UNIT,2763.0,1,OWNER_OCCUPIED,14-6735-276
U-YU8TN8FQMJ22,CA-NY-00000055,26D,CONDO_UNIT,1731.0,2,RENTED,42-7713-135
U-KD7GD0NWEVHV,CA-NY-00000055,31A,CONDO_UNIT,1869.0,3,OWNER_OCCUPIED,14-6109-584
U-YCFVP1XNKVB2,CA-NY-00000055,13H,CONDO_UNIT,785.0,2,RENTED,14-6409-110
U-HO3G839JY193,CA-NY-00000055,1E,CONDO_UNIT,2113.0,4,OWNER_OCCUPIED,61-6246-870
U-OI5YRCE3SEMZ,CA-NY-00000055,30C,CONDO_UNIT,3032.0,1,OWNER_OCCUPIED,28-3142-968
U-V7IJTL48ORNR,CA-NY-00000055,11E,CONDO_UNIT,2141.0,4,RENTED,40-8143-543
U-AVH9KS02QH4E,CA-NY-00000055,37C,CONDO_UNIT,2348.0,3,OWNER_OCCUPIED,79-1362-592
U-VPIAGF9AHO3K,CA-NY-00000055,1C,CONDO_UNIT,1611.0,4,OWNER_OCCUPIED,28-2826-321
U-2K3RUUWY9ZW5,CA-NY-00000055,21E,CONDO_UNIT,2356.0,3,OWNER_OCCUPIED,41-7475-848
U-U8H1BQ2S2WMS,CA-NY-00000055,27B,CONDO_UNIT,754.0,3,OWNER_OCCUPIED,86-9753-674
U-0JWI0P91LERV,CA-NY-00000055,9G,CONDO_UNIT,1198.0,3,RENTED,33-3419-204
U-29IL1O5G5U6J,CA-NY-00000055,7B,CONDO_UNIT,2266.0,2,RENTED,18-7915-104
U-TG8325IUPZ88,CA-NY-00000055,30F,CONDO_UNIT,3005.0,2,RENTED,71-2076-796
U-DD6EAF0EZT9L,CA-NY-00000055,24A,CONDO_UNIT,1540.0,2,RENTED,53-2037-487
U-Q0P5MW1C8N3V,CA-NY-00000055,26A,CONDO_UNIT,1214.0,2,OWNER_OCCUPIED,83-6692-802
U-DKQAJ5JFV4FH,CA-NY-00000055,32H,CONDO_UNIT,1762.0,3,OWNER_OCCUPIED,22-4046-796
U-K8DZVR9D02U7,CA-NY-00000055,17H,CONDO_UNIT,2508.0,2,OWNER_OCCUPIED,56-9854-342
U-0LSHGDKH8DHX,CA-NY-00000055,13E,CONDO_UNIT,918.0,3,VACANT,90-2056-489
U-I31JWZ55H7W8,CA-NY-00000055,11F,CONDO_UNIT,2635.0,4,OWNER_OCCUPIED,98-3410-133
U-OTUX6J1YGSKQ,CA-NY-00000055,36G,CONDO_UNIT,1059.0,3,RENTED,20-7999-861
U-G7VH7L0MH78D,CA-NY-00000055,15G,CONDO_UNIT,1841.0,4,OWNER_OCCUPIED,11-6221-379
U-IQA123NCRJAV,CA-NY-00000055,24D,CONDO_UNIT,1363.0,2,RENTED,86-5957-976
U-AYWQ9P94JTGH,CA-NY-00000055,40B,CONDO_UNIT,2467.0,3,RENTED,98-7309-806
U-J8A2E3WM5QM2,CA-NY-00000055,17G,CONDO_UNIT,2429.0,2,RENTED,44-1800-332
U-VQ4RKP3WUDE7,CA-NY-00000055,4F,CONDO_UNIT,2323.0,3,OWNER_OCCUPIED,92-6277-264
U-SSG7FWPS64HM,CA-NY-00000055,24B,CONDO_UNIT,2547.0,4,OWNER_OCCUPIED,56-9385-501
U-ZXFMX9IYHOSD,CA-NY-00000055,30B,CONDO_UNIT,2440.0,2,OWNER_OCCUPIED,86-6453-455
U-9V73PUWSXVTI,CA-NY-00000055,4H,CONDO_UNIT,2782.0,2,RENTED,67-4348-817
U-3W6D6ZJ6ML55,CA-NY-00000055,38G,CONDO_UNIT,2244.0,2,RENTED,56-9103-367
U-BA2FYRY92HJQ,CA-NY-00000055,25D,CONDO_UNIT,,3,VACANT,83-9003-428
U-CXUOX18D4AG2,CA-NY-00000055,15E,CONDO_UNIT,2321.0,2,RENTED,18-9176-151
U-SUFV3DZWAVMC,CA-NY-00000055,6E,CONDO_UNIT,2475.0,2,OWNER_OCCUPIED,57-6275-229
U-ISYBW6MZKNTK,CA-NY-00000055,25D,CONDO_UNIT,1656.0,3,RENTED,49-7789-450
U-C7HKHBEDBPBX,CA-NY-00000055,17E,CONDO_UNIT,818.0,2,OWNER_OCCUPIED,47-2945-596
U-Y0WHKYI1W8Z6,CA-NY-00000055,30B,CONDO_UNIT,1272.0,4,OWNER_OCCUPIED,30-2507-920
U-NAPGFHTN9XED,CA-NY-00000055,2A,CONDO_UNIT,1614.0,4,OWNER_OCCUPIED,83-8858-106
U-1F42Q5IMLX6V,CA-NY-00000055,13F,CONDO_UNIT,2498.0,3,OWNER_OCCUPIED,82-7424-266
U-LAFSJWCCWWJA,CA-NY-00000055,3A,CONDO_UNIT,3198.0,3,RENTED,58-4957-729
U-MUX73A4RH7GN,CA-NY-00000055,21D,CONDO_UNIT,1860.0,3,OWNER_OCCUPIED,48-7376-500
U-SUG8NMLGCYEW,CA-NY-00000055,24E,CONDO_UNIT,1912.0,3,OWNER_OCCUPIED,10-8316-377
U-CD0Y4Q9YG0QL,CA-NY-00000055,40A,CONDO_UNIT,1678.0,3,OWNER_OCCUPIED,77-4950-687
U-C8HAJ0IRSC96,CA-NY-00000055,39H,CONDO_UNIT,2049.0,4,OWNER_OCCUPIED,24-3551-541
U-HCC1P7XHZ2FD,CA-NY-00000055,25G,CONDO_UNIT,2831.0,3,OWNER_OCCUPIED,72-5680-527
U-F4HN6MGWNOMF,CA-NY-00000055,38C,CONDO_UNIT,1985.0,4,OWNER_OCCUPIED,82-5979-995
U-K1R71PHQUZ3M,CA-NY-00000055,27E,CONDO_UNIT,2099.0,3,RENTED,65-7843-697
U-MXYRAEON3OV1,CA-NY-00000055,27E,CONDO_UNIT,922.0,1,OWNER_OCCUPIED,
U-W54OQLFJ8RM4,CA-NY-00000055,35A,CONDO_UNIT,1876.0,3,OWNER_OCCUPIED,
U-8OS23SBKP1L4,CA-NY-00000055,11A,CONDO_UNIT,1296.0,2,OWNER_OCCUPIED,38-1204-278
U-UYKZN946NLZ5,CA-NY-00000055,19H,CONDO_UNIT,2580.0,3,OWNER_OCCUPIED,96-6387-382
U-N2V0TIW5L5KV,CA-NY-00000055,39B,CONDO_UNIT,2073.0,2,OWNER_OCCUPIED,92-6566-246
U-EZXLEAYCDY1Q,CA-NY-00000055,5B,CONDO_UNIT,,4,OWNER_OCCUPIED,13-9892-724
U-Z7BYK9L1WDX6,CA-NY-00000055,18A,CONDO_UNIT,,3,OWNER_OCCUPIED,76-4406-368
U-69M0GAKASKDS,CA-NY-00000055,35G,CONDO_UNIT,2985.0,1,OWNER_OCCUPIED,51-6389-135
U-ZLM5VUQ41994,CA-NY-00000055,38G,CONDO_UNIT,771.0,5,RENTED,95-7942-701
U-JHND3J5H4L1M,CA-NV-00000056,24C,CONDO_UNIT,902.0,3,OWNER_OCCUPIED,27-7813-713
U-4DNUYJB54XRE,CA-NV-00000056,1C,CONDO_UNIT,2100.0,4,RENTED,
U-W5NV1VM2HJJH,CA-NV-00000056,23G,CONDO_UNIT,2602.0,2,RENTED,44-2393-348
U-006T5ESWX4YE,CA-NV-00000056,15D,CONDO_UNIT,3148.0,2,RENTED,35-2536-372
U-IJWPY51FS1OI,CA-NV-00000056,33H,CONDO_UNIT,3174.0,3,RENTED,34-3820-276
U-037GBKK3ILVS,CA-NV-00000056,36B,CONDO_UNIT,1696.0,3,OWNER_OCCUPIED,14-5766-244
U-YMWAZ5GKE1RZ,CA-NV-00000056,35D,CONDO_UNIT,1041.0,2,OWNER_OCCUPIED,42-1572-329
U-9640RGZXRI7S,CA-NV-00000056,15G,CONDO_UNIT,1314.0,1,OWNER_OCCUPIED,29-8970-731
U-PNKGD8ABFS83,CA-NV-00000056,18A,CONDO_UNIT,2196.0,2,RENTED,95-4491-498
U-FUEZ5LWDIJVT,CA-NV-00000056,38F,CONDO_UNIT,,2,OWNER_OCCUPIED,77-5674-620
U-77JJ6V0PMQF6,CA-NV-00000056,4E,CONDO_UNIT,1905.0,5,RENTED,56-7748-336
U-UV73L5KKYNLC,CA-NV-00000056,19F,CONDO_UNIT,1201.0,3,OWNER_OCCUPIED,95-7453-405
U-N55V6J9RUFIV,CA-NV-00000056,15G,CONDO_UNIT,3179.0,4,OWNER_OCCUPIED,88-4516-599
U-R6E1PEN4FE98,CA-NV-00000056,1D,CONDO_UNIT,1512.0,2,OWNER_OCCUPIED,27-3956-335
U-946BKCRHR7BP,CA-NV-00000056,11D,CONDO_UNIT,3124.0,3,OWNER_OCCUPIED,68-4436-331
U-8F9T6GXNYT2G,CA-NV-00000056,27D,CONDO_UNIT,1008.0,3,OWNER_OCCUPIED,57-2639-844
U-CS1UYSZDED8W,CA-NV-00000056,12B,CONDO_UNIT,2944.0,2,OWNER_OCCUPIED,62-5181-294
U-H706LGLGUQDV,CA-NV-00000056,9A,CONDO_UNIT,2964.0,3,OWNER_OCCUPIED,45-4210-947
U-W145WC01INHK,CA-NV-00000056,15A,CONDO_UNIT,2689.0,3,OWNER_OCCUPIED,74-4917-959
U-UBR6D6NWTV79,CA-NV-00000056,4C,CONDO_UNIT,1106.0,3,OWNER_OCCUPIED,32-8712-883
U-FKXM9PUWCF6H,CA-NV-00000056,6H,CONDO_UNIT,3010.0,2,OWNER_OCCUPIED,17-2746-647
U-BNKAFPCXEDE4,CA-NV-00000056,24B,CONDO_UNIT,,1,OWNER_OCCUPIED,78-6714-582
U-4I299IJ283DY,CA-NV-00000056,18F,CONDO_UNIT,2240.0,2,OWNER_OCCUPIED,32-2274-648
U-FO9RE3DVSB58,CA-NV-00000056,6A,CONDO_UNIT,1276.0,2,OWNER_OCCUPIED,
U-2YU7YF9UL42M,CA-NV-00000056,18H,CONDO_UNIT,964.0,2,OWNER_OCCUPIED,86-1877-311
U-NI976F7P9JP5,CA-NV-00000056,9C,CONDO_UNIT,2623.0,2,OWNER_OCCUPIED,85-1194-384
U-29MFF0GBVP8F,CA-NV-00000056,19H,CONDO_UNIT,2187.0,2,OWNER_OCCUPIED,93-7523-140
U-ZG42W6HDBM4I,CA-NV-00000056,37F,CONDO_UNIT,1026.0,1,RENTED,97-6209-386
U-3JDA0HXV2ZOT,CA-NV-00000056,34D,CONDO_UNIT,2162.0,4,VACANT,38-7998-367
U-LWQ1QU1RE07W,CA-NV-00000056,4E,CONDO_UNIT,2821.0,2,OWNER_OCCUPIED,42-9105-788
U-TCY7SXP271I1,CA-NV-00000056,7F,CONDO_UNIT,2875.0,4,VACANT,86-5285-482
U-D466Y42OCZUV,CA-NV-00000056,30F,CONDO_UNIT,2448.0,4,OWNER_OCCUPIED,
U-F28NWNL2URQN,CA-NV-00000056,12A,CONDO_UNIT,1656.0,2,OWNER_OCCUPIED,18-5726-419
U-3J8WRZ3XCCPL,CA-NV-00000056,1G,CONDO_UNIT,1559.0,2,RENTED,77-5360-140
U-CDCGBIZBQTOQ,CA-NV-00000056,4H,CONDO_UNIT,1608.0,3,VACANT,63-3346-558
U-MGL7DAOVXPKA,CA-NV-00000056,30A,CONDO_UNIT,,2,OWNER_OCCUPIED,60-7246-861
U-5TNA623BR3D7,CA-NV-00000056,9C,CONDO_UNIT,1343.0,3,OWNER_OCCUPIED,88-1685-426
U-D0E8C6TCNHJV,CA-NV-00000056,1G,CONDO_UNIT,2437.0,3,RENTED,15-2800-388
U-WC279IGFFEN1,CA-NV-00000056,38F,CONDO_UNIT,2231.0,2,OWNER_OCCUPIED,72-1323-988
U-23JK3OL8Z7FZ,CA-NV-00000056,34C,CONDO_UNIT,1728.0,3,OWNER_OCCUPIED,54-6385-102
U-9GFJ1PINIXWK,CA-NV-00000056,29H,CONDO_UNIT,1445.0,2,OWNER_OCCUPIED,98-4380-730
U-2EI2OP03KSGS,CA-NV-00000056,32A,CONDO_UNIT,1449.0,3,OWNER_OCCUPIED,48-8084-335
U-BUNOQ4GNW8Z4,CA-NV-00000056,20B,CONDO_UNIT,820.0,2,RENTED,63-5879-941
